dia,data_iso,dias,quartos,pt_medio,pt_min,pt_max,pt_desvio,es_medio,spread_pt_es,horas_negativas,bd_v,bd_f,bs_v,bs_f,td_v,td_c,td_p,ts_v,ts_c,ts_p
15/08/2024,2024-08-15,1,96,45.62,0.0,117.13,41.0,45.62,0.0,0,68.45,29.31,61.49,39.08,68.45,24.44,41.49,61.49,47.46,0.0
16/08/2024,2024-08-16,1,96,88.56,50.72,129.78,25.38,88.56,0.0,0,104.11,77.45,101.48,83.24,104.11,75.02,83.52,101.48,87.93,61.32
17/08/2024,2024-08-17,1,96,83.44,34.72,120.0,29.14,83.44,0.0,0,106.02,67.31,90.2,67.04,106.02,66.34,69.74,90.2,67.04,
18/08/2024,2024-08-18,1,96,54.44,0.0,111.64,44.88,54.44,0.0,0,88.86,29.85,54.44,,88.86,26.29,38.77,54.44,,
19/08/2024,2024-08-19,1,96,94.89,67.1,157.48,25.72,94.89,0.0,0,94.58,95.11,83.44,99.6,94.58,93.3,99.62,83.44,105.0,74.43
20/08/2024,2024-08-20,1,96,95.02,60.0,125.08,24.71,95.02,0.0,0,116.15,79.92,118.4,85.39,116.15,77.74,85.37,118.4,89.46,66.4
21/08/2024,2024-08-21,1,96,81.3,5.22,165.01,40.7,79.68,1.61,0,88.05,76.47,77.19,82.99,88.05,76.27,76.97,77.19,98.22,11.92
22/08/2024,2024-08-22,1,96,109.21,78.18,164.5,22.49,109.21,0.0,0,119.72,101.7,119.84,104.84,119.72,98.86,108.81,119.84,108.58,87.35
23/08/2024,2024-08-23,1,96,107.06,77.0,141.2,18.38,107.06,0.0,0,116.9,100.03,116.3,103.26,116.9,99.14,102.26,116.3,106.56,87.84
24/08/2024,2024-08-24,1,96,58.6,0.0,116.62,47.83,58.44,0.16,0,97.72,30.65,69.83,31.32,97.72,25.99,42.32,69.83,31.32,
25/08/2024,2024-08-25,1,96,32.33,-0.95,109.91,39.93,32.33,0.0,3,38.54,27.9,32.33,,38.54,23.47,38.95,32.33,,
26/08/2024,2024-08-26,1,96,95.53,63.37,160.0,27.0,95.53,0.0,0,98.64,93.3,87.52,98.82,98.64,91.21,98.53,87.52,106.03,65.2
27/08/2024,2024-08-27,1,96,107.45,75.0,153.2,21.02,107.45,0.0,0,118.35,99.67,117.42,103.34,118.35,98.4,102.84,117.42,107.72,82.91
28/08/2024,2024-08-28,1,96,108.49,75.0,138.58,18.52,108.49,0.0,0,119.1,100.92,119.19,104.09,119.1,100.94,100.86,119.19,107.58,87.77
29/08/2024,2024-08-29,1,96,120.27,107.42,138.0,7.51,120.27,0.0,0,122.19,118.9,120.9,120.01,122.19,118.47,119.96,120.9,121.84,111.48
30/08/2024,2024-08-30,1,96,115.84,91.81,140.01,14.83,115.84,0.0,0,122.26,111.25,119.9,114.17,122.26,111.72,110.09,119.9,117.03,100.8
31/08/2024,2024-08-31,1,96,116.84,85.23,154.15,19.74,116.84,0.0,0,126.01,110.3,119.84,109.57,126.01,110.51,109.78,119.84,109.57,
01/09/2024,2024-09-01,1,96,99.57,28.98,141.74,37.71,99.57,0.0,0,124.68,81.63,99.57,,124.68,82.21,80.19,99.57,,
02/09/2024,2024-09-02,1,96,116.36,89.87,138.0,16.01,116.36,0.0,0,125.24,110.02,124.75,112.9,125.24,111.1,107.3,124.75,116.68,95.28
03/09/2024,2024-09-03,1,96,107.76,83.08,133.95,16.26,107.76,0.0,0,115.43,102.28,113.82,105.26,115.43,102.32,102.15,113.82,108.53,89.98
04/09/2024,2024-09-04,1,96,95.27,51.99,127.42,22.29,95.27,0.0,0,106.67,87.13,103.68,91.81,106.67,84.25,94.33,103.68,94.23,80.53
05/09/2024,2024-09-05,1,96,104.79,81.18,134.0,16.32,104.57,0.22,0,109.86,101.17,106.2,104.21,109.86,100.18,103.65,106.2,107.58,88.48
06/09/2024,2024-09-06,1,96,86.95,19.56,118.2,31.4,86.95,0.0,0,107.34,72.38,104.56,79.69,107.34,69.07,80.67,104.56,81.5,71.28
07/09/2024,2024-09-07,1,96,87.2,34.12,148.56,36.64,79.16,8.04,0,108.58,71.93,95.39,67.33,108.58,69.83,77.19,95.39,67.33,
08/09/2024,2024-09-08,1,96,67.54,0.0,117.22,52.48,67.54,0.0,0,111.34,36.26,67.54,,111.34,33.67,42.73,67.54,,
09/09/2024,2024-09-09,1,96,90.62,9.54,132.0,35.69,86.31,4.31,0,111.17,75.94,110.38,82.48,111.17,69.35,92.4,110.38,83.27,78.76
10/09/2024,2024-09-10,1,96,80.97,4.59,114.59,34.29,73.99,6.98,0,102.82,65.36,104.9,71.12,102.82,62.54,72.43,104.9,72.08,66.63
11/09/2024,2024-09-11,1,96,77.56,15.0,113.0,27.42,77.56,0.0,0,91.09,67.9,86.26,73.98,91.09,66.01,72.62,86.26,77.92,55.58
12/09/2024,2024-09-12,1,96,71.3,3.32,116.37,38.34,71.3,0.0,0,98.5,51.88,100.34,59.35,98.5,49.08,58.9,100.34,60.99,51.7
13/09/2024,2024-09-13,1,96,46.14,0.0,89.98,36.47,46.12,0.02,0,72.32,27.45,74.36,34.52,72.32,25.4,32.57,74.36,41.74,0.83
14/09/2024,2024-09-14,1,96,45.88,0.44,106.85,34.41,45.88,0.0,0,57.94,37.27,52.6,29.56,57.94,36.26,39.79,52.6,29.56,
15/09/2024,2024-09-15,1,96,31.25,0.0,65.08,27.11,31.2,0.06,0,50.36,17.61,31.25,,50.36,14.96,24.23,31.25,,
16/09/2024,2024-09-16,1,96,27.12,0.0,88.4,27.9,27.03,0.09,0,28.35,26.24,22.45,29.05,28.35,24.14,31.5,22.45,35.09,0.83
17/09/2024,2024-09-17,1,96,27.57,0.0,93.52,29.77,27.54,0.02,0,30.11,25.75,17.45,31.73,30.11,22.85,33.0,17.45,38.51,0.11
18/09/2024,2024-09-18,1,96,92.17,56.47,148.26,25.79,92.17,0.0,0,95.98,89.45,89.48,93.28,95.98,87.96,93.17,89.48,98.62,68.38
19/09/2024,2024-09-19,1,96,107.59,88.0,155.01,16.33,107.59,0.0,0,106.13,108.64,101.81,109.97,106.13,105.09,117.51,101.81,112.64,97.52
20/09/2024,2024-09-20,1,96,107.24,72.85,146.97,19.31,107.24,0.0,0,111.74,104.03,109.88,106.16,111.74,101.5,110.37,109.88,107.41,100.31
21/09/2024,2024-09-21,1,96,85.19,3.32,133.02,32.37,85.19,0.0,0,100.7,74.11,87.19,80.34,100.7,69.38,85.94,87.19,80.34,
22/09/2024,2024-09-22,1,96,70.05,0.15,114.53,42.1,70.01,0.03,0,98.31,49.86,70.05,,98.31,50.99,47.01,70.05,,
23/09/2024,2024-09-23,1,96,90.81,20.5,157.66,32.38,89.74,1.07,0,100.05,84.2,97.12,88.2,100.05,79.15,96.86,97.12,91.93,70.82
24/09/2024,2024-09-24,1,96,95.68,57.31,140.0,24.37,95.68,0.0,0,102.13,91.08,99.84,93.97,102.13,90.22,93.23,99.84,97.68,76.65
25/09/2024,2024-09-25,1,96,54.22,14.0,88.09,20.97,54.22,0.0,0,63.61,47.51,69.68,47.86,63.61,45.48,52.6,69.68,47.63,48.93
26/09/2024,2024-09-26,1,96,25.01,0.0,72.5,26.56,23.62,1.39,0,28.02,22.86,17.85,27.96,28.02,21.46,26.37,17.85,33.73,1.05
27/09/2024,2024-09-27,1,96,32.33,0.0,109.83,36.46,28.9,3.43,0,36.61,29.28,21.27,36.89,36.61,25.11,39.72,21.27,44.77,0.11
28/09/2024,2024-09-28,1,96,46.77,0.0,120.11,40.85,46.77,0.0,0,59.23,37.86,52.51,32.82,59.23,35.28,44.31,52.51,32.82,
29/09/2024,2024-09-29,1,96,43.51,0.0,101.89,37.17,43.36,0.14,0,65.01,28.15,43.51,,65.01,24.43,37.44,43.51,,
30/09/2024,2024-09-30,1,96,93.12,8.06,176.21,43.92,88.83,4.29,0,108.39,82.22,99.19,90.63,108.39,75.86,98.11,99.19,98.2,55.28
01/10/2024,2024-10-01,1,96,97.82,56.28,173.81,31.78,97.65,0.17,0,99.22,96.83,94.25,99.3,99.22,94.68,102.21,94.25,104.36,75.69
02/10/2024,2024-10-02,1,96,91.98,59.36,124.24,17.43,91.98,0.0,0,94.34,90.3,96.4,90.17,94.34,89.56,92.15,96.4,90.69,87.73
03/10/2024,2024-10-03,1,96,69.1,8.0,126.98,30.08,59.57,9.53,0,55.08,79.11,39.02,81.48,55.08,75.42,88.34,39.02,84.06,69.45
04/10/2024,2024-10-04,1,96,98.73,49.1,146.41,29.14,98.73,0.0,0,107.55,92.43,103.72,96.68,107.55,91.69,94.28,103.72,101.21,75.5
05/10/2024,2024-10-05,1,96,58.49,0.0,109.38,37.43,58.49,0.0,0,82.96,41.01,67.32,37.04,82.96,42.21,38.02,67.32,37.04,
06/10/2024,2024-10-06,1,96,22.7,-0.01,85.23,27.72,22.7,0.0,3,22.71,22.69,22.7,,22.71,19.34,31.06,22.7,,
07/10/2024,2024-10-07,1,96,54.12,26.83,108.32,22.93,54.12,0.0,0,51.58,55.94,44.72,57.99,51.58,57.0,53.26,44.72,59.16,52.58
08/10/2024,2024-10-08,1,96,30.82,0.0,90.0,28.86,30.82,0.0,0,30.06,31.37,24.27,33.52,30.06,30.5,33.53,24.27,38.6,9.82
09/10/2024,2024-10-09,1,96,25.36,0.98,60.8,19.5,25.36,0.0,0,20.06,29.15,9.51,31.89,20.06,26.66,35.36,9.51,32.42,29.39
10/10/2024,2024-10-10,1,96,79.14,39.83,180.0,41.86,79.14,0.0,0,70.81,85.08,54.21,89.4,70.81,82.77,90.86,54.21,98.42,47.3
11/10/2024,2024-10-11,1,96,85.56,58.11,111.04,15.5,88.84,-3.29,0,91.06,81.62,93.11,82.45,91.06,82.93,78.34,93.11,83.54,77.34
12/10/2024,2024-10-12,1,96,69.96,38.91,119.93,21.82,69.96,0.0,0,57.15,79.11,65.2,81.52,57.15,75.49,88.16,65.2,81.52,
13/10/2024,2024-10-13,1,96,53.79,0.11,121.28,36.96,53.76,0.03,0,66.21,44.92,53.79,,66.21,44.08,47.02,53.79,,
14/10/2024,2024-10-14,1,96,103.68,71.2,178.61,28.59,103.68,0.0,0,99.06,106.97,94.09,107.62,99.06,106.9,107.14,94.09,110.58,93.82
15/10/2024,2024-10-15,1,96,86.07,54.5,125.89,16.86,86.07,0.0,0,79.82,90.54,77.45,89.62,79.82,89.81,92.35,77.45,90.78,84.2
16/10/2024,2024-10-16,1,96,50.1,3.32,112.08,30.34,50.1,0.0,0,53.57,47.62,45.08,52.17,53.57,49.12,43.89,45.08,60.37,13.86
17/10/2024,2024-10-17,1,96,49.8,0.44,84.34,31.93,49.8,0.0,0,68.05,36.77,68.35,42.17,68.05,39.09,30.97,68.35,47.46,17.47
18/10/2024,2024-10-18,1,96,64.22,30.3,109.56,21.05,52.61,11.61,0,58.48,68.32,49.89,70.12,58.48,67.61,70.12,49.89,73.54,54.16
19/10/2024,2024-10-19,1,96,49.47,5.05,91.5,23.79,48.33,1.13,0,57.83,43.49,51.35,44.88,57.83,41.05,49.59,51.35,44.88,
20/10/2024,2024-10-20,1,96,52.79,0.02,125.89,39.23,46.16,6.63,0,62.63,45.77,52.79,,62.63,44.56,48.77,52.79,,
21/10/2024,2024-10-21,1,96,93.54,64.0,181.0,29.13,93.16,0.38,0,86.03,98.9,79.71,99.23,86.03,98.47,99.98,79.71,103.45,79.54
22/10/2024,2024-10-22,1,96,79.96,50.24,124.71,22.98,79.96,0.0,0,79.83,80.05,73.05,82.8,79.83,83.32,71.87,73.05,86.88,63.76
23/10/2024,2024-10-23,1,96,87.22,56.08,155.8,28.51,87.2,0.02,0,83.37,89.97,75.85,91.9,83.37,91.15,87.01,75.85,96.81,68.99
24/10/2024,2024-10-24,1,96,69.45,24.55,120.01,23.21,69.45,0.0,0,72.37,67.36,68.52,69.83,72.37,67.56,66.86,68.52,72.43,57.67
25/10/2024,2024-10-25,1,96,64.28,40.0,103.06,18.71,64.25,0.03,0,59.2,67.91,51.42,69.58,59.2,66.88,70.46,51.42,71.5,60.61
26/10/2024,2024-10-26,1,96,51.37,5.01,90.98,22.44,50.43,0.94,0,56.1,47.99,53.43,46.38,56.1,47.05,50.34,53.43,46.38,
27/10/2024,2024-10-27,1,100,76.59,39.99,128.7,23.02,76.59,0.0,0,80.85,73.24,76.59,,80.85,65.15,93.46,76.59,,
28/10/2024,2024-10-28,1,96,76.17,43.1,149.48,30.2,76.43,-0.26,0,63.19,85.44,55.44,84.7,63.19,80.49,97.81,55.44,84.53,85.12
29/10/2024,2024-10-29,1,96,73.24,49.04,98.61,12.71,73.24,0.0,0,65.81,78.54,61.71,77.98,65.81,75.35,86.53,61.71,75.95,82.86
30/10/2024,2024-10-30,1,96,84.41,44.6,145.0,29.55,84.07,0.33,0,65.97,97.57,56.82,95.76,65.97,90.86,114.34,56.82,91.93,104.97
31/10/2024,2024-10-31,1,96,101.04,70.99,148.72,22.66,101.44,-0.4,0,87.82,110.48,81.16,109.22,87.82,106.01,121.66,81.16,107.14,114.22
01/11/2024,2024-11-01,1,96,82.02,47.8,125.88,22.19,82.02,0.0,0,78.66,84.42,74.51,85.11,78.66,79.61,96.42,74.51,85.44,84.32
02/11/2024,2024-11-02,1,96,92.15,69.84,114.64,14.43,92.15,0.0,0,93.52,91.17,92.28,91.83,93.52,87.98,99.16,92.28,91.83,
03/11/2024,2024-11-03,1,96,72.19,7.4,116.67,32.77,72.19,0.0,0,84.97,63.06,72.19,,84.97,56.65,79.08,72.19,,
04/11/2024,2024-11-04,1,96,109.12,83.82,160.54,20.17,109.27,-0.15,0,99.62,115.9,94.91,114.97,99.62,114.24,120.05,94.91,116.9,110.34
05/11/2024,2024-11-05,1,96,117.94,90.43,193.0,26.59,117.94,0.0,0,107.56,125.36,101.02,124.91,107.56,119.76,139.37,101.02,125.52,123.46
06/11/2024,2024-11-06,1,96,116.14,86.0,171.89,21.01,116.14,0.0,0,117.2,115.39,117.21,115.71,117.2,110.44,127.76,117.21,116.1,114.77
07/11/2024,2024-11-07,1,96,111.7,90.0,151.49,16.48,111.7,0.0,0,107.22,114.9,104.22,114.78,107.22,111.76,122.75,104.22,115.48,113.12
08/11/2024,2024-11-08,1,96,118.0,98.78,134.28,12.22,118.0,0.0,0,111.21,122.85,106.03,122.92,111.21,121.24,126.88,106.03,123.4,121.78
09/11/2024,2024-11-09,1,96,110.01,90.2,134.86,12.24,110.01,0.0,0,105.56,113.19,109.03,112.4,105.56,109.94,121.33,109.03,112.4,
10/11/2024,2024-11-10,1,96,91.07,48.4,128.02,25.96,91.07,0.0,0,98.42,85.82,91.07,,98.42,80.04,100.29,91.07,,
11/11/2024,2024-11-11,1,96,78.96,15.2,116.86,28.34,76.08,2.89,0,88.94,71.84,91.02,74.0,88.94,65.8,86.94,91.02,74.11,73.73
12/11/2024,2024-11-12,1,96,66.2,3.32,128.86,44.75,65.17,1.04,0,71.57,62.37,57.01,69.99,71.57,55.74,78.93,57.01,72.62,63.66
13/11/2024,2024-11-13,1,96,105.21,82.99,133.61,15.39,105.21,0.0,0,101.67,107.74,100.68,107.07,101.67,103.61,118.06,100.68,106.73,107.89
14/11/2024,2024-11-14,1,96,119.51,89.53,151.63,17.59,119.51,0.0,0,105.04,129.85,98.82,128.03,105.04,127.91,134.68,98.82,127.44,129.43
15/11/2024,2024-11-15,1,96,124.26,104.05,147.22,13.01,124.26,0.0,0,117.17,129.33,115.11,128.03,117.17,128.15,132.26,115.11,127.48,129.35
16/11/2024,2024-11-16,1,96,113.2,91.98,139.0,16.4,113.2,0.0,0,104.23,119.6,110.51,119.71,104.23,116.67,126.91,110.51,119.71,
17/11/2024,2024-11-17,1,96,114.21,87.79,154.43,21.87,114.21,0.0,0,111.98,115.81,114.21,,111.98,111.64,126.24,114.21,,
18/11/2024,2024-11-18,1,96,136.6,117.27,168.2,14.21,136.6,0.0,0,132.46,139.55,128.61,139.89,132.46,136.83,146.35,128.61,140.27,138.96
19/11/2024,2024-11-19,1,96,131.94,96.63,147.48,15.29,131.94,0.0,0,130.34,133.08,132.9,131.54,130.34,128.6,144.26,132.9,127.44,141.38
20/11/2024,2024-11-20,1,96,95.45,29.12,143.18,31.15,95.45,0.0,0,96.72,94.54,91.43,97.11,96.72,86.07,115.74,91.43,96.44,98.71
21/11/2024,2024-11-21,1,96,78.45,29.8,125.01,28.65,77.65,0.8,0,80.82,76.76,75.05,79.85,80.82,67.47,99.99,75.05,78.17,83.89
22/11/2024,2024-11-22,1,96,121.35,77.13,161.26,26.7,121.35,0.0,0,105.95,132.35,91.81,133.51,105.95,128.09,142.99,91.81,133.02,134.69
23/11/2024,2024-11-23,1,96,73.28,13.81,114.28,27.89,73.28,0.0,0,81.71,67.26,76.41,65.66,81.71,61.82,80.83,76.41,65.66,
24/11/2024,2024-11-24,1,96,10.56,3.32,41.54,11.13,10.56,0.0,0,6.14,13.72,10.56,,6.14,9.74,23.68,10.56,,
25/11/2024,2024-11-25,1,96,87.37,3.33,159.82,53.96,87.09,0.28,0,51.43,113.04,18.24,115.84,51.43,107.81,126.14,18.24,115.98,115.5
26/11/2024,2024-11-26,1,96,143.28,130.38,162.07,7.83,143.28,0.0,0,139.53,145.96,136.99,145.87,139.53,144.59,149.38,136.99,145.61,146.51
27/11/2024,2024-11-27,1,96,136.53,105.44,165.08,19.1,136.53,0.0,0,138.61,135.04,135.27,137.04,138.61,131.05,144.99,135.27,137.85,135.11
28/11/2024,2024-11-28,1,96,131.32,103.19,158.24,17.45,131.32,0.0,0,130.39,131.98,127.24,133.0,130.39,129.09,139.22,127.24,134.12,130.32
29/11/2024,2024-11-29,1,96,127.93,102.0,155.95,18.45,127.79,0.14,0,120.72,133.09,112.55,134.27,120.72,130.03,140.74,112.55,134.86,132.84
30/11/2024,2024-11-30,1,96,123.46,88.67,142.5,17.5,123.46,0.0,0,129.93,118.83,126.38,116.36,129.93,116.46,124.77,126.38,116.36,
01/12/2024,2024-12-01,1,96,127.14,105.53,175.2,20.32,127.14,0.0,0,116.52,134.72,127.14,,116.52,131.49,142.79,127.14,,
02/12/2024,2024-12-02,1,96,143.28,126.56,157.2,10.71,143.28,0.0,0,139.41,146.05,135.73,146.39,139.41,143.61,152.14,135.73,146.09,147.1
03/12/2024,2024-12-03,1,96,139.79,121.18,160.02,12.78,139.79,0.0,0,134.19,143.79,132.59,142.75,134.19,140.25,152.64,132.59,140.4,148.41
04/12/2024,2024-12-04,1,96,134.78,106.98,174.99,20.5,133.93,0.86,0,127.01,140.34,119.69,141.0,127.01,136.92,148.88,119.69,142.44,137.55
05/12/2024,2024-12-05,1,96,135.26,107.56,156.22,16.2,134.9,0.36,0,137.06,133.97,134.39,135.62,137.06,130.06,143.76,134.39,135.98,134.76
06/12/2024,2024-12-06,1,96,116.34,73.45,146.85,19.7,115.27,1.07,0,104.1,125.09,101.88,122.3,104.1,122.06,132.67,101.88,120.64,126.29
07/12/2024,2024-12-07,1,96,34.38,2.0,71.85,22.34,34.38,0.0,0,41.69,29.17,35.87,30.77,41.69,22.23,46.52,35.87,30.77,
08/12/2024,2024-12-08,1,96,23.7,0.44,74.97,29.46,23.7,0.0,0,15.57,29.51,23.7,,15.57,22.95,45.91,23.7,,
09/12/2024,2024-12-09,1,96,69.99,3.85,137.21,52.26,69.99,0.0,0,65.29,73.35,41.91,81.55,65.29,64.78,94.76,41.91,84.33,74.88
10/12/2024,2024-12-10,1,96,134.51,100.7,181.0,23.37,134.51,0.0,0,120.57,144.46,112.35,143.63,120.57,140.38,154.67,112.35,143.4,144.2
11/12/2024,2024-12-11,1,96,140.92,113.05,179.07,21.6,139.4,1.52,0,131.17,147.89,121.2,149.04,131.17,143.68,158.42,121.2,149.2,148.67
12/12/2024,2024-12-12,1,96,146.51,112.6,177.38,20.25,146.51,0.0,0,132.8,156.31,126.16,154.89,132.8,153.35,163.72,126.16,154.05,156.92
13/12/2024,2024-12-13,1,96,145.64,114.95,172.35,17.34,144.08,1.56,0,133.73,154.15,127.35,153.18,133.73,150.83,162.45,127.35,151.65,156.85
14/12/2024,2024-12-14,1,96,128.21,104.07,151.32,13.98,128.21,0.0,0,130.13,126.84,128.0,128.71,130.13,122.67,137.26,128.0,128.71,
15/12/2024,2024-12-15,1,96,102.33,70.47,138.84,22.38,102.33,0.0,0,105.29,100.22,102.33,,105.29,95.18,112.81,102.33,,
16/12/2024,2024-12-16,1,96,121.37,95.19,166.89,23.49,121.37,0.0,0,113.52,126.97,106.67,127.42,113.52,120.88,142.19,106.67,126.3,130.11
17/12/2024,2024-12-17,1,96,121.64,101.24,146.24,15.24,121.64,0.0,0,115.61,125.94,110.29,126.31,115.61,122.48,134.61,110.29,126.45,125.97
18/12/2024,2024-12-18,1,96,111.7,75.0,146.54,19.9,111.7,0.0,0,104.56,116.8,103.86,114.93,104.56,113.17,125.89,103.86,114.39,116.21
19/12/2024,2024-12-19,1,96,81.59,22.33,122.78,33.23,77.71,3.88,0,63.53,94.49,43.2,97.4,63.53,89.32,107.41,43.2,96.3,100.03
20/12/2024,2024-12-20,1,96,115.0,85.81,145.39,21.33,115.0,0.0,0,109.64,118.82,100.55,120.94,109.64,113.89,131.15,100.55,121.02,120.76
21/12/2024,2024-12-21,1,96,93.67,35.07,133.48,33.53,93.67,0.0,0,101.27,88.25,95.86,88.35,101.27,80.05,108.74,95.86,88.35,
22/12/2024,2024-12-22,1,96,50.46,5.0,85.0,26.77,50.46,0.0,0,60.38,43.38,50.46,,60.38,37.21,58.8,50.46,,
23/12/2024,2024-12-23,1,96,49.4,3.32,124.89,44.63,49.4,0.0,0,37.76,57.71,18.46,62.14,37.76,48.19,81.51,18.46,62.06,62.32
24/12/2024,2024-12-24,1,96,74.12,35.0,112.21,25.65,74.12,0.0,0,77.07,72.01,69.77,75.91,77.07,68.23,81.44,69.77,78.27,70.23
25/12/2024,2024-12-25,1,96,102.89,75.99,141.08,23.61,102.89,0.0,0,93.36,109.69,82.46,111.3,93.36,105.86,119.27,82.46,110.58,113.03
26/12/2024,2024-12-26,1,96,134.02,105.3,166.8,17.22,134.02,0.0,0,132.98,134.76,128.28,136.38,132.98,129.61,147.64,128.28,135.33,138.89
27/12/2024,2024-12-27,1,96,133.69,107.81,161.5,17.87,133.69,0.0,0,132.07,134.85,126.59,136.62,132.07,130.42,145.94,126.59,136.85,136.05
28/12/2024,2024-12-28,1,96,133.31,108.97,160.78,15.86,133.31,0.0,0,133.58,133.12,132.81,134.52,133.58,128.78,143.95,132.81,134.52,
29/12/2024,2024-12-29,1,96,135.95,108.88,162.0,16.65,135.95,0.0,0,139.94,133.09,135.95,,139.94,129.08,143.12,135.95,,
30/12/2024,2024-12-30,1,96,141.08,116.02,172.72,17.07,141.08,0.0,0,139.05,142.54,134.22,143.91,139.05,137.15,156.02,134.22,142.67,146.9
31/12/2024,2024-12-31,1,96,135.42,111.75,159.44,14.6,135.42,0.0,0,137.35,134.05,135.69,135.31,137.35,129.39,145.68,135.69,135.01,136.03
01/01/2025,2025-01-01,1,96,103.73,20.59,152.99,44.11,101.04,2.7,0,123.37,89.7,121.64,96.36,123.37,81.61,109.95,121.64,98.7,90.74
02/01/2025,2025-01-02,1,96,133.72,101.88,161.1,19.57,133.37,0.35,0,121.82,142.23,114.83,141.51,121.82,139.82,148.23,114.83,140.85,143.08
03/01/2025,2025-01-03,1,96,122.08,90.01,151.25,20.73,121.82,0.26,0,108.98,131.44,99.9,131.21,108.98,127.1,142.3,99.9,129.39,135.59
04/01/2025,2025-01-04,1,96,111.27,82.27,145.0,17.7,111.27,0.0,0,106.13,114.94,111.99,109.53,106.13,110.85,125.16,111.99,109.53,
05/01/2025,2025-01-05,1,96,47.76,13.28,70.5,14.5,47.76,0.0,0,44.81,49.86,47.76,,44.81,46.25,58.9,47.76,,
06/01/2025,2025-01-06,1,96,51.03,3.52,117.78,39.9,47.54,3.49,0,31.99,64.63,10.64,67.66,31.99,53.34,92.85,10.64,63.52,77.61
07/01/2025,2025-01-07,1,96,85.1,19.2,128.87,27.98,83.85,1.24,0,67.22,97.87,56.24,96.98,67.22,94.48,106.33,56.24,97.37,96.03
08/01/2025,2025-01-08,1,96,98.15,53.0,131.0,24.44,98.34,-0.19,0,82.36,109.43,76.28,107.16,82.36,105.89,118.29,76.28,105.19,111.88
09/01/2025,2025-01-09,1,96,89.05,13.01,141.27,36.04,88.97,0.08,0,61.22,108.94,44.31,107.48,61.22,103.87,121.61,44.31,104.65,114.25
10/01/2025,2025-01-10,1,96,112.37,69.94,144.28,21.91,112.1,0.27,0,97.62,122.9,87.41,122.64,97.62,120.29,129.43,87.41,122.85,122.16
11/01/2025,2025-01-11,1,96,95.81,60.3,123.55,18.03,95.81,0.0,0,93.91,97.16,93.97,100.28,93.91,90.54,113.72,93.97,100.28,
12/01/2025,2025-01-12,1,96,73.97,3.01,126.8,43.37,73.81,0.16,0,92.15,60.99,73.97,,92.15,49.51,89.68,73.97,,
13/01/2025,2025-01-13,1,96,126.22,100.0,180.0,21.75,126.22,0.0,0,120.98,129.97,112.49,131.87,120.98,125.89,140.16,112.49,132.66,129.99
14/01/2025,2025-01-14,1,96,137.35,111.63,189.54,24.17,138.26,-0.91,0,129.72,142.8,123.64,143.0,129.72,137.34,156.46,123.64,143.12,142.7
15/01/2025,2025-01-15,1,96,140.34,115.58,225.0,25.94,140.34,0.0,0,137.18,142.6,128.37,145.27,137.18,136.79,157.13,128.37,144.35,147.48
16/01/2025,2025-01-16,1,96,134.1,108.58,184.32,22.6,135.11,-1.01,0,127.15,139.06,120.93,139.52,127.15,134.63,150.16,120.93,139.92,138.57
17/01/2025,2025-01-17,1,96,135.01,106.5,175.0,20.58,136.07,-1.06,0,131.64,137.41,126.03,138.71,131.64,132.69,149.21,126.03,138.59,138.97
18/01/2025,2025-01-18,1,96,133.12,110.2,167.85,16.85,133.12,0.0,0,129.76,135.52,132.57,134.44,129.76,131.17,146.39,132.57,134.44,
19/01/2025,2025-01-19,1,96,124.26,102.35,157.33,16.18,124.61,-0.34,0,122.42,125.58,124.26,,122.42,121.98,134.6,124.26,,
20/01/2025,2025-01-20,1,96,145.49,114.41,170.0,16.67,145.49,0.0,0,129.95,156.59,124.35,154.2,129.95,155.21,160.05,124.35,151.66,160.29
21/01/2025,2025-01-21,1,96,138.76,115.3,156.15,11.67,140.08,-1.32,0,129.33,145.5,128.1,143.15,129.33,143.22,151.21,128.1,140.68,149.08
22/01/2025,2025-01-22,1,96,135.02,103.6,167.72,18.23,135.02,0.0,0,121.69,144.54,114.15,143.61,121.69,140.95,153.49,114.15,142.07,147.32
23/01/2025,2025-01-23,1,96,139.26,94.0,196.51,23.93,139.26,0.0,0,123.99,150.17,122.24,146.27,123.99,141.83,171.01,122.24,140.54,160.02
24/01/2025,2025-01-24,1,96,90.21,57.03,122.0,15.55,90.21,0.0,0,86.75,92.68,85.39,92.19,86.75,88.63,102.79,85.39,90.56,96.09
25/01/2025,2025-01-25,1,96,41.86,3.6,96.37,27.75,41.86,0.0,0,34.49,47.12,33.94,61.08,34.49,38.2,69.42,33.94,61.08,
26/01/2025,2025-01-26,1,96,25.21,6.93,44.38,10.46,25.21,0.0,0,26.92,23.98,25.21,,26.92,19.7,34.69,25.21,,
27/01/2025,2025-01-27,1,96,20.75,0.65,53.37,16.36,21.44,-0.69,0,11.8,27.14,7.53,26.19,11.8,21.8,40.49,7.53,23.45,32.78
28/01/2025,2025-01-28,1,96,16.95,0.65,69.5,20.99,17.03,-0.08,0,9.46,22.3,3.16,22.63,9.46,15.42,39.51,3.16,19.79,29.44
29/01/2025,2025-01-29,1,96,48.9,3.52,133.85,39.48,50.56,-1.67,0,31.54,61.29,18.11,61.57,31.54,47.75,95.14,18.11,53.02,82.11
