dia,data_iso,dias,quartos,pt_medio,pt_min,pt_max,pt_desvio,es_medio,spread_pt_es,horas_negativas,bd_v,bd_f,bs_v,bs_f,td_v,td_c,td_p,ts_v,ts_c,ts_p
01/01/2010,2010-01-01,1,96,7.2,0.0,30.8,11.88,6.77,0.43,0,4.94,8.82,0.0,10.17,4.94,5.58,16.91,0.0,8.57,14.0
02/01/2010,2010-01-02,1,96,20.18,0.0,83.1,23.84,24.12,-3.95,0,2.76,32.62,12.16,39.64,2.76,23.72,54.87,12.16,39.64,
03/01/2010,2010-01-03,1,96,19.94,0.0,83.01,21.79,24.42,-4.48,0,6.13,29.81,19.94,,6.13,26.6,37.85,19.94,,
04/01/2010,2010-01-04,1,96,29.8,0.56,58.0,15.59,36.72,-6.92,0,16.36,39.39,13.12,36.66,16.36,36.87,45.69,13.12,33.5,44.26
05/01/2010,2010-01-05,1,96,30.29,1.03,57.86,13.9,30.32,-0.03,0,19.0,38.35,13.37,37.25,19.0,35.62,45.16,13.37,33.71,45.76
06/01/2010,2010-01-06,1,96,31.46,9.79,89.73,19.77,31.49,-0.03,0,21.9,38.29,17.02,37.41,21.9,34.88,46.82,17.02,32.79,48.5
07/01/2010,2010-01-07,1,96,32.73,1.0,64.4,17.32,33.38,-0.65,0,16.63,44.24,14.68,40.17,16.63,41.7,50.59,14.68,35.04,52.46
08/01/2010,2010-01-08,1,96,27.27,0.0,70.4,21.51,27.27,0.0,0,9.81,39.74,1.07,38.05,9.81,33.98,54.13,1.07,33.08,49.99
09/01/2010,2010-01-09,1,96,29.23,0.1,92.5,24.85,29.23,0.0,0,11.75,41.72,19.93,51.83,11.75,34.1,60.78,19.93,51.83,
10/01/2010,2010-01-10,1,96,20.24,1.0,108.0,23.98,30.12,-9.88,0,14.84,24.11,20.24,,14.84,17.9,39.62,20.24,,
11/01/2010,2010-01-11,1,96,34.25,0.56,87.07,20.18,34.61,-0.36,0,16.55,46.9,9.75,44.34,16.55,43.14,56.29,9.75,41.54,51.06
12/01/2010,2010-01-12,1,96,27.14,0.0,85.81,21.43,28.95,-1.81,0,6.72,41.73,1.43,37.72,6.72,38.49,49.82,1.43,32.0,51.47
13/01/2010,2010-01-13,1,96,33.77,0.0,91.02,27.01,33.77,0.0,0,11.44,49.72,4.06,46.0,11.44,41.96,69.14,4.06,38.9,63.05
14/01/2010,2010-01-14,1,96,24.64,0.0,87.07,23.21,25.9,-1.27,0,5.91,38.02,0.0,34.78,5.91,31.67,53.88,0.0,27.14,53.13
15/01/2010,2010-01-15,1,96,32.6,0.0,91.0,25.08,33.41,-0.81,0,12.4,47.03,4.25,44.27,12.4,39.1,66.86,4.25,37.8,59.8
16/01/2010,2010-01-16,1,96,23.68,0.0,75.5,22.08,26.86,-3.18,0,8.78,34.32,15.87,42.64,8.78,27.8,50.6,15.87,42.64,
17/01/2010,2010-01-17,1,96,18.67,0.0,70.5,21.05,28.27,-9.6,0,11.46,23.82,18.67,,11.46,19.39,34.88,18.67,,
18/01/2010,2010-01-18,1,96,29.61,0.0,85.01,21.83,33.15,-3.54,0,9.32,44.09,0.0,41.8,9.32,39.85,54.7,0.0,38.97,48.58
19/01/2010,2010-01-19,1,96,35.88,0.0,180.3,34.68,29.27,6.6,0,15.36,50.53,9.22,46.85,15.36,37.79,82.36,9.22,36.29,72.21
20/01/2010,2010-01-20,1,96,27.5,0.0,49.59,17.28,27.48,0.03,0,12.02,38.56,2.87,37.65,12.02,36.42,43.93,2.87,35.71,42.3
21/01/2010,2010-01-21,1,96,33.3,0.56,51.4,14.91,33.3,0.0,0,20.2,42.66,13.22,41.57,20.2,41.01,46.8,13.22,39.7,46.05
22/01/2010,2010-01-22,1,96,34.78,5.0,59.5,13.71,34.8,-0.02,0,23.6,42.76,17.56,41.87,23.6,40.52,48.35,17.56,39.94,46.5
23/01/2010,2010-01-23,1,96,31.52,10.0,51.13,12.55,32.53,-1.02,0,23.99,36.89,27.8,40.55,23.99,35.02,41.57,27.8,40.55,
24/01/2010,2010-01-24,1,96,28.22,0.0,45.0,10.28,30.53,-2.31,0,25.74,29.99,28.22,,25.74,28.34,34.11,28.22,,
25/01/2010,2010-01-25,1,96,29.4,0.0,50.9,15.72,29.66,-0.26,0,15.84,39.08,8.5,38.01,15.84,36.79,44.81,8.5,35.76,43.4
26/01/2010,2010-01-26,1,96,25.83,0.0,47.13,13.29,26.15,-0.32,0,14.39,34.0,9.87,32.4,14.39,31.92,39.19,9.87,29.99,38.17
27/01/2010,2010-01-27,1,96,26.55,0.0,50.4,14.92,26.55,0.0,0,13.54,35.85,6.62,34.76,13.54,34.01,40.46,6.62,32.72,39.65
28/01/2010,2010-01-28,1,96,32.38,12.13,53.0,11.96,31.5,0.88,0,21.41,40.22,17.02,38.71,21.41,37.99,45.81,17.02,36.35,44.37
29/01/2010,2010-01-29,1,96,30.17,10.0,48.12,10.13,29.48,0.7,0,23.26,35.11,19.08,34.74,23.26,32.14,42.52,19.08,32.19,40.86
30/01/2010,2010-01-30,1,96,24.1,5.0,53.9,13.57,24.1,0.0,0,18.15,28.35,19.87,34.37,18.15,23.46,40.59,19.87,34.37,
31/01/2010,2010-01-31,1,96,27.55,13.13,60.03,11.42,27.55,0.0,0,20.94,32.27,27.55,,20.94,28.95,40.56,27.55,,
01/02/2010,2010-02-01,1,96,33.86,5.0,92.5,21.86,33.85,0.01,0,18.68,44.7,13.27,42.33,18.68,38.02,61.4,13.27,36.57,56.16
02/02/2010,2010-02-02,1,96,36.98,19.99,76.43,13.96,36.98,0.0,0,26.47,44.49,23.8,42.41,26.47,40.56,54.32,23.8,38.21,52.51
03/02/2010,2010-02-03,1,96,34.56,12.13,66.58,13.8,33.92,0.64,0,23.69,42.33,19.57,40.74,23.69,38.36,52.28,19.57,36.92,49.92
04/02/2010,2010-02-04,1,96,29.81,15.13,42.13,7.3,28.26,1.55,0,27.8,31.25,27.36,30.82,27.8,29.21,36.34,27.36,28.48,36.43
05/02/2010,2010-02-05,1,96,27.38,0.0,61.1,17.29,26.54,0.84,0,14.8,36.37,6.75,35.88,14.8,31.78,47.86,6.75,32.21,44.67
06/02/2010,2010-02-06,1,96,29.06,9.89,66.35,15.24,28.22,0.84,0,21.08,34.76,23.9,41.58,21.08,29.82,47.11,23.9,41.58,
07/02/2010,2010-02-07,1,96,32.01,24.19,47.4,5.49,32.44,-0.44,0,29.28,33.95,32.01,,29.28,32.8,36.82,32.01,,
08/02/2010,2010-02-08,1,96,33.96,21.4,50.0,7.34,33.96,0.0,0,28.49,37.88,26.8,36.92,28.49,35.58,43.61,26.8,34.52,42.67
09/02/2010,2010-02-09,1,96,30.54,5.13,61.1,13.11,29.91,0.63,0,20.97,37.38,16.23,36.43,20.97,34.09,45.6,16.23,33.15,44.32
10/02/2010,2010-02-10,1,96,33.36,26.2,47.23,5.28,31.57,1.79,0,30.22,35.59,29.37,35.0,30.22,33.49,40.85,29.37,32.95,39.92
11/02/2010,2010-02-11,1,96,34.43,27.25,51.12,5.84,30.1,4.33,0,30.23,37.43,30.5,36.05,30.23,35.53,42.18,30.5,34.02,40.9
12/02/2010,2010-02-12,1,96,31.43,19.5,50.4,8.49,31.21,0.21,0,26.2,35.16,22.95,34.92,26.2,32.44,41.95,22.95,32.92,39.71
13/02/2010,2010-02-13,1,96,33.0,24.58,49.51,7.04,33.0,0.0,0,29.81,35.28,31.0,37.86,29.81,32.73,41.63,31.0,37.86,
14/02/2010,2010-02-14,1,96,32.18,20.1,48.2,6.4,34.82,-2.64,0,29.76,33.91,32.18,,29.76,32.04,38.58,32.18,,
15/02/2010,2010-02-15,1,96,31.22,15.0,54.95,11.57,33.09,-1.87,0,20.7,38.73,17.18,37.0,20.7,36.48,44.36,17.18,34.44,43.14
16/02/2010,2010-02-16,1,96,33.84,19.99,68.12,11.07,33.8,0.04,0,25.77,39.61,22.74,38.42,25.77,36.76,46.76,22.74,35.08,46.42
17/02/2010,2010-02-17,1,96,35.21,24.32,56.23,8.45,35.21,0.0,0,28.23,40.19,27.21,38.5,28.23,37.89,45.95,27.21,35.24,46.32
18/02/2010,2010-02-18,1,96,34.71,12.69,55.89,11.05,34.6,0.11,0,24.34,42.12,20.53,40.55,24.34,40.18,46.98,20.53,38.07,46.51
19/02/2010,2010-02-19,1,96,31.64,21.12,45.46,6.82,31.64,0.0,0,27.39,34.68,24.86,34.43,27.39,32.59,39.9,24.86,32.23,39.71
20/02/2010,2010-02-20,1,96,30.5,20.0,75.0,14.61,31.13,-0.62,0,27.6,32.58,26.38,40.53,27.6,26.0,49.03,26.38,40.53,
21/02/2010,2010-02-21,1,96,20.04,2.0,43.31,11.49,20.16,-0.13,0,17.08,22.15,20.04,,17.08,18.82,30.46,20.04,,
22/02/2010,2010-02-22,1,96,23.19,0.0,62.51,17.58,23.19,0.0,0,6.76,34.93,2.93,31.53,6.76,30.6,45.75,2.93,27.21,41.92
23/02/2010,2010-02-23,1,96,19.73,0.0,43.31,14.35,19.73,0.0,0,5.89,29.62,2.86,26.68,5.89,26.72,36.89,2.86,23.08,35.34
24/02/2010,2010-02-24,1,96,18.22,0.0,51.36,14.77,18.72,-0.5,0,5.0,27.66,0.0,25.72,5.0,24.04,36.71,0.0,21.77,35.2
25/02/2010,2010-02-25,1,96,13.9,0.0,36.12,12.0,15.19,-1.28,0,2.45,22.08,1.36,19.07,2.45,19.21,29.26,1.36,15.24,28.26
26/02/2010,2010-02-26,1,96,23.19,0.0,66.66,18.82,23.19,0.0,0,10.53,32.23,1.93,31.94,10.53,27.61,43.78,1.93,28.04,41.29
27/02/2010,2010-02-27,1,96,3.22,0.0,15.2,5.03,3.58,-0.36,0,2.17,3.97,2.11,5.91,2.17,2.23,8.32,2.11,5.91,
28/02/2010,2010-02-28,1,96,5.8,0.0,35.0,10.87,5.8,0.0,0,1.57,8.83,5.8,,1.57,5.75,16.52,5.8,,
01/03/2010,2010-03-01,1,96,19.46,0.0,180.3,38.03,14.27,5.19,0,3.46,30.89,0.0,27.47,3.46,16.15,67.72,0.0,15.47,56.28
02/03/2010,2010-03-02,1,96,13.8,0.0,40.0,13.34,15.74,-1.94,0,1.0,22.94,0.0,19.48,1.0,19.47,31.62,0.0,15.36,29.37
03/03/2010,2010-03-03,1,96,20.13,0.0,62.13,18.25,21.34,-1.21,0,4.62,31.2,0.0,28.41,4.62,25.17,46.26,0.0,22.78,41.92
04/03/2010,2010-03-04,1,96,20.6,0.0,85.39,22.68,20.58,0.03,0,5.92,31.09,2.73,27.96,5.92,21.77,54.41,2.73,19.91,47.28
05/03/2010,2010-03-05,1,96,15.94,0.0,38.13,12.22,16.32,-0.38,0,6.4,22.75,5.42,20.26,6.4,19.65,30.49,5.42,15.56,31.56
06/03/2010,2010-03-06,1,96,9.03,0.0,35.1,11.68,9.96,-0.93,0,5.03,11.88,5.64,17.25,5.03,9.2,18.6,5.64,17.25,
07/03/2010,2010-03-07,1,96,12.69,0.0,35.0,10.48,14.75,-2.06,0,3.83,19.02,12.69,,3.83,17.53,22.76,12.69,,
08/03/2010,2010-03-08,1,96,14.78,0.0,40.0,11.97,14.78,0.0,0,4.47,22.14,1.0,20.45,4.47,19.03,29.91,1.0,16.91,28.93
09/03/2010,2010-03-09,1,96,15.3,0.0,40.3,13.32,15.84,-0.54,0,2.92,24.14,0.0,21.6,2.92,21.23,31.44,0.0,17.65,31.08
10/03/2010,2010-03-10,1,96,17.07,0.0,44.92,13.44,14.37,2.7,0,4.54,26.02,1.0,23.68,4.54,23.89,31.33,1.0,20.82,30.54
11/03/2010,2010-03-11,1,96,25.03,3.0,68.69,17.48,24.1,0.92,0,9.63,36.02,6.51,32.65,9.63,31.15,48.2,6.51,27.34,45.4
12/03/2010,2010-03-12,1,96,23.3,6.79,50.0,12.56,23.3,0.0,0,16.3,28.3,11.28,28.25,16.3,23.78,39.59,11.28,23.77,38.98
13/03/2010,2010-03-13,1,96,17.42,8.0,37.98,8.63,17.42,0.0,0,16.97,17.74,15.35,22.46,16.97,14.48,25.9,15.35,22.46,
14/03/2010,2010-03-14,1,96,10.8,3.68,32.0,8.99,10.8,0.0,0,8.02,12.8,10.8,,8.02,10.42,18.73,10.8,,
15/03/2010,2010-03-15,1,96,26.72,4.9,49.75,12.87,26.72,0.0,0,15.89,34.45,11.12,33.14,15.89,31.23,42.52,11.12,29.04,42.98
16/03/2010,2010-03-16,1,96,32.64,20.62,47.88,6.99,31.92,0.72,0,27.37,36.4,25.05,35.76,27.37,34.58,40.96,25.05,33.74,40.61
17/03/2010,2010-03-17,1,96,30.65,23.89,41.0,5.16,30.65,0.0,0,27.68,32.77,27.28,32.03,27.68,30.47,38.52,27.28,29.58,37.92
18/03/2010,2010-03-18,1,96,28.31,16.5,53.88,8.62,27.24,1.07,0,24.28,31.19,20.4,31.57,24.28,28.21,38.63,20.4,28.88,38.03
19/03/2010,2010-03-19,1,96,23.54,7.07,34.16,5.97,23.8,-0.25,0,22.09,24.58,22.88,23.82,22.09,23.3,27.77,22.88,22.26,27.56
20/03/2010,2010-03-20,1,96,26.88,14.07,59.07,12.31,27.33,-0.45,0,22.41,30.07,23.63,34.77,22.41,27.79,35.77,23.63,34.77,
21/03/2010,2010-03-21,1,96,30.75,25.13,43.98,4.87,30.95,-0.2,0,27.69,32.93,30.75,,27.69,32.16,34.87,30.75,,
22/03/2010,2010-03-22,1,96,33.95,20.0,48.79,7.92,35.01,-1.06,0,26.84,39.02,24.47,37.85,26.84,37.15,43.7,24.47,35.0,44.69
23/03/2010,2010-03-23,1,96,31.75,20.01,44.27,6.65,31.75,0.0,0,28.02,34.42,27.96,33.32,28.02,32.05,40.33,27.96,30.65,39.72
24/03/2010,2010-03-24,1,96,23.18,7.07,30.89,7.37,22.7,0.48,0,16.37,28.04,13.79,27.05,16.37,27.7,28.9,13.79,26.02,29.52
25/03/2010,2010-03-25,1,96,16.31,0.1,28.23,9.5,16.3,0.01,0,6.55,23.28,3.36,21.65,6.55,22.41,25.47,3.36,20.0,25.59
26/03/2010,2010-03-26,1,96,10.67,0.0,25.83,7.59,10.64,0.03,0,5.54,14.33,2.67,13.96,5.54,12.04,20.07,2.67,11.68,19.43
27/03/2010,2010-03-27,1,96,21.3,0.0,52.3,14.66,11.9,9.4,0,9.67,29.61,16.01,34.17,9.67,28.31,32.87,16.01,34.17,
28/03/2010,2010-03-28,1,92,24.72,14.01,48.13,7.66,24.72,0.0,0,18.94,28.44,24.72,,18.94,25.94,34.7,24.72,,
29/03/2010,2010-03-29,1,96,9.96,0.0,26.69,8.79,11.47,-1.51,0,5.25,13.32,6.07,11.56,5.25,11.91,16.86,6.07,8.72,24.81
30/03/2010,2010-03-30,1,96,7.88,0.0,20.02,6.77,4.79,3.09,0,2.62,11.64,0.04,11.11,2.62,10.46,14.61,0.04,11.08,11.28
31/03/2010,2010-03-31,1,96,9.99,0.0,28.5,8.73,8.19,1.8,0,6.01,12.83,1.76,13.38,6.01,11.03,17.34,1.76,11.47,22.28
01/04/2010,2010-04-01,1,96,23.28,5.0,48.07,11.49,15.43,7.85,0,15.55,28.81,16.03,26.27,15.55,24.36,39.94,16.03,23.35,39.92
02/04/2010,2010-04-02,1,96,2.44,0.0,20.6,5.16,2.44,0.0,0,2.3,2.55,0.96,3.05,2.3,1.36,5.52,0.96,3.71,0.0
03/04/2010,2010-04-03,1,96,2.41,0.0,25.65,5.8,2.41,0.0,0,1.5,3.07,1.28,5.18,1.5,1.39,7.25,1.28,5.18,
04/04/2010,2010-04-04,1,96,4.63,0.0,34.07,9.38,4.63,0.0,0,3.26,5.61,4.63,,3.26,3.49,10.91,4.63,,
05/04/2010,2010-04-05,1,96,15.57,0.0,29.92,9.53,15.61,-0.04,0,8.22,20.82,4.13,20.28,8.22,18.81,25.85,4.13,19.15,25.57
06/04/2010,2010-04-06,1,96,23.77,0.0,46.73,12.82,23.77,0.0,0,14.68,30.27,9.24,29.76,14.68,27.8,36.44,9.24,27.75,39.15
07/04/2010,2010-04-07,1,96,23.12,18.02,30.02,3.99,23.41,-0.28,0,22.31,23.7,22.03,23.57,22.31,22.67,26.28,22.03,22.95,26.47
08/04/2010,2010-04-08,1,96,21.85,0.89,41.55,9.66,21.45,0.4,0,13.93,27.51,9.69,26.86,13.93,26.09,31.06,9.69,26.89,26.7
09/04/2010,2010-04-09,1,96,26.22,15.0,41.55,6.24,26.97,-0.76,0,21.41,29.65,18.55,29.37,21.41,27.93,33.97,18.55,28.82,31.94
10/04/2010,2010-04-10,1,96,22.76,10.0,42.89,6.84,25.62,-2.86,0,22.24,23.13,22.06,24.45,22.24,20.89,28.74,22.06,24.45,
11/04/2010,2010-04-11,1,96,17.53,10.0,32.13,5.66,19.47,-1.94,0,18.14,17.09,17.53,,18.14,14.96,22.42,17.53,,
12/04/2010,2010-04-12,1,96,26.97,4.9,37.38,9.04,23.79,3.17,0,19.96,31.97,17.21,30.98,19.96,31.96,32.0,17.21,30.38,33.79
13/04/2010,2010-04-13,1,96,25.03,9.98,32.23,6.1,24.66,0.37,0,19.85,28.73,17.56,28.1,19.85,28.44,29.44,17.56,27.63,30.3
14/04/2010,2010-04-14,1,96,24.34,9.98,35.05,6.84,26.23,-1.89,0,18.93,28.21,18.61,26.7,18.93,26.72,31.94,18.61,25.73,31.27
15/04/2010,2010-04-15,1,96,21.9,0.79,41.66,10.8,30.77,-8.87,0,12.08,28.92,6.79,28.13,12.08,27.55,32.34,6.79,27.75,29.88
16/04/2010,2010-04-16,1,96,22.18,0.69,35.3,9.77,34.38,-12.2,0,15.02,27.3,11.38,26.63,15.02,26.78,28.6,11.38,26.83,25.68
17/04/2010,2010-04-17,1,96,28.54,25.0,32.3,2.34,34.94,-6.39,0,28.0,28.93,28.11,29.59,28.0,28.43,30.19,28.11,29.59,
18/04/2010,2010-04-18,1,96,27.19,15.0,43.93,6.21,30.7,-3.52,0,25.95,28.07,27.19,,25.95,27.04,30.64,27.19,,
19/04/2010,2010-04-19,1,96,34.71,25.43,41.28,4.52,37.65,-2.94,0,31.6,36.93,30.17,36.57,31.6,36.11,38.96,30.17,35.97,39.42
20/04/2010,2010-04-20,1,96,34.48,26.81,40.13,4.11,36.7,-2.22,0,30.19,37.54,30.15,36.26,30.19,37.16,38.49,30.15,35.6,39.35
21/04/2010,2010-04-21,1,96,33.74,23.85,39.3,5.18,36.47,-2.73,0,29.97,36.44,27.34,36.38,29.97,36.71,35.76,27.34,35.96,38.35
22/04/2010,2010-04-22,1,96,35.51,26.69,42.3,4.9,38.14,-2.63,0,34.91,35.94,34.91,35.75,34.91,35.95,35.92,34.91,34.5,41.62
23/04/2010,2010-04-23,1,96,35.31,22.79,40.5,6.07,36.28,-0.97,0,29.89,39.18,27.24,38.63,29.89,39.09,39.4,27.24,38.25,40.4
24/04/2010,2010-04-24,1,96,36.54,29.93,44.0,3.14,36.67,-0.13,0,34.14,38.25,35.26,39.63,34.14,37.36,40.45,35.26,39.63,
25/04/2010,2010-04-25,1,96,34.15,28.0,52.5,5.58,34.15,0.0,0,31.82,35.81,34.15,,31.82,33.5,41.59,34.15,,
26/04/2010,2010-04-26,1,96,37.72,25.1,46.1,6.43,37.72,0.0,0,32.18,41.68,29.83,40.97,32.18,40.81,43.84,29.83,40.43,43.47
27/04/2010,2010-04-27,1,96,35.99,23.66,44.0,5.81,35.66,0.33,0,30.7,39.78,28.26,39.18,30.7,39.11,41.45,28.26,38.86,40.68
28/04/2010,2010-04-28,1,96,34.49,25.0,40.2,4.83,34.35,0.14,0,30.38,37.42,28.35,37.01,30.38,36.7,39.23,28.35,36.45,39.67
29/04/2010,2010-04-29,1,96,35.51,22.7,44.54,6.06,34.86,0.65,0,30.24,39.28,27.62,38.76,30.24,38.49,41.25,27.62,37.9,42.78
30/04/2010,2010-04-30,1,96,37.17,25.82,44.5,5.66,37.61,-0.44,0,32.63,40.41,30.67,39.85,32.63,39.93,41.62,30.67,38.89,44.3
01/05/2010,2010-05-01,1,96,26.75,18.07,40.2,7.12,27.31,-0.57,0,29.5,24.78,27.19,25.68,29.5,24.36,25.82,27.19,25.68,
02/05/2010,2010-05-02,1,96,31.98,15.5,38.25,5.05,33.85,-1.86,0,30.74,32.87,31.98,,30.74,31.57,36.12,31.98,,
03/05/2010,2010-05-03,1,96,30.96,16.13,43.1,6.76,32.93,-1.97,0,24.61,35.49,22.36,34.5,24.61,35.19,36.25,22.36,33.6,38.68
04/05/2010,2010-05-04,1,96,29.47,9.0,39.2,9.37,29.06,0.41,0,21.34,35.27,18.17,34.12,21.34,34.91,36.19,18.17,33.92,35.09
05/05/2010,2010-05-05,1,96,28.63,0.1,40.2,14.04,26.51,2.11,0,16.37,37.38,9.14,36.65,16.37,36.81,38.82,9.14,36.49,37.43
06/05/2010,2010-05-06,1,96,38.75,26.54,43.87,5.18,38.75,0.0,0,34.64,41.69,31.91,41.57,34.64,41.44,42.32,31.91,41.47,42.02
07/05/2010,2010-05-07,1,96,41.0,35.64,44.99,2.52,41.41,-0.41,0,39.73,41.91,39.01,41.82,39.73,41.34,43.32,39.01,41.16,44.89
08/05/2010,2010-05-08,1,96,38.4,34.02,42.0,2.24,39.27,-0.87,0,37.62,38.95,37.97,39.45,37.62,38.89,39.1,37.97,39.45,
09/05/2010,2010-05-09,1,96,26.34,5.0,44.5,11.02,26.91,-0.57,0,30.43,23.42,26.34,,30.43,20.58,30.5,26.34,,
10/05/2010,2010-05-10,1,96,38.99,24.99,44.68,6.22,38.99,0.0,0,34.52,42.19,31.41,42.12,34.52,41.88,42.98,31.41,41.89,43.16
11/05/2010,2010-05-11,1,96,40.17,32.98,45.7,3.59,40.17,0.0,0,37.66,41.97,36.5,41.68,37.66,41.64,42.8,36.5,40.98,44.95
12/05/2010,2010-05-12,1,96,37.87,31.08,45.51,5.0,37.87,0.0,0,36.01,39.21,36.01,38.64,36.01,38.23,41.66,36.01,37.24,45.2
13/05/2010,2010-05-13,1,96,37.76,24.07,45.51,6.41,37.82,-0.06,0,32.82,41.29,29.8,41.04,32.82,40.73,42.69,29.8,40.15,45.22
14/05/2010,2010-05-14,1,96,37.54,30.39,44.0,4.45,37.57,-0.03,0,36.89,38.01,34.85,38.65,36.89,36.91,40.74,34.85,37.71,43.03
15/05/2010,2010-05-15,1,96,29.84,14.07,44.49,8.79,29.84,0.0,0,29.42,30.15,28.35,33.48,29.42,28.48,34.33,28.35,33.48,
16/05/2010,2010-05-16,1,96,30.74,18.0,45.0,7.13,30.74,0.0,0,29.67,31.5,30.74,,29.67,29.53,36.41,30.74,,
17/05/2010,2010-05-17,1,96,39.17,24.99,45.18,6.03,39.17,0.0,0,34.24,42.69,31.78,42.21,34.24,41.96,44.5,31.78,41.65,44.83
18/05/2010,2010-05-18,1,96,39.27,24.99,47.1,6.55,39.27,0.0,0,33.49,43.39,30.8,42.75,33.49,42.99,44.39,30.8,42.05,46.04
19/05/2010,2010-05-19,1,96,36.78,24.99,42.61,5.48,36.78,0.0,0,32.44,39.88,31.21,39.08,32.44,39.41,41.06,31.21,38.41,42.17
20/05/2010,2010-05-20,1,96,35.29,16.5,41.74,8.19,34.87,0.43,0,28.59,40.08,24.16,39.88,28.59,39.84,40.69,24.16,39.72,40.61
21/05/2010,2010-05-21,1,96,39.37,29.7,44.1,4.58,39.37,0.0,0,35.75,41.96,33.68,41.71,35.75,41.49,43.12,33.68,41.48,42.83
22/05/2010,2010-05-22,1,96,37.38,30.68,44.01,3.67,37.38,0.0,0,34.72,39.28,36.1,40.48,34.72,38.74,40.63,36.1,40.48,
23/05/2010,2010-05-23,1,96,34.9,29.99,44.25,3.91,34.9,0.0,0,35.23,34.66,34.9,,35.23,33.68,37.1,34.9,,
24/05/2010,2010-05-24,1,96,39.61,31.49,44.01,3.81,39.73,-0.13,0,36.96,41.5,34.92,41.54,36.96,41.33,41.95,34.92,41.26,42.85
25/05/2010,2010-05-25,1,96,39.72,33.68,44.01,3.06,40.47,-0.74,0,37.17,41.55,35.88,41.31,37.17,41.17,42.5,35.88,40.88,43.29
26/05/2010,2010-05-26,1,96,43.74,37.9,48.71,3.04,43.74,0.0,0,40.9,45.76,39.76,45.37,40.9,45.34,46.82,39.76,44.87,47.73
27/05/2010,2010-05-27,1,96,46.07,39.11,50.61,3.39,46.12,-0.06,0,42.95,48.3,43.0,47.33,42.95,48.07,48.86,43.0,46.71,50.2
28/05/2010,2010-05-28,1,96,44.87,37.33,49.56,4.0,44.87,0.0,0,41.69,47.13,39.56,47.05,41.69,46.51,48.7,39.56,46.52,49.51
29/05/2010,2010-05-29,1,96,43.84,39.49,49.02,3.32,43.84,0.0,0,42.38,44.88,42.32,47.53,42.38,43.82,47.52,42.32,47.53,
30/05/2010,2010-05-30,1,96,41.78,37.9,51.68,3.43,41.82,-0.04,0,42.08,41.56,41.78,,42.08,40.91,43.19,41.78,,
31/05/2010,2010-05-31,1,96,44.74,33.33,50.04,5.28,44.81,-0.07,0,39.74,48.32,37.48,47.73,39.74,48.19,48.64,37.48,47.31,49.74
01/06/2010,2010-06-01,1,96,44.85,36.67,51.91,4.29,45.2,-0.34,0,40.75,47.78,40.22,46.76,40.75,47.5,48.49,40.22,45.85,51.01
02/06/2010,2010-06-02,1,96,45.66,35.02,54.23,5.79,45.26,0.4,0,40.66,49.23,38.85,48.47,40.66,48.73,50.48,38.85,47.32,53.84
03/06/2010,2010-06-03,1,96,43.89,36.14,49.9,4.23,43.89,0.0,0,40.39,46.39,38.94,45.93,40.39,45.75,47.99,38.94,45.16,49.53
04/06/2010,2010-06-04,1,96,45.72,35.87,53.01,5.0,45.79,-0.07,0,41.2,48.95,38.99,48.49,41.2,48.58,49.87,38.99,47.9,51.28
05/06/2010,2010-06-05,1,96,45.77,39.6,49.8,3.26,46.01,-0.25,0,43.89,47.11,44.68,48.41,43.89,46.55,48.52,44.68,48.41,
06/06/2010,2010-06-06,1,96,42.75,34.35,52.01,5.04,43.01,-0.26,0,40.04,44.69,42.75,,40.04,43.16,48.5,42.75,,
07/06/2010,2010-06-07,1,96,45.59,35.56,55.98,6.39,45.63,-0.04,0,40.64,49.12,39.1,48.26,40.64,48.23,51.35,39.1,46.84,54.89
08/06/2010,2010-06-08,1,96,43.84,33.9,52.98,5.79,43.41,0.43,0,38.79,47.45,36.76,46.76,38.79,47.09,48.36,36.76,45.59,52.24
09/06/2010,2010-06-09,1,96,42.68,34.96,50.06,4.39,42.68,0.0,0,39.04,45.28,37.58,44.78,39.04,44.53,47.15,37.58,43.78,49.4
10/06/2010,2010-06-10,1,96,41.23,29.47,48.13,4.93,41.14,0.09,0,37.42,43.95,35.17,43.72,37.42,43.25,45.71,35.17,43.14,46.43
11/06/2010,2010-06-11,1,96,38.43,18.0,45.15,8.22,38.1,0.32,0,32.22,42.86,28.09,42.68,32.22,42.66,43.36,28.09,42.69,42.67
12/06/2010,2010-06-12,1,96,41.69,33.9,47.64,3.81,41.69,0.0,0,39.18,43.48,40.2,45.31,39.18,42.84,45.09,40.2,45.31,
13/06/2010,2010-06-13,1,96,36.71,17.07,52.27,7.91,36.71,0.0,0,33.92,38.7,36.71,,33.92,37.35,42.06,36.71,,
14/06/2010,2010-06-14,1,96,39.02,22.07,49.39,7.4,38.96,0.06,0,33.42,43.02,31.47,42.13,33.42,42.38,44.6,31.47,40.82,48.22
15/06/2010,2010-06-15,1,96,37.53,20.6,46.25,7.17,37.41,0.12,0,31.5,41.84,29.24,40.94,31.5,41.45,42.8,29.24,40.06,45.05
16/06/2010,2010-06-16,1,96,38.09,22.07,49.0,7.97,36.91,1.17,0,31.82,42.56,28.53,42.02,31.82,42.46,42.82,28.53,40.95,47.03
