dia,data_iso,consumo_gwh,producao_nac_gwh,renovavel_gwh,hidrica_gwh,hidrica_renov_gwh,eolica_gwh,solar_gwh,biomassa_gwh,gas_natural_gwh,carvao_gwh,outra_termica_gwh,baterias_inj_gwh,bombagem_consumo_gwh,saldo_importador_gwh,pico_consumo_mw,perc_renovavel
09/10/2013,2013-10-09,136.42,102.9,47.2,21.52,16.52,21.74,1.56,7.38,15.25,34.41,1.04,0.0,3.51,37.31,6869.1,45.87
10/10/2013,2013-10-10,135.93,95.38,41.85,27.38,25.38,7.27,1.57,7.63,15.35,34.98,1.2,0.0,2.89,43.71,6892.4,43.88
11/10/2013,2013-10-11,134.51,93.65,39.91,23.9,21.9,8.62,1.6,7.79,15.93,34.62,1.19,0.0,3.05,44.18,6704.3,42.62
12/10/2013,2013-10-12,117.24,90.53,39.36,16.74,12.74,18.08,0.63,7.91,12.44,33.51,1.22,0.0,5.47,32.48,5951.3,43.48
13/10/2013,2013-10-13,109.38,85.49,39.25,14.24,11.24,18.92,1.36,7.73,11.71,30.5,1.03,0.0,6.79,30.98,5745.0,45.91
14/10/2013,2013-10-14,132.34,107.22,50.78,26.67,22.67,19.59,1.05,7.46,19.77,31.57,1.1,0.0,2.91,28.27,6836.8,47.36
15/10/2013,2013-10-15,136.99,110.37,59.86,18.44,13.44,37.72,1.17,7.53,15.91,28.72,0.88,0.0,4.72,31.63,6898.1,54.24
16/10/2013,2013-10-16,137.01,97.5,45.29,21.41,18.41,18.45,1.23,7.21,16.13,32.31,0.76,0.0,3.68,43.51,6917.7,46.45
17/10/2013,2013-10-17,135.74,100.88,47.94,32.5,31.5,7.81,1.15,7.48,16.07,35.03,0.84,0.0,1.63,36.78,6907.0,47.52
18/10/2013,2013-10-18,135.68,129.04,74.75,25.76,21.76,45.05,0.71,7.22,16.42,33.0,0.87,0.0,5.26,12.18,6739.3,57.93
19/10/2013,2013-10-19,117.38,116.13,68.11,23.79,19.79,41.14,0.71,6.47,12.7,30.38,0.94,0.0,5.3,6.84,5989.1,58.65
20/10/2013,2013-10-20,109.43,108.71,61.18,22.72,18.72,33.94,0.99,7.53,11.78,30.97,0.78,0.0,4.81,5.84,5688.3,56.28
21/10/2013,2013-10-21,132.74,159.06,106.95,30.29,26.29,72.29,0.91,7.46,15.9,31.23,0.98,0.0,5.06,-20.94,6828.9,67.24
22/10/2013,2013-10-22,136.03,162.07,114.68,38.3,35.3,71.72,0.41,7.24,15.97,27.34,1.07,0.0,4.19,-21.49,6862.5,70.76
23/10/2013,2013-10-23,135.41,147.28,97.31,46.88,44.88,44.31,0.61,7.51,17.72,29.12,1.12,0.0,2.64,-8.75,6944.2,66.07
24/10/2013,2013-10-24,138.94,171.38,118.29,45.12,43.12,67.61,0.28,7.29,16.01,33.98,1.1,0.0,2.83,-29.25,6966.1,69.02
25/10/2013,2013-10-25,134.34,137.36,82.82,53.69,50.69,24.86,0.16,7.11,18.98,31.46,1.1,0.0,4.39,1.74,6650.8,60.29
26/10/2013,2013-10-26,117.26,120.85,72.11,53.42,52.42,10.95,1.3,7.45,13.26,33.39,1.08,0.0,5.08,1.78,6044.5,59.67
27/10/2013,2013-10-27,113.29,112.92,68.93,41.44,40.44,19.17,1.47,7.85,12.26,29.7,1.03,0.0,8.5,9.44,5713.9,61.05
28/10/2013,2013-10-28,131.8,140.43,92.85,41.15,37.15,47.62,0.65,7.43,15.75,26.66,1.17,0.0,5.85,-2.27,6824.7,66.12
29/10/2013,2013-10-29,133.99,142.28,89.3,48.67,43.67,36.96,1.53,7.15,15.49,31.32,1.17,0.0,3.88,-4.14,6861.1,62.77
30/10/2013,2013-10-30,134.77,118.49,62.85,46.28,41.28,12.58,1.55,7.44,17.49,31.94,1.22,0.0,2.97,19.5,6791.5,53.04
31/10/2013,2013-10-31,135.32,118.51,66.11,53.79,47.79,9.62,1.55,7.15,17.33,27.87,1.19,0.0,1.1,18.25,6855.0,55.78
01/11/2013,2013-11-01,136.2,119.46,74.92,37.94,36.94,29.23,1.19,7.56,16.2,26.12,1.22,0.0,1.62,18.71,6728.7,62.72
02/11/2013,2013-11-02,119.68,120.89,77.81,37.49,33.49,35.6,1.19,7.52,14.88,23.02,1.18,0.0,5.54,4.62,5984.0,64.36
03/11/2013,2013-11-03,111.24,104.44,63.8,31.2,27.2,28.52,0.82,7.26,11.58,24.1,0.96,0.0,7.64,14.77,5704.7,61.09
04/11/2013,2013-11-04,134.86,138.96,110.91,30.21,26.21,76.85,0.47,7.39,15.92,7.13,1.0,0.0,10.02,6.53,6811.3,79.82
05/11/2013,2013-11-05,137.48,118.66,75.17,37.82,30.82,37.33,0.4,6.63,15.72,19.75,1.02,0.0,4.53,23.8,6834.2,63.35
06/11/2013,2013-11-06,137.54,106.01,53.29,39.4,36.4,9.22,0.56,7.11,17.32,31.37,1.02,0.0,3.62,35.47,6803.3,50.27
07/11/2013,2013-11-07,138.33,122.69,65.16,40.93,38.93,18.61,0.52,7.1,19.82,34.68,1.03,0.0,4.03,19.92,6882.1,53.11
08/11/2013,2013-11-08,137.7,138.75,86.27,36.41,32.41,46.08,0.73,7.05,16.95,30.46,1.07,0.0,7.05,6.32,6674.5,62.17
09/11/2013,2013-11-09,121.91,120.26,74.6,33.97,28.97,36.82,1.23,7.59,14.06,25.35,1.25,0.0,5.81,7.81,6171.1,62.03
10/11/2013,2013-11-10,113.4,98.54,68.31,23.08,20.08,39.87,0.93,7.44,12.54,13.81,0.87,0.0,10.1,25.46,5784.8,69.33
11/11/2013,2013-11-11,134.1,120.78,69.28,32.48,25.48,34.8,1.43,7.57,17.2,26.31,0.98,0.0,5.63,19.32,6877.1,57.36
12/11/2013,2013-11-12,137.82,125.84,72.46,36.4,33.4,30.17,1.39,7.5,16.98,32.41,0.98,0.0,4.64,16.9,6925.5,57.58
13/11/2013,2013-11-13,138.11,148.51,92.98,36.18,31.18,53.35,1.33,7.12,17.38,32.18,0.98,0.0,4.34,-5.8,6862.1,62.61
14/11/2013,2013-11-14,136.65,146.07,93.62,32.92,29.92,55.32,1.43,6.95,16.43,32.21,0.81,0.0,3.5,-5.64,6827.3,64.09
15/11/2013,2013-11-15,138.54,140.92,88.52,36.57,32.57,47.03,1.26,7.66,17.02,30.4,0.99,0.0,4.22,2.13,6875.3,62.82
16/11/2013,2013-11-16,124.0,143.9,86.34,35.76,33.76,43.79,1.02,7.78,19.3,35.22,1.05,0.0,2.11,-17.56,6370.0,60.0
17/11/2013,2013-11-17,117.11,123.59,67.52,36.85,33.85,24.93,1.22,7.53,17.3,34.95,0.82,0.0,4.57,-1.68,6117.3,54.63
18/11/2013,2013-11-18,140.87,140.97,84.89,37.58,34.58,41.81,1.03,7.46,17.21,34.83,1.03,0.0,3.95,4.14,7246.8,60.22
19/11/2013,2013-11-19,145.15,146.14,93.95,35.13,32.13,53.0,1.19,7.64,18.32,29.76,1.1,0.0,3.89,3.19,7350.8,64.29
20/11/2013,2013-11-20,147.06,129.68,70.77,44.32,42.32,19.12,1.35,7.99,21.03,34.61,1.26,0.0,2.79,20.43,7572.2,54.58
21/11/2013,2013-11-21,151.39,130.61,74.75,36.02,34.02,32.23,0.53,7.97,18.87,33.72,1.27,0.0,4.16,25.22,7632.8,57.23
22/11/2013,2013-11-22,150.49,140.47,79.21,53.67,49.67,21.37,0.2,7.96,21.66,34.39,1.22,0.0,3.29,13.56,7467.6,56.39
23/11/2013,2013-11-23,135.71,154.38,101.05,37.73,36.73,56.52,0.32,7.48,16.83,34.3,1.2,0.0,0.88,-17.55,7019.7,65.46
24/11/2013,2013-11-24,127.6,139.35,93.44,30.37,27.37,57.13,1.39,7.55,13.14,28.99,0.79,0.0,3.42,-8.06,6804.1,67.05
25/11/2013,2013-11-25,151.14,169.63,115.52,44.71,41.71,64.92,1.38,7.51,18.61,31.52,0.99,0.0,3.56,-14.67,7867.2,68.1
26/11/2013,2013-11-26,156.51,178.16,119.67,43.67,41.67,69.12,1.35,7.53,20.25,35.11,1.13,0.0,3.54,-17.85,8032.7,67.17
27/11/2013,2013-11-27,158.03,180.0,119.26,48.76,44.76,65.64,1.25,7.61,20.59,34.97,1.19,0.0,4.02,-17.69,8087.0,66.25
28/11/2013,2013-11-28,158.21,180.09,121.03,50.65,48.65,63.77,1.04,7.58,20.98,34.98,1.09,0.0,1.47,-20.17,8087.5,67.21
29/11/2013,2013-11-29,155.9,149.25,95.26,47.81,45.81,40.12,1.33,8.0,15.47,35.21,1.31,0.0,2.32,9.29,7791.0,63.83
30/11/2013,2013-11-30,138.96,123.93,73.36,25.86,23.86,40.04,1.31,8.16,12.82,34.4,1.34,0.0,4.56,19.9,7245.0,59.2
01/12/2013,2013-12-01,131.91,139.88,90.2,27.27,21.27,59.75,1.36,7.83,11.19,31.32,1.16,0.0,6.89,-0.73,7063.5,64.49
02/12/2013,2013-12-02,155.0,151.2,83.7,42.44,38.44,36.32,1.3,7.63,27.38,34.76,1.36,0.0,3.86,7.91,8084.1,55.35
03/12/2013,2013-12-03,159.0,159.58,83.38,42.9,41.9,32.31,1.27,7.91,38.78,35.03,1.39,0.0,1.65,1.31,8184.2,52.25
04/12/2013,2013-12-04,158.71,153.11,74.97,43.59,42.59,23.13,1.25,8.01,43.13,32.6,1.4,0.0,1.0,6.91,8100.2,48.97
05/12/2013,2013-12-05,157.3,128.01,55.18,31.19,31.19,14.72,1.22,8.04,38.69,32.76,1.39,0.0,1.85,31.45,7979.2,43.1
06/12/2013,2013-12-06,156.69,145.7,73.41,27.9,25.9,38.32,1.29,7.9,33.88,35.01,1.4,0.0,2.65,13.87,7844.4,50.38
07/12/2013,2013-12-07,139.98,124.17,45.64,29.52,26.52,10.12,1.27,7.73,38.96,35.24,1.33,0.0,2.89,18.91,7285.5,36.76
08/12/2013,2013-12-08,133.89,119.83,43.55,34.08,33.08,1.67,1.26,7.54,38.87,35.24,1.17,0.0,0.32,14.58,7222.4,36.34
09/12/2013,2013-12-09,159.52,146.87,63.37,30.44,27.44,26.97,1.22,7.73,44.63,34.51,1.36,0.0,3.79,16.67,8322.5,43.15
10/12/2013,2013-12-10,162.76,175.5,96.07,19.97,16.97,70.14,1.07,7.88,39.92,35.18,1.34,0.0,3.19,-9.25,8304.4,54.74
11/12/2013,2013-12-11,161.43,177.54,106.44,26.99,21.99,75.98,0.37,8.1,30.59,34.2,1.31,0.0,6.35,-9.35,8134.7,59.95
12/12/2013,2013-12-12,158.3,141.93,64.65,21.64,18.64,37.55,0.3,8.17,39.19,33.75,1.35,0.0,5.57,22.43,7903.9,45.55
13/12/2013,2013-12-13,155.38,131.8,48.25,22.6,19.6,20.0,0.51,8.15,38.73,40.47,1.34,0.0,4.7,28.56,7617.0,36.61
14/12/2013,2013-12-14,135.32,125.92,58.16,18.54,12.54,36.32,1.21,8.09,25.46,34.98,1.32,0.0,7.91,17.73,6916.0,46.19
15/12/2013,2013-12-15,127.37,103.15,42.19,14.99,9.99,23.27,1.19,7.74,22.09,32.76,1.12,0.0,7.79,32.52,6692.9,40.9
16/12/2013,2013-12-16,151.42,124.58,56.35,18.05,13.05,35.37,0.81,7.12,26.89,35.06,1.27,0.0,4.4,31.67,7788.6,45.23
17/12/2013,2013-12-17,156.73,140.22,58.46,34.52,30.52,20.84,0.46,6.65,34.69,41.72,1.35,0.0,4.08,20.91,7832.7,41.69
18/12/2013,2013-12-18,159.19,135.63,60.28,18.15,16.15,36.43,0.44,7.26,30.33,41.65,1.38,0.0,3.49,27.4,7956.5,44.44
19/12/2013,2013-12-19,156.36,164.75,104.15,18.45,15.45,81.19,0.43,7.08,20.13,36.18,1.28,0.0,8.53,0.57,7812.7,63.22
20/12/2013,2013-12-20,152.88,126.16,57.55,27.88,18.88,29.59,1.31,7.77,23.3,35.01,1.3,0.0,6.02,33.18,7575.2,45.62
21/12/2013,2013-12-21,138.34,114.97,42.77,27.16,26.16,7.44,1.21,7.96,27.82,42.15,1.24,0.0,1.2,24.87,7243.4,37.2
22/12/2013,2013-12-22,133.58,110.57,40.49,23.6,20.6,10.86,1.21,7.82,24.05,42.06,0.97,0.0,4.27,27.56,7025.0,36.62
23/12/2013,2013-12-23,144.55,132.96,74.67,19.19,14.19,51.77,0.91,7.8,15.72,36.45,1.12,0.0,6.01,18.05,7323.9,56.16
24/12/2013,2013-12-24,127.23,133.52,105.21,25.52,21.52,76.94,0.07,6.68,14.07,9.12,1.12,0.0,5.71,0.1,6432.2,78.8
25/12/2013,2013-12-25,113.04,125.53,104.92,24.01,20.01,77.75,0.21,6.96,12.08,3.56,0.96,0.0,9.64,-2.01,5660.1,83.58
26/12/2013,2013-12-26,135.75,133.27,105.7,42.53,37.53,60.17,0.65,7.35,16.08,5.46,1.03,0.0,6.81,9.9,7220.4,79.31
27/12/2013,2013-12-27,141.27,172.31,139.81,61.71,54.71,77.3,0.22,7.58,17.03,7.4,1.07,0.0,5.06,-25.42,7186.2,81.14
28/12/2013,2013-12-28,129.91,148.96,119.71,53.99,51.99,59.0,1.04,7.68,14.01,12.39,0.86,0.0,5.63,-12.84,6903.0,80.36
29/12/2013,2013-12-29,125.74,129.13,80.25,64.53,59.53,11.68,1.23,7.81,13.09,29.9,0.89,0.0,3.12,0.11,6830.1,62.14
30/12/2013,2013-12-30,142.05,166.27,109.3,65.43,59.43,41.4,0.86,7.6,16.76,33.14,1.07,0.0,3.77,-20.16,7382.9,65.73
31/12/2013,2013-12-31,131.44,146.5,114.25,59.94,54.94,52.06,0.27,6.97,16.24,9.91,1.1,0.0,3.95,-10.47,6836.8,77.98
01/01/2014,2014-01-01,116.61,141.53,119.65,44.74,41.74,70.19,0.29,7.42,11.59,6.36,0.94,0.0,9.99,-14.25,5993.5,84.54
02/01/2014,2014-01-02,142.32,176.49,134.44,62.84,56.84,70.11,0.1,7.39,15.41,19.6,1.04,0.0,2.98,-30.67,7420.3,76.17
03/01/2014,2014-01-03,143.9,165.76,120.33,68.3,65.3,47.32,0.33,7.37,16.26,25.1,1.07,0.0,3.34,-18.11,7277.4,72.59
04/01/2014,2014-01-04,132.93,167.06,147.64,71.5,69.5,70.27,0.19,7.68,12.2,4.32,0.89,0.0,4.94,-28.55,6910.7,88.38
05/01/2014,2014-01-05,126.92,162.34,142.42,72.17,69.17,64.87,0.78,7.61,11.7,4.33,0.89,0.0,8.03,-26.75,6657.2,87.73
06/01/2014,2014-01-06,150.74,183.71,156.6,86.25,83.25,65.36,0.39,7.6,16.67,6.33,1.11,0.0,5.14,-27.19,7762.5,85.24
07/01/2014,2014-01-07,152.73,191.73,152.07,95.21,92.21,52.6,0.41,6.86,16.36,19.19,1.12,0.0,3.71,-34.77,7609.5,79.31
08/01/2014,2014-01-08,152.36,199.4,156.75,93.16,89.16,59.98,0.81,6.8,15.1,22.43,1.12,0.0,3.18,-43.38,7552.5,78.61
09/01/2014,2014-01-09,149.92,177.76,128.34,91.42,89.42,30.6,1.01,7.31,16.99,29.32,1.1,0.0,3.37,-24.2,7413.4,72.2
10/01/2014,2014-01-10,149.12,159.54,101.77,89.08,87.08,7.05,0.53,7.11,19.23,35.53,1.01,0.0,3.39,-6.77,7362.5,63.79
11/01/2014,2014-01-11,133.78,162.23,109.95,88.58,86.58,14.4,1.2,7.78,12.3,36.86,1.11,0.0,2.6,-25.57,6935.7,67.78
12/01/2014,2014-01-12,130.09,164.1,131.48,72.75,71.75,51.8,0.36,7.57,10.6,20.11,0.92,0.0,5.81,-27.75,6751.7,80.12
13/01/2014,2014-01-13,152.5,185.38,143.66,81.52,79.52,55.58,0.97,7.6,14.78,23.84,1.1,0.0,3.08,-29.39,7851.1,77.5
14/01/2014,2014-01-14,155.24,185.37,142.7,73.28,70.28,64.31,0.44,7.67,16.23,22.34,1.1,0.0,5.34,-24.41,7679.7,76.98
15/01/2014,2014-01-15,156.24,193.75,135.0,83.34,79.34,47.74,0.26,7.66,15.03,38.72,1.0,0.0,1.81,-35.45,7837.3,69.68
16/01/2014,2014-01-16,155.94,193.7,141.16,81.16,78.16,54.52,0.88,7.6,15.97,32.54,1.03,0.0,4.25,-33.26,7826.9,72.88
17/01/2014,2014-01-17,158.99,191.79,143.56,82.99,81.99,53.5,0.33,7.74,18.27,28.01,0.95,0.0,4.4,-28.11,7814.5,74.85
18/01/2014,2014-01-18,139.74,177.15,123.78,84.43,82.43,32.8,0.9,7.66,13.87,36.58,0.92,0.0,3.29,-33.88,7266.6,69.87
19/01/2014,2014-01-19,131.8,179.68,147.92,78.56,77.56,62.08,1.3,6.99,11.06,18.82,0.87,0.0,2.83,-44.6,6963.6,82.33
20/01/2014,2014-01-20,154.87,167.74,112.05,83.31,80.31,23.86,0.58,7.3,19.65,31.98,1.06,0.0,2.73,-9.84,7938.7,66.8
21/01/2014,2014-01-21,161.52,191.47,131.9,86.12,84.12,40.25,0.25,7.28,16.57,39.9,1.11,0.0,3.01,-26.71,8076.4,68.89
22/01/2014,2014-01-22,157.13,193.54,137.79,73.28,71.28,58.84,0.82,6.85,16.18,36.51,1.06,0.0,4.94,-31.21,7955.9,71.2
23/01/2014,2014-01-23,156.58,181.9,123.32,76.24,72.24,42.55,1.54,6.99,15.33,38.15,1.11,0.0,3.28,-21.8,7861.3,67.79
24/01/2014,2014-01-24,157.19,179.33,128.02,70.93,68.93,50.79,1.12,7.18,15.75,32.43,1.12,0.0,5.12,-16.73,7755.7,71.39
25/01/2014,2014-01-25,139.17,156.14,130.53,67.86,64.86,57.73,0.99,6.94,14.32,7.38,0.91,0.0,6.1,-10.33,7123.9,83.6
26/01/2014,2014-01-26,130.43,130.57,109.69,61.32,58.32,43.89,0.56,6.93,11.54,5.41,0.93,0.0,4.36,4.76,6833.5,84.01
27/01/2014,2014-01-27,152.85,166.44,140.8,55.84,50.84,82.02,0.91,7.04,15.24,4.33,1.07,0.0,9.49,-3.52,7893.0,84.6
28/01/2014,2014-01-28,159.23,182.88,152.94,73.26,66.26,79.39,0.4,6.89,16.16,5.69,1.09,0.0,4.17,-18.89,7988.7,83.63
29/01/2014,2014-01-29,157.75,199.71,154.2,83.83,81.83,64.88,1.12,6.37,21.82,20.59,1.09,0.0,5.0,-36.43,7999.3,77.21
30/01/2014,2014-01-30,159.32,193.17,150.79,87.99,82.99,60.19,1.21,6.4,15.85,20.47,1.06,0.0,3.5,-29.84,8049.9,78.06
31/01/2014,2014-01-31,157.57,196.18,149.23,90.4,88.4,53.77,0.58,6.47,21.48,22.39,1.09,0.0,3.08,-35.18,7730.7,76.07
01/02/2014,2014-02-01,139.67,178.55,153.12,76.37,72.37,72.63,1.1,7.01,13.82,6.54,1.08,0.0,8.03,-30.28,7219.3,85.75
02/02/2014,2014-02-02,131.99,149.25,117.15,89.61,85.61,22.86,1.35,7.33,14.88,12.34,0.88,0.0,3.45,-13.25,7007.7,78.49
03/02/2014,2014-02-03,156.95,196.72,156.89,90.77,86.77,61.8,1.14,7.18,21.3,13.5,1.03,0.0,5.33,-33.93,7998.1,79.75
04/02/2014,2014-02-04,162.48,197.8,170.52,97.98,93.98,69.07,0.41,7.06,17.81,4.58,0.9,0.0,3.3,-31.44,8313.4,86.21
05/02/2014,2014-02-05,158.76,190.97,165.62,91.58,88.58,69.34,0.51,7.18,16.68,4.66,1.01,0.0,5.35,-26.28,8009.7,86.73
06/02/2014,2014-02-06,159.55,204.51,179.74,89.25,86.25,86.09,0.36,7.04,16.41,4.42,0.94,0.0,5.37,-39.03,8041.4,87.89
07/02/2014,2014-02-07,157.32,196.02,169.65,94.54,91.54,70.03,0.87,7.21,17.99,4.32,1.06,0.0,5.34,-32.78,7873.6,86.55
08/02/2014,2014-02-08,139.13,168.54,147.37,67.64,65.64,74.45,0.36,6.93,13.83,4.32,1.01,0.0,8.38,-20.46,7203.5,87.44
09/02/2014,2014-02-09,132.07,157.24,138.24,67.16,65.16,66.57,0.17,6.33,12.0,4.32,0.68,0.0,5.7,-18.92,6871.2,87.91
10/02/2014,2014-02-10,154.1,158.48,132.02,72.5,69.5,54.96,1.48,6.09,18.44,4.32,0.69,0.0,3.5,-0.34,8105.1,83.3
11/02/2014,2014-02-11,161.05,175.27,139.39,85.33,83.33,48.84,0.18,7.04,22.58,10.33,0.98,0.0,4.24,-9.41,8068.1,79.52
12/02/2014,2014-02-12,161.1,176.41,144.06,89.97,84.97,51.84,0.29,6.95,19.04,7.29,1.03,0.0,2.62,-12.13,8060.6,81.66
13/02/2014,2014-02-13,156.33,175.22,146.62,79.53,74.53,64.65,0.55,6.9,18.0,4.58,1.01,0.0,0.0,-18.37,7914.6,83.68
14/02/2014,2014-02-14,156.21,183.97,158.57,78.14,75.14,75.98,0.42,7.04,16.44,4.93,1.03,0.0,0.0,-27.27,7791.9,86.19
15/02/2014,2014-02-15,136.02,157.88,131.85,91.63,90.63,33.08,0.75,7.38,15.32,8.74,0.98,0.0,0.0,-21.37,7111.1,83.51
16/02/2014,2014-02-16,128.15,152.33,128.13,108.17,106.17,13.11,1.79,7.05,14.74,6.71,0.75,0.0,0.0,-23.73,6982.3,84.11
17/02/2014,2014-02-17,155.93,185.8,137.42,100.63,98.63,30.98,1.18,6.63,21.34,24.02,1.01,0.0,0.0,-29.33,8054.6,73.96
18/02/2014,2014-02-18,155.21,191.67,144.86,105.02,104.02,33.93,1.42,5.49,22.73,22.19,0.89,0.0,0.0,-36.25,7921.5,75.58
19/02/2014,2014-02-19,153.43,165.68,128.9,101.57,101.57,19.84,1.54,5.95,19.05,16.6,1.13,0.0,0.0,-11.79,7785.0,77.8
20/02/2014,2014-02-20,155.59,182.62,152.64,97.94,96.94,49.0,0.54,6.16,16.71,11.2,1.07,0.0,0.0,-26.54,7916.5,83.59
21/02/2014,2014-02-21,152.67,165.73,135.8,94.41,93.41,35.4,1.31,5.68,16.71,11.45,0.76,0.0,0.0,-12.56,7641.9,81.94
22/02/2014,2014-02-22,135.22,155.49,131.64,97.99,97.99,26.55,1.27,5.82,16.65,6.27,0.93,0.0,0.0,-19.67,7068.5,84.66
23/02/2014,2014-02-23,125.01,164.39,145.46,73.19,73.19,64.73,1.73,5.81,13.71,4.34,0.88,0.0,0.0,-38.75,6760.5,88.48
24/02/2014,2014-02-24,149.75,190.23,149.85,92.53,92.53,50.09,1.38,5.85,19.32,20.01,1.05,0.0,0.0,-39.9,7725.4,78.77
25/02/2014,2014-02-25,155.75,186.69,161.65,92.99,92.99,61.76,0.86,6.04,16.96,6.98,1.1,0.0,0.0,-30.35,7807.4,86.59
26/02/2014,2014-02-26,153.39,169.85,141.0,88.79,88.79,44.0,1.59,6.63,16.36,11.44,1.05,0.0,0.0,-15.95,7647.3,83.02
27/02/2014,2014-02-27,153.83,177.07,143.74,98.43,98.43,38.1,0.52,6.69,18.88,13.38,1.07,0.0,0.0,-22.8,7640.0,81.18
28/02/2014,2014-02-28,151.05,172.99,148.94,75.02,75.02,66.24,1.18,6.5,16.74,6.2,1.11,0.0,0.0,-21.37,7427.6,86.09
01/03/2014,2014-03-01,137.74,178.09,157.06,72.13,70.13,80.01,0.38,6.55,13.6,4.34,1.09,0.0,1.9,-37.85,7031.9,88.19
02/03/2014,2014-03-02,127.87,167.93,151.01,62.9,62.9,80.27,0.48,7.35,11.71,4.33,0.88,0.0,1.82,-37.67,6651.3,89.92
03/03/2014,2014-03-03,142.8,182.2,159.42,63.41,62.41,88.31,1.09,7.61,16.38,4.33,1.07,0.0,4.0,-34.8,7290.8,87.5
04/03/2014,2014-03-04,133.14,169.12,146.28,74.16,73.16,64.52,1.06,7.54,16.45,4.33,1.06,0.0,0.64,-34.78,6883.7,86.49
05/03/2014,2014-03-05,146.97,168.85,135.35,86.3,82.3,44.34,1.45,7.26,19.18,9.23,1.09,0.0,0.89,-20.32,7408.4,80.16
06/03/2014,2014-03-06,146.3,175.96,124.67,104.82,103.82,12.08,1.81,6.95,21.33,27.85,1.11,0.0,0.0,-29.26,7269.2,70.85
07/03/2014,2014-03-07,142.47,170.89,117.82,99.06,97.06,11.77,1.85,7.13,18.94,31.11,1.02,0.0,1.0,-27.19,6976.5,68.94
08/03/2014,2014-03-08,124.17,162.41,140.94,80.4,79.4,52.57,1.93,7.05,13.5,6.06,0.91,0.0,8.27,-29.23,6280.7,86.78
09/03/2014,2014-03-09,115.45,147.06,126.94,69.77,67.77,51.19,0.9,7.08,11.83,5.55,0.74,0.0,2.52,-28.45,6054.0,86.32
10/03/2014,2014-03-10,134.89,172.2,130.27,81.48,77.48,43.6,1.93,7.26,19.53,17.32,1.08,0.0,3.46,-33.32,6822.4,75.65
11/03/2014,2014-03-11,136.63,165.23,121.25,79.58,76.58,35.31,1.92,7.43,18.08,21.8,1.11,0.0,3.23,-24.92,6770.0,73.38
12/03/2014,2014-03-12,136.27,152.14,103.17,80.34,77.34,16.88,1.79,7.17,16.27,28.54,1.15,0.0,2.26,-13.22,6818.2,67.81
13/03/2014,2014-03-13,135.83,145.68,91.01,80.02,77.02,5.56,1.66,6.77,16.64,33.86,1.17,0.0,0.11,-9.45,6811.6,62.47
14/03/2014,2014-03-14,135.76,160.61,101.06,86.79,83.79,8.74,1.69,6.85,17.42,38.0,1.13,0.0,0.17,-24.45,6686.3,62.93
15/03/2014,2014-03-15,120.92,122.73,95.12,75.45,75.45,10.49,1.9,7.27,13.58,12.94,1.09,0.0,0.11,-1.08,6147.4,77.5
16/03/2014,2014-03-16,111.32,112.04,90.28,62.77,60.77,20.55,1.9,7.06,11.95,6.95,0.86,0.0,3.59,3.58,5751.4,80.58
17/03/2014,2014-03-17,130.99,142.65,88.73,74.45,73.45,6.36,1.84,7.08,17.59,34.62,0.72,0.0,0.0,-11.33,6710.6,62.2
18/03/2014,2014-03-18,135.64,149.73,97.92,70.08,70.08,19.12,1.83,6.88,16.27,34.88,0.67,0.0,1.06,-12.75,6820.5,65.4
19/03/2014,2014-03-19,135.06,150.55,98.57,72.78,69.78,19.69,1.81,7.29,16.02,32.29,0.67,0.0,2.41,-12.85,6688.2,65.47
20/03/2014,2014-03-20,136.12,144.83,89.7,71.46,71.46,9.27,1.56,7.41,14.62,39.81,0.71,0.0,0.18,-8.31,6777.4,61.93
21/03/2014,2014-03-21,138.79,157.51,105.01,75.15,73.15,23.01,1.23,7.63,14.81,34.92,0.77,0.0,2.26,-16.23,6833.7,66.67
22/03/2014,2014-03-22,122.62,144.8,124.67,56.03,54.03,61.25,1.49,7.9,10.89,6.18,1.06,0.0,5.06,-16.54,6272.8,86.1
23/03/2014,2014-03-23,113.95,111.77,89.51,61.27,57.27,22.87,1.76,7.61,9.69,7.62,0.95,0.0,2.59,5.26,6047.6,80.09
24/03/2014,2014-03-24,139.38,156.96,126.86,64.58,61.58,56.48,1.15,7.66,13.87,12.08,1.14,0.0,3.38,-13.74,7087.4,80.83
25/03/2014,2014-03-25,145.06,161.04,139.6,47.3,45.3,85.16,1.37,7.77,13.91,4.34,1.2,0.0,6.06,-9.43,7316.8,86.69
26/03/2014,2014-03-26,143.54,136.27,110.55,45.29,42.29,58.46,1.85,7.96,14.12,7.43,1.17,0.0,2.21,10.13,7193.8,81.13
27/03/2014,2014-03-27,145.98,159.93,102.09,73.4,72.4,20.93,0.77,8.0,16.2,39.47,1.17,0.0,0.02,-13.66,7359.5,63.84
28/03/2014,2014-03-28,145.24,158.99,102.83,69.5,67.5,26.19,1.2,7.94,13.93,39.08,1.15,0.0,2.42,-11.06,7102.7,64.68
29/03/2014,2014-03-29,127.07,95.54,69.11,54.97,54.97,4.91,1.34,7.89,10.36,14.99,1.08,0.0,0.44,32.42,6556.9,72.34
30/03/2014,2014-03-30,116.93,125.91,106.43,49.69,48.69,49.61,0.93,7.2,8.91,8.73,0.83,0.0,3.92,-4.54,6428.7,84.53
