dia,data_iso,consumo_gwh,producao_nac_gwh,renovavel_gwh,hidrica_gwh,hidrica_renov_gwh,eolica_gwh,solar_gwh,biomassa_gwh,gas_natural_gwh,carvao_gwh,outra_termica_gwh,baterias_inj_gwh,bombagem_consumo_gwh,saldo_importador_gwh,pico_consumo_mw,perc_renovavel
01/01/2010,2010-01-01,122.23,152.3,122.91,77.85,77.85,39.77,0.34,4.94,21.38,7.2,0.82,0.0,4.48,-24.93,6360.5,80.7
02/01/2010,2010-01-02,133.98,157.27,120.81,84.28,82.28,33.43,0.13,4.99,14.05,18.91,1.5,0.0,0.85,-21.69,7187.4,76.82
03/01/2010,2010-01-03,131.86,167.52,117.58,84.04,83.04,29.49,0.03,5.03,20.34,27.03,1.57,0.0,2.49,-32.49,7006.2,70.19
04/01/2010,2010-01-04,159.63,179.84,124.7,86.26,85.26,34.21,0.22,5.02,27.21,22.37,4.56,0.0,1.42,-18.11,8294.5,69.34
05/01/2010,2010-01-05,164.7,172.63,116.55,84.39,84.39,26.9,0.09,5.16,26.97,24.97,4.15,0.0,1.31,-6.05,8515.3,67.51
06/01/2010,2010-01-06,169.55,173.15,104.65,91.12,88.12,11.65,0.05,4.83,31.82,28.78,4.89,0.0,0.03,-3.02,8723.5,60.44
07/01/2010,2010-01-07,171.45,187.88,122.31,81.59,75.59,41.04,0.3,5.39,27.88,27.03,4.65,0.0,0.4,-15.34,8993.5,65.1
08/01/2010,2010-01-08,174.64,183.82,122.7,83.09,77.09,39.42,0.54,5.64,28.01,22.38,4.74,0.0,0.21,-8.36,9005.3,66.75
09/01/2010,2010-01-09,155.88,165.29,103.97,91.83,85.83,11.67,0.52,5.95,27.8,24.11,3.42,0.0,0.72,-7.82,8335.3,62.9
10/01/2010,2010-01-10,155.99,181.12,130.86,83.39,79.39,45.53,0.05,5.88,23.71,20.95,1.6,0.0,0.0,-24.34,8344.3,72.25
11/01/2010,2010-01-11,179.03,189.69,108.65,93.98,87.98,14.8,0.15,5.72,41.26,28.74,5.04,0.0,0.36,-9.73,9402.7,57.28
12/01/2010,2010-01-12,182.66,196.75,138.04,81.0,79.0,53.6,0.02,5.43,32.91,19.36,4.43,0.0,0.72,-12.77,9189.7,70.16
13/01/2010,2010-01-13,178.51,190.58,134.57,79.62,78.62,50.56,0.04,5.34,30.7,20.0,4.32,0.0,0.25,-11.26,8948.7,70.61
14/01/2010,2010-01-14,170.38,187.71,135.36,83.39,82.39,47.27,0.36,5.35,30.79,14.08,6.47,0.0,0.0,-16.6,8604.2,72.11
15/01/2010,2010-01-15,173.52,192.24,132.18,94.91,94.91,31.91,0.13,5.22,32.54,23.25,4.28,0.0,0.0,-18.26,8643.9,68.76
16/01/2010,2010-01-16,150.93,173.1,131.46,89.64,89.64,36.24,0.07,5.51,20.68,18.17,2.79,0.0,0.0,-21.61,7587.0,75.95
17/01/2010,2010-01-17,136.7,161.37,120.57,96.19,96.19,18.97,0.11,5.3,26.41,13.26,1.14,0.0,0.0,-24.11,7091.7,74.72
18/01/2010,2010-01-18,162.36,171.62,123.18,86.48,86.48,31.3,0.1,5.31,27.16,17.31,3.97,0.0,0.0,-8.66,8289.4,71.78
19/01/2010,2010-01-19,162.54,163.86,118.81,80.89,80.89,32.41,0.16,5.35,29.96,10.97,4.12,0.0,0.0,-0.82,8143.2,72.5
20/01/2010,2010-01-20,160.96,158.01,106.58,83.18,83.18,18.4,0.27,4.74,33.83,13.36,4.24,0.0,0.0,3.45,8113.6,67.45
21/01/2010,2010-01-21,162.83,166.39,107.97,91.9,91.9,11.38,0.27,4.42,35.29,18.91,4.22,0.0,0.08,-3.04,8238.6,64.89
22/01/2010,2010-01-22,161.03,166.81,107.68,89.45,88.45,14.58,0.24,4.42,34.92,18.78,4.42,0.0,0.73,-4.62,7958.0,64.56
23/01/2010,2010-01-23,141.26,157.41,113.86,91.33,91.33,17.87,0.17,4.5,27.44,13.78,2.33,0.0,0.0,-15.69,7238.1,72.34
24/01/2010,2010-01-24,130.23,150.61,114.47,86.46,86.46,23.35,0.41,4.25,19.62,15.33,1.19,0.0,0.23,-19.65,6893.4,76.01
25/01/2010,2010-01-25,159.53,159.41,110.31,75.32,74.32,31.31,0.55,4.13,26.26,17.58,4.26,0.0,1.11,1.73,8339.2,69.2
26/01/2010,2010-01-26,168.13,171.18,130.16,70.12,70.12,55.48,0.27,4.29,25.45,11.18,4.4,0.0,2.2,-0.36,8664.7,76.03
27/01/2010,2010-01-27,170.61,172.81,130.08,73.0,71.0,54.16,0.52,4.4,30.75,5.52,4.45,0.0,1.15,-0.41,8885.5,75.27
28/01/2010,2010-01-28,169.6,152.81,102.05,71.19,70.19,26.72,0.59,4.55,41.62,3.7,4.45,0.0,0.88,18.25,8761.2,66.78
29/01/2010,2010-01-29,170.87,153.53,111.85,63.71,62.71,44.43,0.47,4.24,33.9,2.55,4.24,0.0,1.76,19.71,8590.5,72.85
30/01/2010,2010-01-30,149.25,137.69,105.5,73.86,72.86,27.8,0.38,4.46,28.03,0.87,2.29,0.0,1.05,13.32,7736.0,76.62
31/01/2010,2010-01-31,138.29,129.85,94.01,70.89,69.89,19.35,0.26,4.52,32.35,1.19,1.3,0.0,1.0,10.17,7373.9,72.4
01/02/2010,2010-02-01,163.56,153.93,94.63,72.8,71.8,17.44,0.61,4.79,41.78,12.27,4.24,0.0,1.66,11.89,8553.9,61.48
02/02/2010,2010-02-02,166.37,156.85,91.97,64.27,62.27,24.39,0.61,4.7,37.73,20.85,4.31,0.0,2.27,12.1,8535.6,58.64
03/02/2010,2010-02-03,171.26,153.71,97.62,67.45,66.45,26.62,0.11,4.44,39.65,10.96,4.48,0.0,1.56,19.65,8764.1,63.51
04/02/2010,2010-02-04,171.47,152.53,110.24,64.88,63.88,41.66,0.13,4.57,35.08,1.63,4.59,0.0,0.86,20.57,8644.2,72.27
05/02/2010,2010-02-05,164.71,148.3,110.24,57.21,56.21,48.39,0.44,5.2,30.46,2.09,4.51,0.0,2.23,19.41,8216.0,74.34
06/02/2010,2010-02-06,142.02,124.55,80.09,64.14,63.14,10.73,0.5,5.72,32.39,8.63,2.44,0.0,0.5,18.48,7306.4,64.3
07/02/2010,2010-02-07,134.37,134.22,84.85,62.06,61.06,18.01,0.24,5.54,33.31,13.59,1.47,0.0,0.82,1.5,7135.6,63.22
08/02/2010,2010-02-08,158.46,151.45,82.63,58.18,57.18,19.55,0.32,5.58,40.86,21.26,5.7,0.0,1.63,9.1,8206.2,54.56
09/02/2010,2010-02-09,161.96,140.64,83.81,54.36,52.36,25.82,0.33,5.3,37.93,12.13,4.77,0.0,2.08,23.97,8189.8,59.59
10/02/2010,2010-02-10,167.14,151.11,81.22,61.0,61.0,14.58,0.1,5.55,46.28,18.8,4.81,0.0,0.22,16.66,8463.6,53.75
11/02/2010,2010-02-11,164.36,138.81,75.52,50.69,48.69,20.6,0.59,5.64,37.76,18.69,4.84,0.0,3.35,29.4,8439.4,54.41
12/02/2010,2010-02-12,173.38,177.24,119.93,64.04,61.04,53.22,0.09,5.58,37.76,11.96,4.59,0.0,2.71,-0.63,8902.2,67.67
13/02/2010,2010-02-13,152.03,178.38,113.45,71.94,70.94,36.13,0.64,5.73,46.59,15.3,2.04,0.0,0.74,-25.1,7977.3,63.6
14/02/2010,2010-02-14,147.73,176.54,121.36,60.07,60.07,55.42,0.21,5.66,41.13,12.73,1.31,0.0,0.54,-27.82,7937.3,68.75
15/02/2010,2010-02-15,168.25,197.19,130.99,68.67,66.67,58.69,0.14,5.49,44.76,14.97,4.47,0.0,2.09,-26.31,8796.2,66.43
16/02/2010,2010-02-16,145.71,148.28,84.86,57.33,56.33,22.58,0.17,5.78,41.16,16.76,4.5,0.0,1.14,-0.79,7743.0,57.23
17/02/2010,2010-02-17,169.07,160.19,92.7,66.84,66.84,19.82,0.25,5.79,45.93,16.42,5.14,0.0,0.58,9.82,8799.9,57.87
18/02/2010,2010-02-18,174.19,168.69,97.68,77.77,76.77,14.98,0.06,5.86,44.14,20.73,5.13,0.0,1.19,7.11,9046.6,57.9
19/02/2010,2010-02-19,169.21,170.96,107.82,73.61,72.61,28.67,0.57,5.97,41.04,16.33,4.77,0.0,1.71,0.44,8647.2,63.07
20/02/2010,2010-02-20,150.0,156.15,116.91,82.37,82.37,27.96,0.48,6.1,31.27,5.56,2.41,0.0,0.04,-5.58,7888.4,74.87
21/02/2010,2010-02-21,137.87,151.09,129.8,74.19,72.19,51.42,0.26,5.93,17.07,0.69,1.53,0.0,2.06,-10.41,7298.8,85.91
22/02/2010,2010-02-22,161.56,171.08,138.29,71.36,69.36,62.83,0.34,5.76,22.34,3.91,4.54,0.0,2.27,-6.5,8398.5,80.83
23/02/2010,2010-02-23,163.49,162.67,138.56,71.36,70.36,61.98,0.38,5.84,17.27,1.48,4.37,0.0,1.91,3.48,8376.3,85.18
24/02/2010,2010-02-24,163.99,166.45,136.72,74.21,73.21,57.28,0.46,5.77,17.59,6.67,4.46,0.0,1.54,-0.28,8367.3,82.14
25/02/2010,2010-02-25,161.45,164.82,137.91,71.67,71.67,60.19,0.14,5.9,19.0,3.47,4.44,0.0,0.3,-2.41,8083.8,83.67
26/02/2010,2010-02-26,158.31,156.55,109.83,82.99,82.99,20.61,0.15,6.07,33.82,7.41,5.49,0.0,0.05,2.48,7928.4,70.15
27/02/2010,2010-02-27,134.99,149.15,126.01,69.59,69.59,50.56,0.17,5.69,20.72,0.0,2.43,0.0,0.0,-13.41,6774.9,84.48
28/02/2010,2010-02-28,132.69,138.69,115.12,76.28,76.28,32.69,0.35,5.8,21.74,0.0,1.82,0.0,0.0,-5.36,7153.3,83.01
01/03/2010,2010-03-01,155.63,147.64,113.68,76.96,76.96,30.4,0.47,5.86,24.8,4.49,4.66,0.0,0.0,8.73,8024.1,77.0
02/03/2010,2010-03-02,161.15,171.2,140.28,75.06,75.06,59.22,0.16,5.84,23.79,2.47,4.66,0.0,0.0,-9.4,8290.0,81.94
03/03/2010,2010-03-03,160.63,162.76,113.3,89.39,89.39,17.9,0.21,5.8,36.36,8.28,4.83,0.0,0.0,-1.56,8140.9,69.61
04/03/2010,2010-03-04,157.52,146.56,99.83,91.09,91.09,2.75,0.33,5.66,36.71,5.22,4.79,0.0,0.0,11.61,7991.9,68.12
05/03/2010,2010-03-05,162.5,179.87,133.75,85.21,85.21,42.82,0.1,5.62,37.39,3.82,4.91,0.0,0.0,-16.83,8237.5,74.36
06/03/2010,2010-03-06,141.01,159.47,132.77,78.2,77.2,49.42,0.2,5.94,19.81,3.34,2.56,0.0,0.65,-17.11,7199.9,83.25
07/03/2010,2010-03-07,130.13,135.63,106.73,86.75,85.75,14.96,0.3,5.72,25.33,0.91,1.65,0.0,0.9,-3.65,6887.8,78.69
08/03/2010,2010-03-08,159.08,160.63,119.91,85.66,84.66,29.62,0.1,5.53,30.6,4.52,4.6,0.0,1.09,0.31,8358.9,74.65
09/03/2010,2010-03-09,161.68,157.1,116.19,82.16,81.16,28.79,0.75,5.49,29.21,5.72,4.99,0.0,1.08,6.32,8358.1,73.96
10/03/2010,2010-03-10,161.84,147.49,104.78,89.39,88.39,10.13,0.62,5.64,33.22,3.57,4.92,0.0,0.86,15.86,8391.5,71.04
11/03/2010,2010-03-11,161.32,152.87,110.09,89.19,88.19,16.23,0.27,5.4,34.58,2.29,4.91,0.0,1.08,10.31,8330.6,72.02
12/03/2010,2010-03-12,159.08,155.16,108.69,86.67,85.67,16.48,0.71,5.83,37.05,3.47,4.96,0.0,0.99,5.51,8036.3,70.05
13/03/2010,2010-03-13,138.95,143.15,106.84,81.47,80.47,19.79,0.76,5.83,32.67,0.0,2.63,0.0,0.88,-2.69,7342.3,74.64
14/03/2010,2010-03-14,128.56,138.26,113.88,79.8,78.8,28.5,0.75,5.83,21.64,0.0,1.74,0.0,1.01,-8.04,6946.2,82.37
15/03/2010,2010-03-15,151.52,147.82,106.28,77.46,76.46,23.94,0.71,5.17,35.83,0.0,4.71,0.0,1.1,5.37,7885.0,71.9
16/03/2010,2010-03-16,153.97,147.24,100.46,72.4,71.4,23.25,0.64,5.17,37.98,2.86,4.93,0.0,1.82,9.19,7965.8,68.23
17/03/2010,2010-03-17,152.65,153.37,101.6,67.53,67.53,27.91,0.58,5.58,41.17,5.75,4.84,0.0,0.33,0.11,7828.2,66.25
18/03/2010,2010-03-18,151.62,147.65,105.98,62.49,61.49,38.71,0.42,5.35,36.17,0.0,4.5,0.0,1.0,5.56,7650.0,71.78
19/03/2010,2010-03-19,150.89,161.73,127.31,65.56,65.56,55.84,0.28,5.62,29.57,0.0,4.85,0.0,0.42,-9.88,7383.9,78.72
20/03/2010,2010-03-20,132.09,139.62,105.26,64.31,62.31,36.69,0.21,6.05,29.97,0.0,2.39,0.0,1.97,-5.06,6722.8,75.39
21/03/2010,2010-03-21,118.12,125.43,77.27,67.88,66.88,4.06,0.39,5.94,41.0,4.45,1.71,0.0,1.44,-5.34,6161.3,61.61
22/03/2010,2010-03-22,140.79,138.54,79.09,69.58,69.58,3.46,0.49,5.56,43.26,11.44,4.74,0.0,0.09,2.74,7189.7,57.09
23/03/2010,2010-03-23,143.18,145.85,87.31,64.01,63.01,18.19,0.44,5.67,40.8,11.88,4.87,0.0,2.39,0.1,7239.7,59.86
24/03/2010,2010-03-24,146.12,143.61,105.7,67.32,66.32,33.42,0.31,5.64,32.09,0.0,4.82,0.0,0.66,3.75,7448.0,73.6
25/03/2010,2010-03-25,149.62,156.25,122.95,63.27,61.27,55.38,0.23,6.06,26.55,0.0,4.75,0.0,2.54,-3.48,7752.7,78.68
26/03/2010,2010-03-26,151.19,151.23,126.39,67.73,66.73,52.66,0.55,6.45,18.89,0.0,4.96,0.0,1.37,1.96,7633.8,83.57
27/03/2010,2010-03-27,129.07,126.5,92.05,72.99,71.99,13.05,0.73,6.28,30.83,0.0,2.62,0.0,0.73,3.88,6582.7,72.77
28/03/2010,2010-03-28,111.69,118.04,87.8,71.0,70.0,10.89,0.74,6.16,27.56,0.0,1.68,0.0,1.08,-4.73,6141.8,74.38
29/03/2010,2010-03-29,147.07,149.84,126.01,65.78,63.78,55.45,0.3,6.47,17.05,0.0,4.78,0.0,2.39,0.29,7422.8,84.09
30/03/2010,2010-03-30,149.74,141.53,119.79,58.54,56.54,56.18,0.5,6.57,14.9,0.0,4.84,0.0,5.62,14.61,7406.9,84.64
31/03/2010,2010-03-31,151.65,139.78,116.06,71.6,69.6,39.32,0.45,6.69,16.71,0.0,5.01,0.0,0.71,13.3,7492.8,83.03
01/04/2010,2010-04-01,146.35,132.28,95.07,74.15,72.15,15.81,0.71,6.4,30.19,0.0,5.02,0.0,1.11,15.83,7147.5,71.87
02/04/2010,2010-04-02,128.5,125.82,105.78,70.25,69.25,29.04,0.78,6.7,17.41,0.0,1.63,0.0,5.86,9.18,6706.5,84.07
03/04/2010,2010-04-03,123.85,130.1,117.24,70.78,69.78,40.27,0.49,6.71,9.63,0.0,2.23,0.0,0.4,-5.21,6515.3,90.12
04/04/2010,2010-04-04,110.46,115.02,99.26,73.54,71.54,20.39,0.87,6.46,12.28,0.0,1.48,0.0,0.59,-3.35,5704.3,86.3
05/04/2010,2010-04-05,125.61,126.12,96.22,70.44,69.44,19.54,0.77,6.45,24.19,0.0,4.72,0.0,0.62,0.72,6522.9,76.29
06/04/2010,2010-04-06,141.26,135.73,96.75,76.44,75.44,14.28,0.63,6.4,33.07,0.0,4.92,0.0,1.37,7.45,7101.0,71.28
07/04/2010,2010-04-07,142.65,138.29,97.21,68.84,67.84,22.52,0.76,6.09,35.06,0.0,5.02,0.0,1.64,6.55,7005.2,70.29
08/04/2010,2010-04-08,141.82,136.51,102.66,64.37,63.37,32.26,0.76,6.26,24.9,2.93,5.02,0.0,3.71,9.75,6950.4,75.2
09/04/2010,2010-04-09,140.33,142.92,101.44,67.09,65.09,28.83,0.79,6.74,29.19,5.21,5.08,0.0,2.28,0.3,6861.9,70.98
10/04/2010,2010-04-10,121.38,129.22,99.84,57.57,56.57,35.7,0.84,6.73,25.6,0.0,2.78,0.0,2.5,-4.72,5970.0,77.26
11/04/2010,2010-04-11,111.32,110.28,87.13,64.09,63.09,16.42,0.81,6.81,20.22,0.0,1.93,0.0,1.12,2.86,5750.0,79.01
12/04/2010,2010-04-12,136.94,128.7,91.44,65.48,62.48,22.16,0.56,6.24,29.48,0.0,4.79,0.0,1.64,10.43,6801.1,71.04
13/04/2010,2010-04-13,141.12,146.26,108.57,64.62,63.62,38.24,0.35,6.35,31.63,0.0,5.06,0.0,0.83,-3.59,6868.2,74.23
14/04/2010,2010-04-14,142.97,147.45,114.09,59.34,58.34,49.04,0.24,6.47,27.37,0.0,4.99,0.0,1.05,-2.88,6953.9,77.37
15/04/2010,2010-04-15,143.0,146.53,113.47,58.17,57.17,49.24,0.54,6.52,27.15,0.0,4.9,0.0,1.36,-1.59,7023.5,77.44
16/04/2010,2010-04-16,142.58,147.16,113.09,57.12,55.12,51.27,0.37,6.33,27.12,0.0,4.94,0.0,2.56,-1.45,7006.1,76.85
17/04/2010,2010-04-17,123.07,126.08,92.33,71.24,71.24,14.15,0.49,6.45,31.05,0.0,2.7,0.0,0.0,-2.47,6056.9,73.23
18/04/2010,2010-04-18,113.45,123.43,94.71,77.92,76.92,10.88,0.37,6.54,25.93,0.0,1.8,0.0,1.19,-8.11,5865.0,76.73
19/04/2010,2010-04-19,137.09,139.02,87.74,76.11,75.11,6.12,0.51,6.0,38.19,7.39,4.69,0.0,0.68,-0.65,6863.3,63.11
20/04/2010,2010-04-20,139.41,139.96,90.03,67.43,67.43,15.38,0.76,6.47,31.55,13.72,4.65,0.0,0.34,0.32,6840.0,64.33
21/04/2010,2010-04-21,139.06,138.52,82.53,59.75,59.75,15.52,0.51,6.75,38.15,13.27,4.57,0.0,0.26,1.16,6880.1,59.58
22/04/2010,2010-04-22,138.58,136.68,82.57,67.8,67.8,7.74,0.5,6.53,35.32,14.17,4.62,0.0,0.08,2.34,6893.3,60.41
23/04/2010,2010-04-23,138.73,133.91,77.58,65.7,65.7,4.65,0.48,6.74,38.29,13.26,4.79,0.0,0.27,5.43,6849.1,57.93
24/04/2010,2010-04-24,120.55,129.84,78.51,66.34,66.34,4.95,0.62,6.6,35.3,13.86,2.17,0.0,0.0,-8.92,5875.5,60.47
25/04/2010,2010-04-25,109.56,115.57,70.08,57.39,56.39,6.33,0.86,6.5,30.77,12.19,1.52,0.0,1.38,-4.23,5594.2,60.64
26/04/2010,2010-04-26,135.19,128.17,72.28,61.75,60.75,4.44,0.82,6.27,37.36,13.04,4.49,0.0,0.29,7.69,6704.4,56.4
27/04/2010,2010-04-27,139.32,135.31,76.2,67.02,66.02,3.48,0.77,5.94,35.43,18.26,4.41,0.0,0.72,5.11,6883.1,56.32
28/04/2010,2010-04-28,141.22,136.58,79.95,63.27,63.27,9.73,0.75,6.2,37.08,15.14,4.41,0.0,0.0,5.08,6992.7,58.54
29/04/2010,2010-04-29,140.41,132.92,79.66,59.9,58.9,13.55,0.66,6.55,36.9,10.72,4.64,0.0,1.05,9.0,6898.4,59.93
30/04/2010,2010-04-30,137.22,144.57,85.12,64.76,63.76,14.22,0.66,6.48,42.8,11.1,4.56,0.0,0.81,-6.11,6822.9,58.88
01/05/2010,2010-05-01,113.11,118.14,77.95,49.98,48.98,21.74,0.61,6.62,37.59,0.05,1.54,0.0,1.17,-3.33,5592.8,65.98
02/05/2010,2010-05-02,107.54,120.29,85.02,46.67,45.67,32.23,0.79,6.33,32.89,0.0,1.38,0.0,0.9,-11.33,5453.9,70.68
03/05/2010,2010-05-03,131.81,141.23,101.33,40.08,38.08,56.49,0.92,5.85,33.61,0.0,4.29,0.0,4.66,-4.23,6531.5,71.75
04/05/2010,2010-05-04,135.74,117.79,77.99,34.9,32.9,38.03,0.95,6.12,33.44,0.0,4.35,0.0,2.6,21.08,6683.0,66.21
05/05/2010,2010-05-05,136.77,118.63,70.32,46.88,44.88,18.45,0.94,6.05,41.89,0.0,4.42,0.0,1.28,19.9,6734.5,59.28
06/05/2010,2010-05-06,137.26,128.5,71.94,56.69,54.69,9.97,0.82,6.45,50.08,0.0,4.48,0.0,0.71,9.99,6731.9,55.98
07/05/2010,2010-05-07,137.83,148.05,89.38,58.94,58.94,23.53,0.59,6.32,48.93,4.69,5.05,0.0,0.44,-9.29,6868.7,60.37
08/05/2010,2010-05-08,122.59,132.98,84.07,51.33,50.33,27.28,0.18,6.28,45.27,0.53,2.11,0.0,0.82,-9.06,5941.1,63.22
09/05/2010,2010-05-09,111.19,115.65,79.46,34.14,33.14,39.34,0.56,6.42,33.72,0.0,1.47,0.0,2.07,-1.89,5593.6,68.7
10/05/2010,2010-05-10,134.97,128.32,74.29,47.85,46.85,20.75,0.57,6.13,48.66,0.0,4.37,0.0,0.71,7.81,6731.6,57.9
11/05/2010,2010-05-11,138.83,127.82,73.26,58.18,58.18,8.55,0.64,5.89,49.93,0.0,4.63,0.0,0.18,11.69,6877.6,57.31
12/05/2010,2010-05-12,138.25,131.25,77.99,51.56,50.56,21.0,0.59,5.84,47.59,0.0,4.66,0.0,0.86,8.35,6831.4,59.42
13/05/2010,2010-05-13,135.73,140.75,82.14,54.48,54.48,21.41,0.66,5.59,53.89,0.0,4.72,0.0,0.75,-3.84,6702.2,58.36
14/05/2010,2010-05-14,139.73,143.42,93.38,50.04,49.04,37.39,0.64,6.31,44.47,0.0,4.56,0.0,0.64,-2.42,6986.1,65.11
15/05/2010,2010-05-15,120.8,120.76,83.23,44.3,41.3,34.68,0.89,6.37,32.26,0.0,2.28,0.0,4.52,5.16,5783.5,68.92
16/05/2010,2010-05-16,110.61,107.69,70.56,53.91,51.91,11.29,0.93,6.42,33.73,0.0,1.4,0.0,1.42,4.89,5641.7,65.52
17/05/2010,2010-05-17,134.42,124.33,68.96,52.41,51.41,10.42,0.94,6.19,46.45,3.57,4.35,0.0,0.93,11.54,6703.0,55.46
18/05/2010,2010-05-18,139.16,133.8,71.89,55.73,54.73,11.33,0.91,4.91,50.9,6.2,3.82,0.0,0.74,6.56,6854.4,53.73
19/05/2010,2010-05-19,142.25,125.44,73.8,52.08,51.08,16.84,0.9,4.98,41.33,5.33,3.97,0.0,1.13,18.38,7022.6,58.83
20/05/2010,2010-05-20,143.8,143.4,90.57,49.55,48.55,35.54,0.91,5.57,42.39,5.21,4.23,0.0,1.96,2.82,7080.3,63.16
21/05/2010,2010-05-21,144.48,147.83,82.17,53.42,51.42,23.66,0.86,6.23,48.25,10.95,4.45,0.0,2.83,-0.1,7162.0,55.59
22/05/2010,2010-05-22,125.26,123.96,73.93,54.58,54.58,12.32,0.84,6.2,42.49,5.36,2.17,0.0,0.0,1.73,5859.3,59.64
23/05/2010,2010-05-23,113.46,109.9,65.57,49.46,49.46,8.99,0.86,6.26,37.82,5.26,1.25,0.0,0.0,3.99,5666.5,59.66
24/05/2010,2010-05-24,137.19,141.43,83.73,49.49,48.49,28.61,0.67,5.96,41.28,11.09,4.32,0.0,0.7,-3.1,6840.7,59.21
25/05/2010,2010-05-25,140.49,148.96,86.21,40.62,40.62,39.09,0.45,6.05,40.38,17.74,4.63,0.0,0.31,-7.79,6920.3,57.87
26/05/2010,2010-05-26,140.2,142.44,70.19,52.66,52.66,10.75,0.63,6.15,46.41,21.24,4.59,0.0,0.46,-1.45,6912.1,49.28
27/05/2010,2010-05-27,139.72,139.51,69.22,47.62,46.62,15.37,0.61,6.62,43.69,21.11,4.49,0.0,1.36,1.95,6886.6,49.62
28/05/2010,2010-05-28,138.61,142.13,74.19,42.75,41.75,25.44,0.71,6.28,41.79,20.58,4.57,0.0,0.58,-2.37,6849.0,52.2
29/05/2010,2010-05-29,121.4,127.53,65.16,39.2,39.2,18.77,0.89,6.3,39.31,21.27,1.79,0.0,0.21,-5.57,5709.2,51.09
30/05/2010,2010-05-30,112.76,121.02,60.88,37.5,37.5,15.98,0.89,6.52,38.16,20.92,1.06,0.0,0.44,-7.42,5717.7,50.31
31/05/2010,2010-05-31,142.01,141.37,61.82,46.49,46.49,8.13,0.88,6.33,51.12,23.99,4.44,0.0,0.0,1.04,7079.8,43.73
01/06/2010,2010-06-01,146.77,145.5,57.96,38.53,38.53,12.3,0.89,6.24,51.9,31.06,4.58,0.0,0.22,1.74,7261.2,39.83
02/06/2010,2010-06-02,147.18,134.12,46.05,29.03,28.03,10.79,0.52,6.71,49.71,32.84,4.52,0.0,1.37,14.69,7297.4,34.33
03/06/2010,2010-06-03,121.75,128.13,48.93,23.4,22.4,18.91,0.87,6.75,43.37,33.2,1.64,0.0,0.87,-5.25,5869.2,38.19
04/06/2010,2010-06-04,135.6,140.9,51.85,33.45,33.45,10.91,0.87,6.62,51.89,32.66,4.51,0.0,0.25,-4.83,6656.0,36.79
05/06/2010,2010-06-05,121.83,129.84,53.48,29.13,29.13,16.73,0.9,6.71,40.15,33.73,2.49,0.0,0.02,-7.73,5702.8,41.19
06/06/2010,2010-06-06,111.82,117.79,54.43,20.22,20.22,26.55,0.9,6.77,33.84,27.77,1.75,0.0,1.01,-4.69,5621.9,46.21
07/06/2010,2010-06-07,137.86,132.51,56.06,25.07,25.07,23.35,0.94,6.7,42.73,29.07,4.64,0.0,1.46,7.06,6894.6,42.31
08/06/2010,2010-06-08,140.73,126.78,57.89,31.81,30.81,20.52,0.32,6.24,36.13,27.0,4.76,0.0,2.29,16.5,6929.3,45.66
09/06/2010,2010-06-09,138.34,145.49,76.03,26.6,25.6,43.43,0.46,6.55,38.51,25.02,4.93,0.0,4.63,-2.27,6902.7,52.26
10/06/2010,2010-06-10,116.68,121.27,57.34,26.63,23.63,26.49,0.58,6.64,33.39,25.67,1.87,0.0,1.28,-3.01,5623.2,47.28
11/06/2010,2010-06-11,130.12,123.28,62.66,35.38,32.38,23.23,0.41,6.65,36.77,16.21,4.64,0.0,0.21,7.51,6440.2,50.83
12/06/2010,2010-06-12,117.03,111.79,56.81,25.01,23.01,26.82,0.33,6.64,33.75,16.71,2.52,0.0,1.41,7.08,5529.3,50.82
13/06/2010,2010-06-13,109.89,99.22,52.91,26.99,26.99,18.52,0.65,6.75,35.27,9.35,1.7,0.0,0.46,11.65,5588.4,53.32
14/06/2010,2010-06-14,136.6,121.58,62.11,29.18,29.18,25.39,0.91,6.62,41.1,13.69,4.69,0.0,0.48,15.99,6849.7,51.08
15/06/2010,2010-06-15,139.93,126.79,75.13,26.81,25.81,41.82,0.98,6.52,38.68,7.08,4.9,0.0,3.64,17.31,6897.8,59.25
16/06/2010,2010-06-16,141.61,117.54,61.28,31.38,29.38,24.96,0.97,5.97,44.81,4.52,4.93,0.0,0.47,25.04,7017.4,52.13
17/06/2010,2010-06-17,141.9,113.22,54.38,33.52,32.52,14.95,0.85,6.06,47.62,5.29,4.93,0.0,0.41,29.57,6994.6,48.03
18/06/2010,2010-06-18,140.7,115.96,62.4,35.29,35.29,19.81,0.85,6.44,44.85,3.74,4.97,0.0,0.57,25.8,6977.1,53.81
19/06/2010,2010-06-19,122.7,106.73,66.86,35.06,35.06,24.61,0.74,6.45,37.32,0.0,2.55,0.0,0.38,16.89,5744.6,62.64
20/06/2010,2010-06-20,112.7,96.66,58.69,28.68,27.68,23.79,0.75,6.48,35.12,0.0,1.85,0.0,2.9,19.56,5716.8,60.71
21/06/2010,2010-06-21,139.42,117.45,62.41,38.32,37.32,17.51,0.9,6.69,44.38,4.85,4.81,0.0,0.17,22.68,6979.9,53.14
22/06/2010,2010-06-22,145.13,117.11,57.35,41.21,41.21,8.85,0.91,6.38,49.37,5.52,4.87,0.0,0.18,28.68,7184.8,48.97
23/06/2010,2010-06-23,144.47,117.16,54.08,35.99,35.99,10.59,0.86,6.63,52.96,5.22,4.91,0.0,0.18,27.89,7173.6,46.15
