dia,data_iso,leilao,zona,contrato,tipo,estado,preco_eur_t,minimo_eur_t,maximo_eur_t,mediana_eur_t,volume_tco2,racio_cobertura,licitantes,receita_eur,receita_pt_eur
07/01/2020,2020-01-07,Auction 3. Period CAP2-EU,,T3PA,EUA,successful,24.06,23.61,26.0,24.15,2717500,1.52,24,65383050,1792470
09/01/2020,2020-01-09,Auction 3. Period CAP2-EU,,T3PA,EUA,successful,24.01,21.0,27.0,24.01,2717500,1.87,28,65247175,1788745
10/01/2020,2020-01-10,Auction 3. Period DE,,T3PA,EUA,successful,24.48,21.0,27.0,24.47,2363000,1.84,27,57846240,
13/01/2020,2020-01-13,Auction 3. Period CAP2-EU,,T3PA,EUA,successful,24.03,23.31,27.0,23.91,2717500,2.22,27,65301525,1790235
14/01/2020,2020-01-14,Auction 3. Period CAP2-EU,,T3PA,EUA,successful,23.74,21.0,26.0,23.65,2717500,1.96,26,64513450,1768630
15/01/2020,2020-01-15,Auction 3. Period CAP2-PL,,T3PA,EUA,successful,24.2,23.52,28.0,24.03,5332000,1.76,26,129034400,
15/01/2020,2020-01-15,EUAA Auction CAP2-EU,,EAA3,EUAA,successful,24.08,23.21,24.3,23.91,810500,3.89,8,19516840,529760
16/01/2020,2020-01-16,Auction 3. Period CAP2-EU,,T3PA,EUA,successful,24.85,21.0,27.05,24.72,2717500,2.08,29,67529875,1851325
17/01/2020,2020-01-17,Auction 3. Period DE,,T3PA,EUA,successful,25.01,21.0,28.0,24.81,2363000,2.49,23,59098630,
20/01/2020,2020-01-20,Auction 3. Period CAP2-EU,,T3PA,EUA,successful,25.6,21.0,27.5,25.67,2717500,1.58,24,69568000,1907200
21/01/2020,2020-01-21,Auction 3. Period CAP2-EU,,T3PA,EUA,successful,25.1,24.4,27.0,25.1,2717500,1.79,25,68209250,1869950
23/01/2020,2020-01-23,Auction 3. Period CAP2-EU,,T3PA,EUA,successful,24.65,24.0,28.0,24.55,2717500,1.86,29,66986375,1836425
24/01/2020,2020-01-24,Auction 3. Period DE,,T3PA,EUA,successful,24.48,23.9,28.0,24.46,2363000,1.98,21,57846240,
27/01/2020,2020-01-27,Auction 3. Period CAP2-EU,,T3PA,EUA,successful,24.04,21.0,28.0,23.96,2717500,2.05,29,65328700,1790980
28/01/2020,2020-01-28,Auction 3. Period CAP2-EU,,T3PA,EUA,successful,24.55,23.93,28.4,24.38,2717500,2.05,27,66714625,1828975
29/01/2020,2020-01-29,Auction 3. Period CAP2-PL,,T3PA,EUA,successful,24.04,21.0,28.0,24.24,5332000,1.2,25,128181280,
30/01/2020,2020-01-30,Auction 3. Period CAP2-EU,,T3PA,EUA,successful,23.74,23.16,28.0,23.66,2717500,2.07,28,64513450,1768630
31/01/2020,2020-01-31,Auction 3. Period DE,,T3PA,EUA,successful,23.48,21.0,28.0,23.5,2363000,1.98,27,55483240,
03/02/2020,2020-02-03,Auction 3. Period CAP2-EU,,T3PA,EUA,successful,23.2,22.7,28.0,23.18,2717500,2.03,27,63046000,1728400
04/02/2020,2020-02-04,Auction 3. Period CAP2-EU,,T3PA,EUA,successful,23.33,22.7,28.0,23.19,2717500,2.38,28,63399275,1738085
06/02/2020,2020-02-06,Auction 3. Period CAP2-EU,,T3PA,EUA,successful,23.4,21.0,28.5,23.36,2717500,2.02,31,63589500,1743300
07/02/2020,2020-02-07,Auction 3. Period DE,,T3PA,EUA,successful,23.17,21.0,30.0,23.15,2363000,2.26,28,54750710,
10/02/2020,2020-02-10,Auction 3. Period CAP2-EU,,T3PA,EUA,successful,22.91,21.0,30.0,22.88,2717500,2.82,27,62257925,1706795
11/02/2020,2020-02-11,Auction 3. Period CAP2-EU,,T3PA,EUA,successful,23.15,22.71,30.0,23.14,2717500,2.25,24,62910125,1724675
12/02/2020,2020-02-12,Auction 3. Period CAP2-PL,,T3PA,EUA,successful,23.35,22.75,30.55,23.17,5332000,2.42,20,124502200,
13/02/2020,2020-02-13,Auction 3. Period CAP2-EU,,T3PA,EUA,successful,23.52,21.0,29.8,23.5,2717500,2.51,25,63915600,1752240
14/02/2020,2020-02-14,Auction 3. Period DE,,T3PA,EUA,successful,24.27,21.0,28.0,24.18,2363000,2.41,22,57350010,
17/02/2020,2020-02-17,Auction 3. Period CAP2-EU,,T3PA,EUA,successful,24.11,21.0,26.55,24.07,2717500,1.94,27,65518925,1796195
18/02/2020,2020-02-18,Auction 3. Period CAP2-EU,,T3PA,EUA,successful,24.8,24.11,28.75,24.73,2717500,1.87,24,67394000,1847600
20/02/2020,2020-02-20,Auction 3. Period CAP2-EU,,T3PA,EUA,successful,25.5,25.01,28.75,25.43,2717500,1.87,24,69296250,1899750
21/02/2020,2020-02-21,Auction 3. Period DE,,T3PA,EUA,successful,25.15,24.45,26.0,25.12,2363000,2.06,22,59429450,
24/02/2020,2020-02-24,Auction 3. Period CAP2-EU,,T3PA,EUA,successful,24.64,0.01,26.02,24.64,2717500,2.12,23,66959200,1835680
25/02/2020,2020-02-25,Auction 3. Period CAP2-EU,,T3PA,EUA,successful,24.32,23.71,26.0,24.27,2717500,2.14,26,66089600,1811840
26/02/2020,2020-02-26,Auction 3. Period CAP2-PL,,T3PA,EUA,successful,23.85,23.06,25.02,23.7,5332000,2.09,27,127168200,
27/02/2020,2020-02-27,Auction 3. Period CAP2-EU,,T3PA,EUA,successful,23.8,23.0,26.0,23.71,2717500,2.32,27,64676500,1773100
28/02/2020,2020-02-28,Auction 3. Period DE,,T3PA,EUA,successful,23.46,22.75,26.0,23.23,2363000,2.65,27,55435980,
02/03/2020,2020-03-02,Auction 3. Period CAP2-EU,,T3PA,EUA,successful,23.96,21.0,30.0,23.95,2717500,1.8,20,65111300,1785020
03/03/2020,2020-03-03,Auction 3. Period CAP2-EU,,T3PA,EUA,successful,23.26,21.0,25.0,23.26,2717500,2.03,24,63209050,1732870
05/03/2020,2020-03-05,Auction 3. Period CAP2-EU,,T3PA,EUA,successful,23.9,21.0,26.0,23.88,2717500,1.88,24,64948250,1780550
06/03/2020,2020-03-06,Auction 3. Period DE,,T3PA,EUA,successful,23.36,21.0,26.0,23.34,2363000,2.08,26,55199680,
09/03/2020,2020-03-09,Auction 3. Period CAP2-EU,,T3PA,EUA,successful,22.65,21.0,24.0,22.56,2717500,2.06,28,61551375,1687425
10/03/2020,2020-03-10,Auction 3. Period CAP2-EU,,T3PA,EUA,successful,23.76,21.0,25.0,23.64,2717500,2.18,23,64567800,1770120
11/03/2020,2020-03-11,Auction 3. Period CAP2-PL,,T3PA,EUA,successful,23.63,22.99,25.0,23.61,5332000,2.02,26,125995160,
11/03/2020,2020-03-11,EUAA Auction CAP2-EU,,EAA3,EUAA,successful,23.59,23.21,23.95,23.55,810500,2.25,6,19119695,518980
12/03/2020,2020-03-12,Auction 3. Period CAP2-EU,,T3PA,EUA,successful,22.85,21.0,25.0,22.69,2717500,3.14,27,62094875,1702325
13/03/2020,2020-03-13,Auction 3. Period DE,,T3PA,EUA,successful,22.78,22.31,25.0,22.71,2363000,2.31,18,53829140,
16/03/2020,2020-03-16,Auction 3. Period CAP2-EU,,T3PA,EUA,successful,20.64,19.5,25.0,20.38,2717500,2.37,18,56089200,1537680
17/03/2020,2020-03-17,Auction 3. Period CAP2-EU,,T3PA,EUA,cancelled,,,,,2717500,0.98,16,,
19/03/2020,2020-03-19,Auction 3. Period CAP2-EU,,T3PA,EUA,successful,16.03,13.0,18.0,16.29,3396500,1.73,18,54445895,1490790
20/03/2020,2020-03-20,Auction 3. Period DE,,T3PA,EUA,successful,16.35,15.71,18.0,16.35,2363000,1.89,20,38635050,
23/03/2020,2020-03-23,Auction 3. Period CAP2-EU,,T3PA,EUA,successful,14.6,0.01,20.0,14.47,3396500,1.9,21,49588900,1357800
24/03/2020,2020-03-24,Auction 3. Period CAP2-EU,,T3PA,EUA,successful,16.25,15.61,20.0,16.15,3396500,1.74,22,55193125,1511250
25/03/2020,2020-03-25,Auction 3. Period CAP2-PL,,T3PA,EUA,successful,16.95,16.5,19.0,17.03,5332000,1.15,19,90377400,
26/03/2020,2020-03-26,Auction 3. Period CAP2-EU,,T3PA,EUA,successful,16.3,15.71,25.0,16.3,3398000,1.62,20,55387400,1524050
27/03/2020,2020-03-27,Auction 3. Period DE,,T3PA,EUA,successful,16.55,16.01,20.0,16.36,2363000,2.18,18,39107650,
30/03/2020,2020-03-30,Auction 3. Period CAP2-EU,,T3PA,EUA,successful,16.32,15.71,18.0,16.1,2717500,1.75,22,44349600,1215840
31/03/2020,2020-03-31,Auction 3. Period CAP2-EU,,T3PA,EUA,successful,17.4,16.81,20.0,17.18,2717500,1.68,20,47284500,1296300
02/04/2020,2020-04-02,Auction 3. Period CAP2-EU,,T3PA,EUA,successful,17.52,16.71,20.0,17.25,2717500,1.98,23,47610600,1305240
03/04/2020,2020-04-03,Auction 3. Period DE,,T3PA,EUA,successful,17.9,17.41,25.0,17.83,2363000,1.73,22,42297700,
06/04/2020,2020-04-06,Auction 3. Period CAP2-EU,,T3PA,EUA,successful,18.36,17.81,22.0,18.35,2717500,1.56,20,49893300,1367820
07/04/2020,2020-04-07,Auction 3. Period CAP2-EU,,T3PA,EUA,successful,21.11,20.25,25.0,20.82,2717500,2.14,23,57366425,1572695
08/04/2020,2020-04-08,Auction 3. Period CAP2-PL,,T3PA,EUA,successful,20.07,19.31,23.0,19.94,5332000,1.51,19,107013240,
08/04/2020,2020-04-08,EUAA Auction CAP2-PL,,EAA3,EUAA,successful,20.74,19.01,30.01,20.6,105500,4.0,7,2188070,
09/04/2020,2020-04-09,Auction 3. Period CAP2-EU,,T3PA,EUA,successful,21.4,20.91,23.0,21.33,2717500,1.49,21,58154500,1594300
14/04/2020,2020-04-14,Auction 3. Period CAP2-EU,,T3PA,EUA,successful,20.17,19.86,23.0,20.22,2717500,1.51,23,54811975,1502665
16/04/2020,2020-04-16,Auction 3. Period CAP2-EU,,T3PA,EUA,successful,20.1,19.5,22.0,19.96,2717500,1.84,25,54621750,1497450
17/04/2020,2020-04-17,Auction 3. Period DE,,T3PA,EUA,successful,21.87,20.99,25.0,21.62,2363000,1.96,20,51678810,
20/04/2020,2020-04-20,Auction 3. Period CAP2-EU,,T3PA,EUA,successful,21.24,20.73,25.0,21.15,2717000,1.79,22,57709080,1582380
21/04/2020,2020-04-21,Auction 3. Period CAP2-EU,,T3PA,EUA,successful,20.4,19.76,25.0,20.18,2717000,2.13,22,55426800,1519800
22/04/2020,2020-04-22,Auction 3. Period CAP2-PL,,T3PA,EUA,successful,19.75,19.2,23.0,19.72,5332000,1.61,21,105307000,
23/04/2020,2020-04-23,Auction 3. Period CAP2-EU,,T3PA,EUA,successful,20.24,19.51,23.0,20.17,2717000,1.83,23,54992080,1507880
24/04/2020,2020-04-24,Auction 3. Period DE,,T3PA,EUA,successful,20.49,20.01,26.0,20.38,2363000,1.82,20,48417870,
27/04/2020,2020-04-27,Auction 3. Period CAP2-EU,,T3PA,EUA,successful,20.4,19.8,25.0,20.34,2717000,1.94,22,55426800,1519800
28/04/2020,2020-04-28,Auction 3. Period CAP2-EU,,T3PA,EUA,successful,19.99,19.21,25.0,19.83,2717000,2.09,20,54312830,1489255
30/04/2020,2020-04-30,Auction 3. Period CAP2-EU,,T3PA,EUA,successful,19.97,19.01,23.0,19.92,2717000,1.76,20,54258490,1487765
05/05/2020,2020-05-05,Auction 3. Period CAP2-EU,,T3PA,EUA,successful,19.01,18.81,25.0,19.32,2717000,1.01,21,51650170,1416245
06/05/2020,2020-05-06,Auction 3. Period CAP2-PL,,T3PA,EUA,successful,18.85,17.71,25.0,18.61,5332000,1.64,19,100508200,
06/05/2020,2020-05-06,EUAA Auction CAP2-EU,,EAA3,EUAA,successful,17.75,13.9,18.6,16.99,810500,2.13,6,14386375,390500
07/05/2020,2020-05-07,Auction 3. Period CAP2-EU,,T3PA,EUA,successful,19.0,18.01,25.0,18.88,2717000,1.61,21,51623000,1415500
08/05/2020,2020-05-08,Auction 3. Period DE,,T3PA,EUA,successful,19.38,18.37,22.0,19.13,2363000,2.04,20,45794940,
11/05/2020,2020-05-11,Auction 3. Period CAP2-EU,,T3PA,EUA,successful,18.81,18.31,25.0,18.85,2717000,1.35,21,51106770,1401345
12/05/2020,2020-05-12,Auction 3. Period CAP2-EU,,T3PA,EUA,successful,18.72,18.02,25.0,18.67,2717000,1.55,23,50862240,1394640
14/05/2020,2020-05-14,Auction 3. Period CAP2-EU,,T3PA,EUA,successful,18.37,17.71,22.0,18.27,2717000,1.68,25,49911290,1368565
15/05/2020,2020-05-15,Auction 3. Period DE,,T3PA,EUA,successful,19.02,18.4,25.0,19.01,2363000,1.47,23,44944260,
18/05/2020,2020-05-18,Auction 3. Period CAP2-EU,,T3PA,EUA,successful,19.3,18.4,25.0,19.23,2717000,1.7,23,52438100,1437850
19/05/2020,2020-05-19,Auction 3. Period CAP2-EU,,T3PA,EUA,successful,20.02,18.4,25.0,19.97,2717000,1.88,24,54394340,1491490
20/05/2020,2020-05-20,Auction 3. Period CAP2-PL,,T3PA,EUA,successful,20.11,18.4,25.01,20.06,5332000,1.43,23,107226520,
26/05/2020,2020-05-26,Auction 3. Period CAP2-EU,,T3PA,EUA,successful,21.45,20.81,25.0,21.36,2717000,1.79,21,58279650,1598025
28/05/2020,2020-05-28,Auction 3. Period CAP2-EU,,T3PA,EUA,successful,20.95,20.02,25.0,20.75,2717000,2.02,22,56921150,1560775
29/05/2020,2020-05-29,Auction 3. Period DE,,T3PA,EUA,successful,21.7,21.01,25.0,21.52,2363000,1.83,19,51277100,
02/06/2020,2020-06-02,Auction 3. Period CAP2-EU,,T3PA,EUA,successful,21.15,20.0,25.0,21.09,2717000,1.88,22,57464550,1575675
03/06/2020,2020-06-03,Auction 3. Period CAP2-PL,,T3PA,EUA,successful,21.98,21.31,25.0,21.96,5332000,1.38,21,117197360,
04/06/2020,2020-06-04,Auction 3. Period CAP2-EU,,T3PA,EUA,successful,21.77,21.21,25.0,21.75,2717000,1.55,21,59149090,1621865
05/06/2020,2020-06-05,Auction 3. Period DE,,T3PA,EUA,successful,22.5,21.0,25.0,22.31,2363000,1.9,21,53167500,
08/06/2020,2020-06-08,Auction 3. Period CAP2-EU,,T3PA,EUA,successful,22.66,22.12,25.01,22.65,2717000,1.35,19,61567220,1688170
09/06/2020,2020-06-09,Auction 3. Period CAP2-EU,,T3PA,EUA,successful,22.3,20.71,25.01,22.29,2717000,1.63,21,60589100,1661350
11/06/2020,2020-06-11,Auction 3. Period CAP2-EU,,T3PA,EUA,successful,22.2,21.65,25.01,22.12,2717000,1.96,18,60317400,1653900
12/06/2020,2020-06-12,Auction 3. Period DE,,T3PA,EUA,successful,22.15,21.5,25.02,22.03,2363000,2.13,20,52340450,
15/06/2020,2020-06-15,Auction 3. Period CAP2-EU,,T3PA,EUA,successful,21.8,21.37,25.0,21.8,2717000,1.75,22,59230600,1624100
16/06/2020,2020-06-16,Auction 3. Period CAP2-EU,,T3PA,EUA,successful,22.87,22.16,25.0,22.7,2717000,1.7,21,62137790,1703815
17/06/2020,2020-06-17,Auction 3. Period CAP2-PL,,T3PA,EUA,successful,22.81,22.1,25.0,22.86,5332000,1.38,19,121622920,
18/06/2020,2020-06-18,Auction 3. Period CAP2-EU,,T3PA,EUA,successful,23.63,22.7,25.0,23.25,2717000,1.68,20,64202710,1760435
19/06/2020,2020-06-19,Auction 3. Period DE,,T3PA,EUA,successful,24.18,23.56,25.55,24.25,2363000,1.58,17,57137340,
22/06/2020,2020-06-22,Auction 3. Period CAP2-EU,,T3PA,EUA,successful,24.15,23.04,26.0,23.98,2717000,1.68,21,65615550,1799175
23/06/2020,2020-06-23,Auction 3. Period CAP2-EU,,T3PA,EUA,successful,24.85,24.51,26.25,24.91,2717000,1.23,19,67517450,1851325
25/06/2020,2020-06-25,Auction 3. Period CAP2-EU,,T3PA,EUA,successful,25.15,24.21,30.0,24.99,2717000,1.98,24,68332550,1873675
26/06/2020,2020-06-26,Auction 3. Period DE,,T3PA,EUA,successful,24.9,24.2,30.0,25.31,2363000,1.16,15,58838700,
29/06/2020,2020-06-29,Auction 3. Period CAP2-EU,,T3PA,EUA,successful,24.74,24.22,30.0,24.7,2717000,1.75,21,67218580,1843130
30/06/2020,2020-06-30,Auction 3. Period CAP2-EU,,T3PA,EUA,successful,25.99,25.25,28.02,25.99,2717000,1.67,22,70614830,1936255
01/07/2020,2020-07-01,Auction 3. Period CAP2-PL,,T3PA,EUA,successful,26.88,26.09,30.0,26.62,5332000,1.86,19,143324160,
01/07/2020,2020-07-01,EUAA Auction CAP2-EU,,EAA3,EUAA,successful,27.1,25.35,27.26,26.73,810500,3.03,8,21964550,596200
02/07/2020,2020-07-02,Auction 3. Period CAP2-EU,,T3PA,EUA,successful,27.25,25.0,30.0,27.13,2717000,1.86,21,74038250,2030125
03/07/2020,2020-07-03,Auction 3. Period DE,,T3PA,EUA,successful,27.0,25.0,30.0,26.77,2363000,2.04,21,63801000,
06/07/2020,2020-07-06,Auction 3. Period CAP2-EU,,T3PA,EUA,successful,28.86,25.0,33.0,28.91,2717000,1.69,18,78412620,2150070
07/07/2020,2020-07-07,Auction 3. Period CAP2-EU,,T3PA,EUA,successful,29.34,25.0,33.0,29.26,2717000,2.01,19,79716780,2185830
09/07/2020,2020-07-09,Auction 3. Period CAP2-EU,,T3PA,EUA,successful,28.48,25.0,33.0,28.53,2717000,1.19,19,77380160,2121760
10/07/2020,2020-07-10,Auction 3. Period DE,,T3PA,EUA,successful,27.66,26.0,33.0,27.71,2363000,1.26,21,65360580,
13/07/2020,2020-07-13,Auction 3. Period CAP2-EU,,T3PA,EUA,successful,30.04,27.5,35.0,30.08,2717000,1.37,20,81618680,2237980
14/07/2020,2020-07-14,Auction 3. Period CAP2-EU,,T3PA,EUA,successful,29.2,27.0,35.0,28.96,2717000,1.66,24,79336400,2175400
15/07/2020,2020-07-15,Auction 3. Period CAP2-PL,,T3PA,EUA,successful,29.81,27.0,35.0,30.02,5332000,1.16,20,158946920,
16/07/2020,2020-07-16,Auction 3. Period CAP2-EU,,T3PA,EUA,successful,28.13,26.0,35.0,28.51,3594000,1.25,22,101099220,2095685
17/07/2020,2020-07-17,Auction 3. Period DE,,T3PA,EUA,successful,26.85,20.0,35.0,26.34,2363000,2.36,23,63446550,
20/07/2020,2020-07-20,Auction 3. Period CAP2-EU,,T3PA,EUA,successful,26.85,25.6,33.0,26.81,3594000,1.53,20,96498900,2000325
21/07/2020,2020-07-21,Auction 3. Period CAP2-EU,,T3PA,EUA,successful,26.34,25.71,29.0,26.38,3594000,1.31,24,94665960,1962330
23/07/2020,2020-07-23,Auction 3. Period CAP2-EU,,T3PA,EUA,successful,26.76,25.63,33.0,26.35,3594000,2.05,27,96175440,1993620
24/07/2020,2020-07-24,Auction 3. Period DE,,T3PA,EUA,successful,26.57,25.55,30.0,26.41,2363000,1.65,21,62784910,
27/07/2020,2020-07-27,Auction 3. Period CAP2-EU,,T3PA,EUA,successful,25.53,24.83,33.0,25.56,3594000,1.45,22,91754820,1901985
28/07/2020,2020-07-28,Auction 3. Period CAP2-EU,,T3PA,EUA,successful,25.03,24.35,35.0,25.0,3594000,1.52,26,89957820,1864735
29/07/2020,2020-07-29,Auction 3. Period CAP2-PL,,T3PA,EUA,successful,25.96,24.91,34.0,25.61,5332000,1.56,20,138418720,
30/07/2020,2020-07-30,Auction 3. Period CAP2-EU,,T3PA,EUA,successful,25.34,24.51,27.0,25.39,3594000,1.4,22,91071960,1887830
31/07/2020,2020-07-31,Auction 3. Period DE,,T3PA,EUA,successful,26.3,25.41,34.0,26.1,2363000,2.1,21,62146900,
03/08/2020,2020-08-03,Auction 3. Period CAP2-EU,,T3PA,EUA,successful,25.81,25.15,29.0,25.9,1797000,1.74,19,46380570,967875
04/08/2020,2020-08-04,Auction 3. Period CAP2-EU,,T3PA,EUA,successful,25.95,15.85,27.5,25.9,1797000,1.95,23,46632150,973125
06/08/2020,2020-08-06,Auction 3. Period CAP2-EU,,T3PA,EUA,successful,26.95,26.25,30.0,26.95,1797000,2.17,27,48429150,1010625
07/08/2020,2020-08-07,Auction 3. Period DE,,T3PA,EUA,successful,26.16,25.37,27.0,26.1,1181500,2.22,22,30908040,
10/08/2020,2020-08-10,Auction 3. Period CAP2-EU,,T3PA,EUA,successful,26.92,26.01,31.0,26.77,1797000,2.26,24,48375240,1009500
11/08/2020,2020-08-11,Auction 3. Period CAP2-EU,,T3PA,EUA,successful,26.71,26.22,31.0,26.75,1797000,1.71,25,47997870,1001625
12/08/2020,2020-08-12,Auction 3. Period CAP2-PL,,T3PA,EUA,successful,25.55,24.8,32.0,25.59,2666000,1.72,25,68116300,
13/08/2020,2020-08-13,Auction 3. Period CAP2-EU,,T3PA,EUA,successful,25.94,25.1,33.0,25.75,1797000,2.22,25,46614180,972750
14/08/2020,2020-08-14,Auction 3. Period DE,,T3PA,EUA,successful,25.25,24.52,32.0,25.25,1181500,1.92,18,29832875,
17/08/2020,2020-08-17,Auction 3. Period CAP2-EU,,T3PA,EUA,successful,25.42,24.88,31.0,25.42,1797000,2.01,21,45679740,953250
18/08/2020,2020-08-18,Auction 3. Period CAP2-EU,,T3PA,EUA,successful,26.05,25.34,32.0,25.91,1797000,2.39,24,46811850,976875
20/08/2020,2020-08-20,Auction 3. Period CAP2-EU,,T3PA,EUA,successful,25.7,24.0,28.0,25.65,1797000,2.1,25,46182900,963750
21/08/2020,2020-08-21,Auction 3. Period DE,,T3PA,EUA,successful,25.36,24.71,28.0,25.39,1181500,2.62,20,29962840,
24/08/2020,2020-08-24,Auction 3. Period CAP2-EU,,T3PA,EUA,successful,26.6,25.99,29.0,26.5,1797000,1.92,22,47800200,997500
25/08/2020,2020-08-25,Auction 3. Period CAP2-EU,,T3PA,EUA,successful,27.33,25.9,29.01,27.44,1797000,1.57,20,49112010,1024875
26/08/2020,2020-08-26,Auction 3. Period CAP2-PL,,T3PA,EUA,successful,28.42,25.25,30.0,28.4,2668500,1.88,18,75838770,
27/08/2020,2020-08-27,Auction 3. Period CAP2-EU,,T3PA,EUA,successful,28.03,25.99,29.1,28.0,1901000,2.03,21,53285030,714765
28/08/2020,2020-08-28,Auction 3. Period DE,,T3PA,EUA,successful,29.5,25.99,31.03,29.46,1187000,1.96,19,35016500,
01/09/2020,2020-09-01,Auction 3. Period CAP2-EU,,T3PA,EUA,successful,28.28,26.5,30.0,28.25,3952000,1.81,24,111762560,2375520
04/09/2020,2020-09-04,Auction 3. Period DE,,T3PA,EUA,successful,28.8,25.99,30.03,28.61,2593000,1.95,24,74678400,
07/09/2020,2020-09-07,Auction 3. Period CAP2-EU,,T3PA,EUA,successful,26.9,25.9,33.0,26.95,3952000,1.54,26,106308800,2259600
08/09/2020,2020-09-08,Auction 3. Period CAP2-EU,,T3PA,EUA,successful,27.25,25.5,33.0,27.22,3952000,1.5,28,107692000,2289000
09/09/2020,2020-09-09,Auction 3. Period CAP2-PL,,T3PA,EUA,successful,26.45,25.0,31.0,26.2,6398500,1.81,30,169240325,
09/09/2020,2020-09-09,EUAA Auction CAP2-EU,,EAA3,EUAA,successful,26.02,24.8,27.0,26.07,810500,2.3,10,21089210,572440
10/09/2020,2020-09-10,Auction 3. Period CAP2-EU,,T3PA,EUA,successful,27.46,25.0,32.0,27.22,3952000,1.92,28,108521920,2306640
11/09/2020,2020-09-11,Auction 3. Period DE,,T3PA,EUA,successful,28.05,25.0,33.0,28.0,2593000,1.77,30,72733650,
14/09/2020,2020-09-14,Auction 3. Period CAP2-EU,,T3PA,EUA,successful,28.66,25.0,35.0,28.45,3952000,1.79,31,113264320,2407440
15/09/2020,2020-09-15,Auction 3. Period CAP2-EU,,T3PA,EUA,successful,29.99,25.0,40.0,30.0,3952000,1.44,28,118520480,2519160
17/09/2020,2020-09-17,Auction 3. Period CAP2-EU,,T3PA,EUA,successful,29.1,26.99,35.0,29.07,3952000,1.57,27,115003200,2444400
18/09/2020,2020-09-18,Auction 3. Period DE,,T3PA,EUA,successful,28.36,26.99,35.0,28.41,2593000,1.61,24,73537480,
21/09/2020,2020-09-21,Auction 3. Period CAP2-EU,,T3PA,EUA,successful,27.12,26.5,33.0,27.18,3952000,1.35,25,107178240,2278080
22/09/2020,2020-09-22,Auction 3. Period CAP2-EU,,T3PA,EUA,successful,26.75,25.73,33.0,26.6,3952000,1.69,28,105716000,2247000
23/09/2020,2020-09-23,Auction 3. Period CAP2-PL,,T3PA,EUA,successful,27.31,25.0,35.0,27.42,6398500,1.48,25,174743035,
24/09/2020,2020-09-24,Auction 3. Period CAP2-EU,,T3PA,EUA,successful,26.28,25.0,33.0,26.32,3952000,1.53,29,103858560,2207520
25/09/2020,2020-09-25,Auction 3. Period DE,,T3PA,EUA,successful,26.2,25.0,33.0,26.15,2593000,1.95,29,67936600,
28/09/2020,2020-09-28,Auction 3. Period CAP2-EU,,T3PA,EUA,successful,26.28,25.0,30.0,26.27,3952000,1.53,26,103858560,2207520
29/09/2020,2020-09-29,Auction 3. Period CAP2-EU,,T3PA,EUA,successful,27.09,26.43,33.0,27.02,3952000,1.58,24,107059680,2275560
01/10/2020,2020-10-01,Auction 3. Period CAP2-EU,,T3PA,EUA,successful,26.41,25.51,28.0,26.4,3952000,1.59,22,104372320,2218440
02/10/2020,2020-10-02,Auction 3. Period DE,,T3PA,EUA,successful,26.11,25.0,33.0,25.98,2593000,2.22,25,67703230,
05/10/2020,2020-10-05,Auction 3. Period CAP2-EU,,T3PA,EUA,successful,26.79,24.5,33.0,26.7,3952000,1.7,26,105874080,2250360
06/10/2020,2020-10-06,Auction 3. Period CAP2-EU,,T3PA,EUA,successful,26.68,24.5,33.0,26.52,3952000,1.8,28,105439360,2241120
07/10/2020,2020-10-07,Auction 3. Period CAP2-PL,,T3PA,EUA,successful,27.43,24.5,34.0,27.4,6398500,1.48,25,175510855,
07/10/2020,2020-10-07,EUAA Auction DE,,EAA3,EUAA,successful,26.76,25.22,27.3,26.52,769000,3.0,10,20578440,
08/10/2020,2020-10-08,Auction 3. Period CAP2-EU,,T3PA,EUA,successful,26.4,24.5,32.0,26.33,3952000,1.79,29,104332800,2217600
09/10/2020,2020-10-09,Auction 3. Period DE,,T3PA,EUA,successful,26.0,24.5,30.0,25.92,2593000,2.07,26,67418000,
12/10/2020,2020-10-12,Auction 3. Period CAP2-EU,,T3PA,EUA,successful,25.54,24.5,30.0,25.35,3952000,1.88,28,100934080,2145360
13/10/2020,2020-10-13,Auction 3. Period CAP2-EU,,T3PA,EUA,successful,25.3,24.5,32.0,25.27,3952000,1.66,31,99985600,2125200
15/10/2020,2020-10-15,Auction 3. Period CAP2-EU,,T3PA,EUA,successful,25.15,24.5,35.01,25.04,3952000,1.81,28,99392800,2112600
16/10/2020,2020-10-16,Auction 3. Period DE,,T3PA,EUA,successful,25.46,24.5,33.0,25.04,2593000,2.01,23,66017780,
19/10/2020,2020-10-19,Auction 3. Period CAP2-EU,,T3PA,EUA,successful,24.85,24.01,30.0,24.77,3952000,1.51,29,98207200,2087400
20/10/2020,2020-10-20,Auction 3. Period CAP2-EU,,T3PA,EUA,successful,24.44,23.81,31.0,24.46,3952000,1.46,28,96586880,2052960
21/10/2020,2020-10-21,Auction 3. Period CAP2-PL,,T3PA,EUA,successful,23.96,23.31,30.0,24.01,6398500,1.25,25,153308060,
22/10/2020,2020-10-22,Auction 3. Period CAP2-EU,,T3PA,EUA,successful,23.6,22.0,30.0,23.41,3952000,1.68,28,93267200,1982400
23/10/2020,2020-10-23,Auction 3. Period DE,,T3PA,EUA,successful,24.92,22.0,30.0,25.0,2593000,1.26,22,64617560,
26/10/2020,2020-10-26,Auction 3. Period CAP2-EU,,T3PA,EUA,successful,24.33,22.0,30.0,24.3,3952000,1.59,28,96152160,2043720
