dia,data_iso,leilao,zona,contrato,tipo,estado,preco_eur_t,minimo_eur_t,maximo_eur_t,mediana_eur_t,volume_tco2,racio_cobertura,licitantes,receita_eur,receita_pt_eur
10/09/2021,2021-09-10,Auction 4. Period DE,,T3PA,EUA,successful,61.85,55.5,70.0,61.6,1805000,1.83,22,111639250,
13/09/2021,2021-09-13,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,61.91,55.5,68.0,61.88,2515500,1.39,21,155734605,3838420
14/09/2021,2021-09-14,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,61.51,60.0,67.0,61.55,2515500,1.51,20,154728405,3813620
15/09/2021,2021-09-15,Auction 4. Period CAP3 PL,,T3PA,EUA,successful,60.32,59.0,66.0,60.22,2066500,1.76,22,124651280,
15/09/2021,2021-09-15,EUAA Auction CAP3 EU,,EAA3,EUAA,successful,60.0,58.0,61.0,60.1,614500,1.7,7,36870000,1770000
16/09/2021,2021-09-16,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,59.89,59.0,65.0,59.64,2515500,1.55,23,150653295,3713180
17/09/2021,2021-09-17,Auction 4. Period DE,,T3PA,EUA,successful,59.6,58.8,65.0,59.6,1805000,1.41,21,107578000,
20/09/2021,2021-09-20,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,58.56,57.0,65.0,58.57,2524000,1.63,26,147805440,3630720
21/09/2021,2021-09-21,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,60.31,58.0,66.0,60.03,2515500,2.1,24,151709805,3739220
22/09/2021,2021-09-22,Auction 4. Period CAP3 PL,,T3PA,EUA,successful,60.02,59.0,65.0,60.02,2066500,1.79,21,124031330,
23/09/2021,2021-09-23,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,59.45,58.48,64.0,59.31,2515500,1.56,24,149546475,3685900
24/09/2021,2021-09-24,Auction 4. Period DE,,T3PA,EUA,successful,61.24,60.0,66.0,61.06,1805000,1.83,19,110538200,
27/09/2021,2021-09-27,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,64.0,62.0,70.0,64.23,2515500,1.13,20,160992000,3968000
28/09/2021,2021-09-28,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,65.0,60.0,70.01,64.99,2515500,1.23,17,163507500,4030000
29/09/2021,2021-09-29,Auction 4. Period CAP3 PL,,T3PA,EUA,successful,61.83,60.0,70.0,62.33,2066500,1.08,18,127771695,
30/09/2021,2021-09-30,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,61.37,59.0,68.0,61.53,2515500,1.52,23,154376235,3804940
01/10/2021,2021-10-01,Auction 4. Period DE,,T3PA,EUA,successful,62.04,61.0,68.0,61.99,1805000,1.76,20,111982200,
04/10/2021,2021-10-04,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,63.56,20.0,68.0,63.57,2515500,1.48,21,159885180,3940720
05/10/2021,2021-10-05,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,63.66,62.0,71.0,63.61,2515500,1.49,22,160136730,3946920
06/10/2021,2021-10-06,Auction 4. Period CAP3 PL,,T3PA,EUA,successful,61.36,58.44,70.0,61.11,2066500,1.51,23,126800440,
07/10/2021,2021-10-07,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,58.99,57.0,66.0,58.91,2515500,1.74,19,148389345,3657380
08/10/2021,2021-10-08,Auction 4. Period DE,,T3PA,EUA,successful,59.92,58.0,100.0,59.74,1805000,1.88,20,108155600,
11/10/2021,2021-10-11,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,59.33,57.0,100.0,59.35,2515500,1.6,21,149244615,3678460
12/10/2021,2021-10-12,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,58.86,57.0,65.0,58.93,2515500,1.54,23,148062330,3649320
13/10/2021,2021-10-13,Auction 4. Period CAP3 PL,,T3PA,EUA,successful,59.63,58.5,66.0,59.71,2066500,1.45,21,123225395,
13/10/2021,2021-10-13,EUAA Auction DE,,EAA3,EUAA,successful,58.75,57.0,62.0,58.5,600000,2.98,8,35250000,
14/10/2021,2021-10-14,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,59.43,58.59,100.0,59.43,2515500,1.57,21,149496165,3684660
15/10/2021,2021-10-15,Auction 4. Period DE,,T3PA,EUA,successful,61.01,59.75,66.0,60.8,1805000,2.08,22,110123050,
18/10/2021,2021-10-18,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,58.85,57.82,65.0,58.79,2515500,1.58,22,148037175,3648700
19/10/2021,2021-10-19,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,57.58,56.52,66.0,57.49,2515500,1.7,23,144842490,3569960
20/10/2021,2021-10-20,Auction 4. Period CAP3 PL,,T3PA,EUA,successful,56.0,54.98,66.0,55.92,2066500,1.68,22,115724000,
21/10/2021,2021-10-21,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,57.1,55.0,66.0,56.74,2515500,1.8,23,143635050,3540200
22/10/2021,2021-10-22,Auction 4. Period DE,,T3PA,EUA,successful,59.5,55.0,65.0,59.04,1805000,1.93,21,107397500,
25/10/2021,2021-10-25,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,58.94,55.0,66.0,58.93,2515500,1.52,22,148263570,3654280
26/10/2021,2021-10-26,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,58.96,55.0,66.0,58.86,2515500,1.6,24,148313880,3655520
27/10/2021,2021-10-27,Auction 4. Period CAP3 PL,,T3PA,EUA,successful,58.92,10.0,65.0,58.75,2066500,1.76,22,121758180,
28/10/2021,2021-10-28,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,58.93,55.0,66.0,58.7,2515500,1.81,21,148238415,3653660
29/10/2021,2021-10-29,Auction 4. Period DE,,T3PA,EUA,successful,59.4,55.0,66.0,59.01,1805000,2.08,22,107217000,
01/11/2021,2021-11-01,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,59.98,59.21,66.0,59.93,2515500,1.6,17,150879690,3718760
02/11/2021,2021-11-02,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,57.8,57.0,66.0,57.7,2515500,1.62,21,145395900,3583600
03/11/2021,2021-11-03,Auction 4. Period CAP3 PL,,T3PA,EUA,successful,59.78,59.01,66.0,59.85,2066500,1.37,17,123535370,
04/11/2021,2021-11-04,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,59.81,59.0,65.0,59.74,2515500,1.63,22,150452055,3708220
05/11/2021,2021-11-05,Auction 4. Period DE,,T3PA,EUA,successful,61.05,59.55,65.0,60.9,1805000,1.7,21,110195250,
08/11/2021,2021-11-08,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,60.06,58.5,66.0,60.1,2515500,1.36,20,151080930,3723720
09/11/2021,2021-11-09,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,60.11,59.37,66.0,60.06,2515500,1.24,22,151206705,3726820
10/11/2021,2021-11-10,Auction 4. Period CAP3 PL,,T3PA,EUA,successful,60.25,59.4,66.0,60.4,2066500,1.38,20,124506625,
10/11/2021,2021-11-10,EUAA Auction CAP3 EU,,EAA3,EUAA,successful,61.53,60.3,61.76,61.46,613500,2.23,7,37748655,1784370
11/11/2021,2021-11-11,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,62.31,55.0,66.0,62.17,2515500,1.6,18,156740805,3863220
12/11/2021,2021-11-12,Auction 4. Period DE,,T3PA,EUA,successful,63.53,59.0,67.0,63.36,1805000,1.73,19,114671650,
15/11/2021,2021-11-15,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,64.4,55.0,70.0,64.16,2515500,1.66,21,161998200,3992800
16/11/2021,2021-11-16,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,67.5,56.0,74.0,67.25,2515500,1.66,19,169796250,4185000
17/11/2021,2021-11-17,Auction 4. Period CAP3 PL,,T3PA,EUA,successful,67.14,56.0,77.0,67.19,2066500,1.39,21,138744810,
18/11/2021,2021-11-18,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,66.51,56.0,73.0,66.33,2515500,1.48,22,167305905,4123620
19/11/2021,2021-11-19,Auction 4. Period DE,,T3PA,EUA,successful,69.21,56.0,75.0,69.2,1805000,1.6,20,124924050,
22/11/2021,2021-11-22,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,69.7,58.0,75.0,69.63,2515500,1.57,21,175330350,4321400
23/11/2021,2021-11-23,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,69.88,56.0,77.0,69.86,2515500,1.46,21,175783140,4332560
24/11/2021,2021-11-24,Auction 4. Period CAP3 PL,,T3PA,EUA,successful,69.51,56.0,75.0,69.64,2066500,1.16,20,143642415,
25/11/2021,2021-11-25,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,72.15,56.0,99.0,72.31,2515500,1.23,22,181493325,4473300
26/11/2021,2021-11-26,Auction 4. Period DE,,T3PA,EUA,successful,71.95,56.0,80.0,71.85,1805000,1.72,21,129869750,
29/11/2021,2021-11-29,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,74.48,56.0,99.0,74.48,2515500,1.32,23,187354440,4617760
30/11/2021,2021-11-30,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,74.82,57.0,80.0,74.78,2515500,1.43,24,188209710,4638840
01/12/2021,2021-12-01,Auction 4. Period CAP3 PL,,T3PA,EUA,successful,76.38,50.0,82.0,76.21,2066500,1.65,21,157839270,
02/12/2021,2021-12-02,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,77.1,56.0,85.0,76.96,2515500,1.49,20,193945050,4780200
03/12/2021,2021-12-03,Auction 4. Period DE,,T3PA,EUA,successful,78.76,56.0,85.0,78.25,1805000,1.88,26,142161800,
06/12/2021,2021-12-06,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,80.0,56.0,85.0,79.65,2515500,1.81,21,201240000,4960000
07/12/2021,2021-12-07,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,82.87,61.0,90.0,82.7,2515500,1.62,23,208459485,5137940
08/12/2021,2021-12-08,Auction 4. Period CAP3 PL,,T3PA,EUA,successful,87.45,57.0,95.0,87.48,2066500,1.38,20,180715425,
09/12/2021,2021-12-09,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,84.93,56.0,100.0,85.02,2515500,1.39,21,213641415,5265660
10/12/2021,2021-12-10,Auction 4. Period DE,,T3PA,EUA,successful,79.83,56.0,90.0,79.85,1805000,1.28,21,144093150,
13/12/2021,2021-12-13,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,85.0,56.0,95.0,84.78,2515500,1.47,20,213817500,5270000
14/12/2021,2021-12-14,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,79.99,56.0,90.0,80.45,2515500,1.2,17,201214845,4959380
15/12/2021,2021-12-15,Auction 4. Period CAP3 PL,,T3PA,EUA,successful,79.29,56.0,99.99,79.62,2074000,1.13,18,164447460,
16/12/2021,2021-12-16,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,80.5,56.0,90.0,80.43,2515500,1.31,16,202497750,4991000
17/12/2021,2021-12-17,Auction 4. Period DE,,T3PA,EUA,successful,82.25,50.0,90.0,82.32,1807500,1.44,18,148666875,
20/12/2021,2021-12-20,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,74.57,55.0,90.0,74.92,2542500,1.21,18,189594225,4213205
10/01/2022,2022-01-10,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,82.71,10.0,95.0,82.91,2449000,1.27,23,202556790,4962600
11/01/2022,2022-01-11,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,81.9,50.0,99.0,81.63,2449000,1.62,25,200573100,4914000
13/01/2022,2022-01-13,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,79.05,60.0,85.0,79.14,2449000,1.28,21,193593450,4743000
14/01/2022,2022-01-14,Auction 4. Period DE,,T3PA,EUA,successful,81.52,55.0,90.0,81.68,1944000,1.21,20,158474880,
17/01/2022,2022-01-17,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,80.21,55.0,95.0,80.2,2449000,1.42,23,196434290,4812600
18/01/2022,2022-01-18,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,79.22,55.0,90.0,79.28,2449000,1.52,23,194009780,4753200
19/01/2022,2022-01-19,Auction 4. Period CAP3 PL,,T3PA,EUA,successful,80.7,55.0,90.0,80.62,2658000,1.5,25,214500600,
20/01/2022,2022-01-20,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,80.8,60.0,90.0,80.46,2449000,1.89,29,197879200,4848000
21/01/2022,2022-01-21,Auction 4. Period DE,,T3PA,EUA,successful,84.03,60.0,95.0,83.94,1944000,1.58,23,163354320,
24/01/2022,2022-01-24,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,85.75,65.0,95.0,85.59,2449000,1.5,24,210001750,5145000
25/01/2022,2022-01-25,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,84.48,65.0,95.0,84.41,2449000,1.56,25,206891520,5068800
27/01/2022,2022-01-27,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,88.51,65.0,95.0,88.43,2449000,1.32,22,216760990,5310600
28/01/2022,2022-01-28,Auction 4. Period DE,,T3PA,EUA,successful,89.25,70.0,95.0,89.32,1944000,1.3,21,173502000,
31/01/2022,2022-01-31,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,88.03,80.0,95.0,88.19,2449000,1.19,25,215585470,5281800
01/02/2022,2022-02-01,Auction 4. Period CAP3 EU,,T3PA,EUA,cancelled,,,,,2449000,0.51,9,,
02/02/2022,2022-02-02,Auction 4. Period CAP3 PL,,T3PA,EUA,successful,91.61,75.0,120.0,91.81,2658000,1.13,25,243499380,
03/02/2022,2022-02-03,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,92.65,88.0,96.5,93.0,3062000,1.16,22,283694300,6948750
04/02/2022,2022-02-04,Auction 4. Period DE,,T3PA,EUA,successful,94.65,75.0,99.0,94.38,1944000,1.89,20,183999600,
07/02/2022,2022-02-07,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,93.5,80.0,99.0,93.45,3062000,1.37,24,286297000,7012500
08/02/2022,2022-02-08,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,97.51,75.0,102.0,97.34,3062000,1.55,26,298575620,7313250
09/02/2022,2022-02-09,EUAA Auction CAP3 EU,,EAA3,EUAA,successful,96.53,94.5,99.0,96.46,600000,1.88,7,57918000,2799370
10/02/2022,2022-02-10,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,90.6,70.0,100.0,90.79,3059000,1.22,24,277145400,6795000
11/02/2022,2022-02-11,Auction 4. Period DE,,T3PA,EUA,successful,89.98,70.0,100.0,89.78,1944000,1.55,23,174921120,
14/02/2022,2022-02-14,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,90.73,70.0,93.0,90.78,2449000,1.2,18,222197770,5443800
15/02/2022,2022-02-15,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,90.35,70.0,100.0,90.42,2449000,1.23,21,221267150,5421000
16/02/2022,2022-02-16,Auction 4. Period CAP3 PL,,T3PA,EUA,successful,88.05,70.0,95.0,88.31,2658000,1.13,23,234036900,
17/02/2022,2022-02-17,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,87.5,70.0,99.0,87.44,2449000,1.46,22,214287500,5250000
18/02/2022,2022-02-18,Auction 4. Period DE,,T3PA,EUA,successful,87.65,70.0,95.0,87.51,1944000,1.63,23,170391600,
21/02/2022,2022-02-21,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,87.99,70.0,99.0,87.6,2449000,1.57,22,215487510,5279400
22/02/2022,2022-02-22,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,88.4,70.0,100.0,88.13,2449000,1.51,24,216491600,5304000
23/02/2022,2022-02-23,Auction 4. Period CAP3 NIR,,T3PA,EUA,successful,92.8,70.0,95.0,92.25,1108500,2.14,18,102868800,
24/02/2022,2022-02-24,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,88.0,70.0,93.0,89.07,2449000,1.32,17,215512000,5280000
25/02/2022,2022-02-25,Auction 4. Period DE,,T3PA,EUA,successful,86.9,70.0,95.0,86.99,1944000,1.41,18,168933600,
28/02/2022,2022-02-28,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,80.92,60.0,100.0,81.07,2449000,1.27,23,198173080,4855200
01/03/2022,2022-03-01,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,79.96,65.0,95.0,79.7,2449000,1.46,25,195822040,4797600
02/03/2022,2022-03-02,Auction 4. Period CAP3 PL,,T3PA,EUA,cancelled,,,,,2658000,0.88,17,,
03/03/2022,2022-03-03,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,63.87,45.0,100.0,63.76,2449000,2.26,22,156417630,3832200
04/03/2022,2022-03-04,Auction 4. Period DE,,T3PA,EUA,successful,67.22,45.0,80.05,66.93,1944000,2.52,22,130675680,
07/03/2022,2022-03-07,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,57.91,25.0,100.0,57.54,2449000,2.39,21,141821590,3474600
08/03/2022,2022-03-08,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,62.01,45.0,70.0,62.01,2449000,2.23,22,151862490,3720600
10/03/2022,2022-03-10,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,70.04,45.0,100.0,69.45,2449000,2.63,27,171527960,4202400
11/03/2022,2022-03-11,Auction 4. Period DE,,T3PA,EUA,successful,76.5,45.0,85.0,75.55,1944000,3.09,23,148716000,
14/03/2022,2022-03-14,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,78.6,45.0,90.0,77.95,2449000,2.3,20,192491400,4716000
15/03/2022,2022-03-15,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,75.55,45.0,88.0,75.9,2449000,1.93,20,185021950,4533000
16/03/2022,2022-03-16,Auction 4. Period CAP3 PL,,T3PA,EUA,successful,75.25,45.0,81.0,75.06,3322500,1.96,22,250018125,
17/03/2022,2022-03-17,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,76.87,45.0,80.0,76.28,2449000,2.7,28,188254630,4612200
18/03/2022,2022-03-18,Auction 4. Period DE,,T3PA,EUA,successful,79.21,66.78,86.0,79.28,1944000,2.09,18,153984240,
21/03/2022,2022-03-21,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,77.76,62.03,81.5,77.32,2506500,2.3,19,194905440,4665600
22/03/2022,2022-03-22,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,79.05,64.92,82.0,78.99,2506500,1.98,22,198138825,4743000
24/03/2022,2022-03-24,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,76.15,65.0,80.0,75.75,2507500,1.9,20,190946125,4569000
25/03/2022,2022-03-25,Auction 4. Period DE,,T3PA,EUA,successful,78.5,62.41,86.0,78.01,1944000,2.59,19,152604000,
28/03/2022,2022-03-28,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,80.76,60.0,88.0,80.13,2506500,2.49,17,202424940,4845600
29/03/2022,2022-03-29,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,80.51,40.0,84.6,80.48,2506500,2.29,17,201798315,4830600
30/03/2022,2022-03-30,Auction 4. Period CAP3 PL,,T3PA,EUA,successful,77.22,45.0,88.0,77.35,3322500,1.88,24,256563450,
31/03/2022,2022-03-31,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,79.25,45.0,84.6,79.01,2506500,2.34,21,198640125,4755000
01/04/2022,2022-04-01,Auction 4. Period DE,,T3PA,EUA,successful,78.0,45.0,83.0,79.2,1944000,2.05,20,151632000,
04/04/2022,2022-04-04,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,77.5,45.0,82.5,77.2,2506500,2.65,26,194253750,4650000
05/04/2022,2022-04-05,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,78.33,62.53,83.1,77.96,2506500,2.42,23,196334145,4699800
06/04/2022,2022-04-06,EUAA Auction CAP3 EU,,EAA3,EUAA,successful,78.34,45.0,79.3,78.5,600000,2.57,8,47004000,2271860
07/04/2022,2022-04-07,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,77.13,45.0,90.0,76.23,2506500,2.79,29,193326345,4627800
08/04/2022,2022-04-08,Auction 4. Period DE,,T3PA,EUA,successful,80.21,45.0,82.0,80.22,1944000,2.81,22,155928240,
11/04/2022,2022-04-11,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,79.02,45.0,81.0,78.16,2506500,2.26,23,198063630,4741200
12/04/2022,2022-04-12,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,77.36,45.0,80.0,77.13,2506500,2.43,26,193902840,4641600
13/04/2022,2022-04-13,Auction 4. Period CAP3 PL,,T3PA,EUA,successful,77.27,45.0,80.0,77.12,3322500,1.99,21,256729575,
14/04/2022,2022-04-14,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,78.8,45.0,81.0,78.21,2506500,2.41,21,197512200,4728000
19/04/2022,2022-04-19,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,79.4,63.82,84.0,79.35,2506500,2.11,23,199016100,4764000
21/04/2022,2022-04-21,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,85.9,68.97,88.0,85.83,2506500,2.07,23,215308350,5154000
22/04/2022,2022-04-22,Auction 4. Period DE,,T3PA,EUA,successful,87.4,69.65,96.0,86.71,1944000,2.76,19,169905600,
25/04/2022,2022-04-25,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,85.81,19.99,99.35,86.12,2506500,1.92,21,215082765,5148600
26/04/2022,2022-04-26,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,83.43,67.03,100.0,83.48,2506500,2.02,22,209117295,5005800
27/04/2022,2022-04-27,Auction 4. Period CAP3 PL,,T3PA,EUA,successful,79.99,66.2,90.0,80.36,3322500,1.78,20,265766775,
28/04/2022,2022-04-28,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,80.55,77.0,100.0,80.08,2506500,1.82,23,201898575,4833000
29/04/2022,2022-04-29,Auction 4. Period DE,,T3PA,EUA,successful,82.86,45.0,90.0,82.68,1944000,2.68,21,161079840,
02/05/2022,2022-05-02,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,82.84,45.0,90.0,82.71,2506500,2.55,21,207638460,4970400
03/05/2022,2022-05-03,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,84.25,45.0,88.0,83.69,2506500,2.91,21,211172625,5055000
05/05/2022,2022-05-05,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,87.8,71.7,89.9,87.18,2506500,2.23,15,220070700,5268000
06/05/2022,2022-05-06,Auction 4. Period DE,,T3PA,EUA,successful,90.77,45.0,95.0,90.9,1944000,2.56,18,176456880,
09/05/2022,2022-05-09,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,90.11,45.0,95.0,90.24,2506500,2.23,21,225860715,5406600
10/05/2022,2022-05-10,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,86.5,45.0,90.0,86.5,2506500,2.23,21,216812250,5190000
11/05/2022,2022-05-11,Auction 4. Period CAP3 PL,,T3PA,EUA,successful,89.0,45.0,93.5,88.5,2658000,2.41,22,236562000,
12/05/2022,2022-05-12,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,86.95,45.0,90.0,87.32,2506500,2.08,21,217940175,5217000
13/05/2022,2022-05-13,Auction 4. Period DE,,T3PA,EUA,successful,88.75,73.13,92.0,88.78,1944000,2.33,19,172530000,
16/05/2022,2022-05-16,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,88.81,45.0,92.0,88.77,2506500,2.27,21,222602265,5328600
17/05/2022,2022-05-17,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,90.33,74.15,94.0,90.03,2506500,2.09,24,226412145,5419800
18/05/2022,2022-05-18,EUAA Auction CAP3 PL,,EAA3,EUAA,successful,87.25,40.0,87.75,86.83,109500,4.46,9,9553875,
19/05/2022,2022-05-19,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,82.28,45.0,86.0,82.33,2506500,2.47,22,206234820,4936800
20/05/2022,2022-05-20,Auction 4. Period DE,,T3PA,EUA,successful,81.15,45.0,92.0,81.21,1944000,2.91,23,157755600,
23/05/2022,2022-05-23,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,78.96,45.0,92.0,79.15,2506500,2.29,23,197913240,4737600
24/05/2022,2022-05-24,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,78.88,45.0,100.0,78.82,2506500,2.07,23,197712720,4732800
25/05/2022,2022-05-25,Auction 4. Period CAP3 PL,,T3PA,EUA,successful,80.43,45.0,100.0,80.55,2658000,2.18,24,213782940,
30/05/2022,2022-05-30,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,83.75,45.0,89.0,83.4,2506500,2.46,23,209919375,5025000
31/05/2022,2022-05-31,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,83.63,45.0,88.0,83.59,2506500,2.18,22,209618595,5017800
07/06/2022,2022-06-07,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,81.69,45.0,87.5,81.46,2295500,2.41,23,187519395,4901400
08/06/2022,2022-06-08,Auction 4. Period CAP3 PL,,T3PA,EUA,successful,79.11,45.0,92.0,79.01,2658000,2.24,23,210274380,
09/06/2022,2022-06-09,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,80.21,45.0,92.0,79.74,2295500,2.41,23,184122055,4812600
10/06/2022,2022-06-10,Auction 4. Period DE,,T3PA,EUA,successful,80.73,45.0,83.03,80.75,1944000,2.36,19,156939120,
13/06/2022,2022-06-13,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,80.1,45.0,100.0,79.49,2295500,2.47,20,183869550,4806000
14/06/2022,2022-06-14,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,82.31,45.0,83.5,81.76,2295500,2.5,22,188942605,4938600
15/06/2022,2022-06-15,EUAA Auction CAP3 EU,,EAA3,EUAA,successful,84.45,82.01,87.0,84.43,600000,2.08,8,50670000,2449050
16/06/2022,2022-06-16,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,85.95,45.0,88.0,85.52,2295500,2.26,19,197298225,5157000
17/06/2022,2022-06-17,Auction 4. Period DE,,T3PA,EUA,successful,83.0,45.0,95.0,82.3,1944000,2.51,20,161352000,
20/06/2022,2022-06-20,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,83.51,45.0,92.0,83.01,2295500,2.01,19,191697205,5010600
21/06/2022,2022-06-21,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,84.26,45.0,92.0,84.0,2295500,2.23,18,193418830,5055600
22/06/2022,2022-06-22,Auction 4. Period CAP3 PL,,T3PA,EUA,successful,83.06,45.0,89.3,83.71,2658000,1.81,16,220773480,
23/06/2022,2022-06-23,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,81.07,45.0,95.0,81.29,2295500,1.76,21,186096185,4864200
24/06/2022,2022-06-24,Auction 4. Period DE,,T3PA,EUA,successful,82.9,45.0,92.0,83.11,1944000,2.32,19,161157600,
27/06/2022,2022-06-27,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,83.01,45.0,92.0,82.61,2295500,2.51,19,190549455,4980600
28/06/2022,2022-06-28,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,84.54,45.0,92.0,83.72,2296500,2.57,22,194146110,5072400
30/06/2022,2022-06-30,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,88.02,45.0,95.0,87.74,2295500,2.58,20,202049910,5281200
01/07/2022,2022-07-01,Auction 4. Period DE,,T3PA,EUA,successful,88.22,45.0,98.0,88.81,1944000,2.09,18,171499680,
04/07/2022,2022-07-04,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,84.34,45.0,92.0,84.39,2295500,2.15,22,193602470,5060400
