Data,Zona,Contrato,Valor
02/01/2026,PT,FPB D Sa03Jan-26,88.43
02/01/2026,PT,FPB D Su04Jan-26,97.77
02/01/2026,PT,FPB D Mo05Jan-26,78.16
02/01/2026,PT,FPB D Tu06Jan-26,80.12
02/01/2026,PT,FPB D We07Jan-26,79.15
02/01/2026,PT,FPB D Th08Jan-26,79.72
02/01/2026,PT,FPB D Fr09Jan-26,77.92
02/01/2026,PT,FPB D Sa10Jan-26,69.72
02/01/2026,PT,FPB D Su11Jan-26,64.05
02/01/2026,PT,FPB Wk02-26,75.55
02/01/2026,PT,FPB Wk03-26,76.30
02/01/2026,PT,FPB Wk04-26,76.30
02/01/2026,PT,FPB Wk05-26,75.49
02/01/2026,PT,FPB M Feb-26,60.65
02/01/2026,PT,FPB M Mar-26,46.95
02/01/2026,PT,FPB M Apr-26,32.55
02/01/2026,PT,FPB M May-26,31.60
02/01/2026,PT,FPB M Jun-26,53.70
02/01/2026,PT,FPB M Jul-26,62.18
02/01/2026,PT,FPB Q2-26,39.20
02/01/2026,PT,FPB Q3-26,62.18
02/01/2026,PT,FPB Q4-26,67.98
02/01/2026,PT,FPB Q1-27,60.81
02/01/2026,PT,FPB Q2-27,31.74
02/01/2026,PT,FPB Q3-27,59.23
02/01/2026,PT,FPB Q4-27,65.12
02/01/2026,PT,FPB YR-27,54.25
02/01/2026,PT,FPB YR-28,55.25
02/01/2026,PT,FPB YR-29,55.10
02/01/2026,PT,FPB YR-30,55.10
02/01/2026,PT,FPB YR-31,55.10
02/01/2026,PT,FPB YR-32,55.10
02/01/2026,PT,FPB YR-33,55.10
02/01/2026,PT,FPB YR-34,55.10
02/01/2026,PT,FPB YR-35,55.10
02/01/2026,PT,FPB YR-36,55.10
02/01/2026,ES,FTB D Sa03Jan-26,88.43
02/01/2026,ES,FTB D Su04Jan-26,97.76
02/01/2026,ES,FTB D Mo05Jan-26,77.59
02/01/2026,ES,FTB D Tu06Jan-26,80.04
02/01/2026,ES,FTB D We07Jan-26,78.95
02/01/2026,ES,FTB D Th08Jan-26,79.05
02/01/2026,ES,FTB D Fr09Jan-26,77.41
02/01/2026,ES,FTB D Sa10Jan-26,69.15
02/01/2026,ES,FTB D Su11Jan-26,62.81
02/01/2026,ES,FTB Wk02-26,75.00
02/01/2026,ES,FTB Wk03-26,75.75
02/01/2026,ES,FTB Wk04-26,75.75
02/01/2026,ES,FTB Wk05-26,74.94
02/01/2026,ES,FTB M Feb-26,60.10
02/01/2026,ES,FTB M Mar-26,46.40
02/01/2026,ES,FTB M Apr-26,31.85
02/01/2026,ES,FTB M May-26,30.90
02/01/2026,ES,FTB M Jun-26,53.00
02/01/2026,ES,FTB M Jul-26,60.50
02/01/2026,ES,FTB Q2-26,38.50
02/01/2026,ES,FTB Q3-26,60.50
02/01/2026,ES,FTB Q4-26,66.30
02/01/2026,ES,FTB Q1-27,60.00
02/01/2026,ES,FTB Q2-27,30.90
02/01/2026,ES,FTB Q3-27,57.87
02/01/2026,ES,FTB Q4-27,63.74
02/01/2026,ES,FTB YR-27,53.15
02/01/2026,ES,FTB YR-28,54.15
02/01/2026,ES,FTB YR-29,54.00
02/01/2026,ES,FTB YR-30,54.00
02/01/2026,ES,FTB YR-31,54.00
02/01/2026,ES,FTB YR-32,54.00
02/01/2026,ES,FTB YR-33,54.00
02/01/2026,ES,FTB YR-34,54.00
02/01/2026,ES,FTB YR-35,54.00
02/01/2026,ES,FTB YR-36,54.00
05/01/2026,PT,FPB D Tu06Jan-26,63.07
05/01/2026,PT,FPB D We07Jan-26,79.40
05/01/2026,PT,FPB D Th08Jan-26,79.50
05/01/2026,PT,FPB D Fr09Jan-26,77.86
05/01/2026,PT,FPB D Sa10Jan-26,69.60
05/01/2026,PT,FPB D Su11Jan-26,63.26
05/01/2026,PT,FPB Wk03-26,64.05
05/01/2026,PT,FPB Wk04-26,64.05
05/01/2026,PT,FPB Wk05-26,64.66
05/01/2026,PT,FPB Wk06-26,58.35
05/01/2026,PT,FPB M Feb-26,58.35
05/01/2026,PT,FPB M Mar-26,44.45
05/01/2026,PT,FPB M Apr-26,30.60
05/01/2026,PT,FPB M May-26,29.90
05/01/2026,PT,FPB M Jun-26,51.95
05/01/2026,PT,FPB M Jul-26,60.43
05/01/2026,PT,FPB Q2-26,37.40
05/01/2026,PT,FPB Q3-26,61.18
05/01/2026,PT,FPB Q4-26,66.33
05/01/2026,PT,FPB Q1-27,60.82
05/01/2026,PT,FPB Q2-27,30.81
05/01/2026,PT,FPB Q3-27,57.49
05/01/2026,PT,FPB Q4-27,63.21
05/01/2026,PT,FPB YR-27,53.10
05/01/2026,PT,FPB YR-28,53.60
05/01/2026,PT,FPB YR-29,54.25
05/01/2026,PT,FPB YR-30,54.25
05/01/2026,PT,FPB YR-31,54.25
05/01/2026,PT,FPB YR-32,54.25
05/01/2026,PT,FPB YR-33,54.25
05/01/2026,PT,FPB YR-34,54.25
05/01/2026,PT,FPB YR-35,54.25
05/01/2026,PT,FPB YR-36,54.25
05/01/2026,ES,FTB D Tu06Jan-26,62.90
05/01/2026,ES,FTB D We07Jan-26,79.31
05/01/2026,ES,FTB D Th08Jan-26,79.41
05/01/2026,ES,FTB D Fr09Jan-26,77.77
05/01/2026,ES,FTB D Sa10Jan-26,69.51
05/01/2026,ES,FTB D Su11Jan-26,63.17
05/01/2026,ES,FTB Wk03-26,63.50
05/01/2026,ES,FTB Wk04-26,63.50
05/01/2026,ES,FTB Wk05-26,64.11
05/01/2026,ES,FTB Wk06-26,57.80
05/01/2026,ES,FTB M Feb-26,57.80
05/01/2026,ES,FTB M Mar-26,43.90
05/01/2026,ES,FTB M Apr-26,29.90
05/01/2026,ES,FTB M May-26,29.20
05/01/2026,ES,FTB M Jun-26,51.25
05/01/2026,ES,FTB M Jul-26,58.75
05/01/2026,ES,FTB Q2-26,36.70
05/01/2026,ES,FTB Q3-26,59.50
05/01/2026,ES,FTB Q4-26,64.65
05/01/2026,ES,FTB Q1-27,60.00
05/01/2026,ES,FTB Q2-27,29.97
05/01/2026,ES,FTB Q3-27,56.14
05/01/2026,ES,FTB Q4-27,61.83
05/01/2026,ES,FTB YR-27,52.00
05/01/2026,ES,FTB YR-28,52.50
05/01/2026,ES,FTB YR-29,53.15
05/01/2026,ES,FTB YR-30,53.15
05/01/2026,ES,FTB YR-31,53.15
05/01/2026,ES,FTB YR-32,53.15
05/01/2026,ES,FTB YR-33,53.15
05/01/2026,ES,FTB YR-34,53.15
05/01/2026,ES,FTB YR-35,53.15
05/01/2026,ES,FTB YR-36,53.15
06/01/2026,PT,FPB D We07Jan-26,102.33
06/01/2026,PT,FPB D Th08Jan-26,87.14
06/01/2026,PT,FPB D Fr09Jan-26,85.50
06/01/2026,PT,FPB D Sa10Jan-26,77.24
06/01/2026,PT,FPB D Su11Jan-26,70.90
06/01/2026,PT,FPB Wk03-26,70.75
06/01/2026,PT,FPB Wk04-26,67.55
06/01/2026,PT,FPB Wk05-26,67.76
06/01/2026,PT,FPB Wk06-26,59.05
06/01/2026,PT,FPB M Feb-26,59.05
06/01/2026,PT,FPB M Mar-26,43.65
06/01/2026,PT,FPB M Apr-26,30.40
06/01/2026,PT,FPB M May-26,30.20
06/01/2026,PT,FPB M Jun-26,51.54
06/01/2026,PT,FPB M Jul-26,60.25
06/01/2026,PT,FPB Q2-26,37.30
06/01/2026,PT,FPB Q3-26,61.00
06/01/2026,PT,FPB Q4-26,65.85
06/01/2026,PT,FPB Q1-27,60.71
06/01/2026,PT,FPB Q2-27,30.83
06/01/2026,PT,FPB Q3-27,56.87
06/01/2026,PT,FPB Q4-27,62.53
06/01/2026,PT,FPB YR-27,52.75
06/01/2026,PT,FPB YR-28,53.20
06/01/2026,PT,FPB YR-29,53.75
06/01/2026,PT,FPB YR-30,53.75
06/01/2026,PT,FPB YR-31,53.75
06/01/2026,PT,FPB YR-32,53.75
06/01/2026,PT,FPB YR-33,53.75
06/01/2026,PT,FPB YR-34,53.75
06/01/2026,PT,FPB YR-35,53.75
06/01/2026,PT,FPB YR-36,53.75
06/01/2026,ES,FTB D We07Jan-26,102.33
06/01/2026,ES,FTB D Th08Jan-26,87.08
06/01/2026,ES,FTB D Fr09Jan-26,85.44
06/01/2026,ES,FTB D Sa10Jan-26,77.18
06/01/2026,ES,FTB D Su11Jan-26,70.84
06/01/2026,ES,FTB Wk03-26,70.20
06/01/2026,ES,FTB Wk04-26,67.00
06/01/2026,ES,FTB Wk05-26,67.21
06/01/2026,ES,FTB Wk06-26,58.50
06/01/2026,ES,FTB M Feb-26,58.50
06/01/2026,ES,FTB M Mar-26,43.10
06/01/2026,ES,FTB M Apr-26,29.70
06/01/2026,ES,FTB M May-26,29.50
06/01/2026,ES,FTB M Jun-26,50.84
06/01/2026,ES,FTB M Jul-26,58.70
06/01/2026,ES,FTB Q2-26,36.60
06/01/2026,ES,FTB Q3-26,59.45
06/01/2026,ES,FTB Q4-26,64.85
06/01/2026,ES,FTB Q1-27,59.71
06/01/2026,ES,FTB Q2-27,29.83
06/01/2026,ES,FTB Q3-27,55.87
06/01/2026,ES,FTB Q4-27,61.53
06/01/2026,ES,FTB YR-27,51.75
06/01/2026,ES,FTB YR-28,52.20
06/01/2026,ES,FTB YR-29,52.75
06/01/2026,ES,FTB YR-30,52.75
06/01/2026,ES,FTB YR-31,52.75
06/01/2026,ES,FTB YR-32,52.75
06/01/2026,ES,FTB YR-33,52.75
06/01/2026,ES,FTB YR-34,52.75
06/01/2026,ES,FTB YR-35,52.75
06/01/2026,ES,FTB YR-36,52.75
07/01/2026,PT,FPB D Th08Jan-26,81.79
07/01/2026,PT,FPB D Fr09Jan-26,84.17
07/01/2026,PT,FPB D Sa10Jan-26,75.91
07/01/2026,PT,FPB D Su11Jan-26,69.57
07/01/2026,PT,FPB Wk03-26,73.80
07/01/2026,PT,FPB Wk04-26,65.55
07/01/2026,PT,FPB Wk05-26,66.22
07/01/2026,PT,FPB Wk06-26,60.30
07/01/2026,PT,FPB M Feb-26,60.30
07/01/2026,PT,FPB M Mar-26,43.70
07/01/2026,PT,FPB M Apr-26,30.95
07/01/2026,PT,FPB M May-26,29.95
07/01/2026,PT,FPB M Jun-26,51.85
07/01/2026,PT,FPB M Jul-26,60.80
07/01/2026,PT,FPB Q2-26,37.50
07/01/2026,PT,FPB Q3-26,61.55
07/01/2026,PT,FPB Q4-26,66.00
07/01/2026,PT,FPB Q1-27,61.06
07/01/2026,PT,FPB Q2-27,31.00
07/01/2026,PT,FPB Q3-27,57.19
07/01/2026,PT,FPB Q4-27,62.89
07/01/2026,PT,FPB YR-27,53.05
07/01/2026,PT,FPB YR-28,53.60
07/01/2026,PT,FPB YR-29,53.50
07/01/2026,PT,FPB YR-30,53.40
07/01/2026,PT,FPB YR-31,53.40
07/01/2026,PT,FPB YR-32,53.40
07/01/2026,PT,FPB YR-33,53.40
07/01/2026,PT,FPB YR-34,53.40
07/01/2026,PT,FPB YR-35,53.40
07/01/2026,PT,FPB YR-36,53.40
07/01/2026,ES,FTB D Th08Jan-26,81.38
07/01/2026,ES,FTB D Fr09Jan-26,84.02
07/01/2026,ES,FTB D Sa10Jan-26,75.76
07/01/2026,ES,FTB D Su11Jan-26,69.42
07/01/2026,ES,FTB Wk03-26,73.25
07/01/2026,ES,FTB Wk04-26,65.00
07/01/2026,ES,FTB Wk05-26,65.67
07/01/2026,ES,FTB Wk06-26,59.75
07/01/2026,ES,FTB M Feb-26,59.75
07/01/2026,ES,FTB M Mar-26,43.15
07/01/2026,ES,FTB M Apr-26,30.25
07/01/2026,ES,FTB M May-26,29.25
07/01/2026,ES,FTB M Jun-26,51.15
07/01/2026,ES,FTB M Jul-26,59.25
07/01/2026,ES,FTB Q2-26,36.80
07/01/2026,ES,FTB Q3-26,60.00
07/01/2026,ES,FTB Q4-26,65.00
07/01/2026,ES,FTB Q1-27,60.06
07/01/2026,ES,FTB Q2-27,30.00
07/01/2026,ES,FTB Q3-27,56.19
07/01/2026,ES,FTB Q4-27,61.89
07/01/2026,ES,FTB YR-27,52.05
07/01/2026,ES,FTB YR-28,52.60
07/01/2026,ES,FTB YR-29,52.50
07/01/2026,ES,FTB YR-30,52.40
07/01/2026,ES,FTB YR-31,52.40
07/01/2026,ES,FTB YR-32,52.40
07/01/2026,ES,FTB YR-33,52.40
07/01/2026,ES,FTB YR-34,52.40
07/01/2026,ES,FTB YR-35,52.40
07/01/2026,ES,FTB YR-36,52.40
08/01/2026,PT,FPB D Fr09Jan-26,53.43
08/01/2026,PT,FPB D Sa10Jan-26,69.75
08/01/2026,PT,FPB D Su11Jan-26,63.41
08/01/2026,PT,FPB Wk03-26,74.55
08/01/2026,PT,FPB Wk04-26,65.55
08/01/2026,PT,FPB Wk05-26,66.15
08/01/2026,PT,FPB Wk06-26,59.80
08/01/2026,PT,FPB M Feb-26,59.80
08/01/2026,PT,FPB M Mar-26,43.55
08/01/2026,PT,FPB M Apr-26,30.95
08/01/2026,PT,FPB M May-26,29.49
08/01/2026,PT,FPB M Jun-26,51.87
08/01/2026,PT,FPB M Jul-26,60.75
08/01/2026,PT,FPB Q2-26,37.35
08/01/2026,PT,FPB Q3-26,61.50
08/01/2026,PT,FPB Q4-26,65.80
08/01/2026,PT,FPB Q1-27,61.00
08/01/2026,PT,FPB Q2-27,30.97
08/01/2026,PT,FPB Q3-27,57.14
08/01/2026,PT,FPB Q4-27,62.83
08/01/2026,PT,FPB YR-27,53.00
08/01/2026,PT,FPB YR-28,53.50
08/01/2026,PT,FPB YR-29,53.50
08/01/2026,PT,FPB YR-30,53.40
08/01/2026,PT,FPB YR-31,53.40
08/01/2026,PT,FPB YR-32,53.40
08/01/2026,PT,FPB YR-33,53.40
08/01/2026,PT,FPB YR-34,53.40
08/01/2026,PT,FPB YR-35,53.40
08/01/2026,PT,FPB YR-36,53.40
08/01/2026,ES,FTB D Fr09Jan-26,53.40
08/01/2026,ES,FTB D Sa10Jan-26,69.63
08/01/2026,ES,FTB D Su11Jan-26,63.29
08/01/2026,ES,FTB Wk03-26,74.00
08/01/2026,ES,FTB Wk04-26,65.00
08/01/2026,ES,FTB Wk05-26,65.60
08/01/2026,ES,FTB Wk06-26,59.25
08/01/2026,ES,FTB M Feb-26,59.25
08/01/2026,ES,FTB M Mar-26,43.00
08/01/2026,ES,FTB M Apr-26,30.25
08/01/2026,ES,FTB M May-26,28.79
08/01/2026,ES,FTB M Jun-26,51.17
08/01/2026,ES,FTB M Jul-26,59.20
08/01/2026,ES,FTB Q2-26,36.65
08/01/2026,ES,FTB Q3-26,59.95
08/01/2026,ES,FTB Q4-26,64.80
08/01/2026,ES,FTB Q1-27,60.00
08/01/2026,ES,FTB Q2-27,29.97
08/01/2026,ES,FTB Q3-27,56.14
08/01/2026,ES,FTB Q4-27,61.83
08/01/2026,ES,FTB YR-27,52.00
08/01/2026,ES,FTB YR-28,52.50
08/01/2026,ES,FTB YR-29,52.50
08/01/2026,ES,FTB YR-30,52.40
08/01/2026,ES,FTB YR-31,52.40
08/01/2026,ES,FTB YR-32,52.40
08/01/2026,ES,FTB YR-33,52.40
08/01/2026,ES,FTB YR-34,52.40
08/01/2026,ES,FTB YR-35,52.40
08/01/2026,ES,FTB YR-36,52.40
09/01/2026,PT,FPB D Sa10Jan-26,73.23
09/01/2026,PT,FPB D Su11Jan-26,57.27
09/01/2026,PT,FPB D Mo12Jan-26,80.23
09/01/2026,PT,FPB D Tu13Jan-26,82.24
09/01/2026,PT,FPB D We14Jan-26,81.25
09/01/2026,PT,FPB D Th15Jan-26,81.83
09/01/2026,PT,FPB D Fr16Jan-26,79.99
09/01/2026,PT,FPB D Sa17Jan-26,71.56
09/01/2026,PT,FPB D Su18Jan-26,65.75
09/01/2026,PT,FPB Wk03-26,77.55
09/01/2026,PT,FPB Wk04-26,68.55
09/01/2026,PT,FPB Wk05-26,69.16
09/01/2026,PT,FPB Wk06-26,62.90
09/01/2026,PT,FPB M Feb-26,62.90
09/01/2026,PT,FPB M Mar-26,43.85
09/01/2026,PT,FPB M Apr-26,31.45
09/01/2026,PT,FPB M May-26,29.70
09/01/2026,PT,FPB M Jun-26,51.61
09/01/2026,PT,FPB M Jul-26,60.95
09/01/2026,PT,FPB Q2-26,37.50
09/01/2026,PT,FPB Q3-26,61.70
09/01/2026,PT,FPB Q4-26,66.05
09/01/2026,PT,FPB Q1-27,59.95
09/01/2026,PT,FPB Q2-27,31.22
09/01/2026,PT,FPB Q3-27,57.60
09/01/2026,PT,FPB Q4-27,63.34
09/01/2026,PT,FPB YR-27,53.05
09/01/2026,PT,FPB YR-28,53.75
09/01/2026,PT,FPB YR-29,53.50
09/01/2026,PT,FPB YR-30,53.40
09/01/2026,PT,FPB YR-31,53.40
09/01/2026,PT,FPB YR-32,53.40
09/01/2026,PT,FPB YR-33,53.40
09/01/2026,PT,FPB YR-34,53.40
09/01/2026,PT,FPB YR-35,53.40
09/01/2026,PT,FPB YR-36,53.40
09/01/2026,ES,FTB D Sa10Jan-26,73.23
09/01/2026,ES,FTB D Su11Jan-26,57.27
09/01/2026,ES,FTB D Mo12Jan-26,79.66
09/01/2026,ES,FTB D Tu13Jan-26,82.17
09/01/2026,ES,FTB D We14Jan-26,81.05
09/01/2026,ES,FTB D Th15Jan-26,81.16
09/01/2026,ES,FTB D Fr16Jan-26,79.47
09/01/2026,ES,FTB D Sa17Jan-26,70.99
09/01/2026,ES,FTB D Su18Jan-26,64.49
09/01/2026,ES,FTB Wk03-26,77.00
09/01/2026,ES,FTB Wk04-26,68.00
09/01/2026,ES,FTB Wk05-26,68.61
09/01/2026,ES,FTB Wk06-26,62.35
09/01/2026,ES,FTB M Feb-26,62.35
09/01/2026,ES,FTB M Mar-26,43.30
09/01/2026,ES,FTB M Apr-26,30.75
09/01/2026,ES,FTB M May-26,29.00
09/01/2026,ES,FTB M Jun-26,50.91
09/01/2026,ES,FTB M Jul-26,59.40
09/01/2026,ES,FTB Q2-26,36.80
09/01/2026,ES,FTB Q3-26,60.15
09/01/2026,ES,FTB Q4-26,65.05
09/01/2026,ES,FTB Q1-27,58.95
09/01/2026,ES,FTB Q2-27,30.22
09/01/2026,ES,FTB Q3-27,56.60
09/01/2026,ES,FTB Q4-27,62.34
09/01/2026,ES,FTB YR-27,52.05
09/01/2026,ES,FTB YR-28,52.75
09/01/2026,ES,FTB YR-29,52.50
09/01/2026,ES,FTB YR-30,52.40
09/01/2026,ES,FTB YR-31,52.40
09/01/2026,ES,FTB YR-32,52.40
09/01/2026,ES,FTB YR-33,52.40
09/01/2026,ES,FTB YR-34,52.40
09/01/2026,ES,FTB YR-35,52.40
09/01/2026,ES,FTB YR-36,52.40
12/01/2026,PT,FPB D Tu13Jan-26,95.69
12/01/2026,PT,FPB D We14Jan-26,92.24
12/01/2026,PT,FPB D Th15Jan-26,92.35
12/01/2026,PT,FPB D Fr16Jan-26,90.66
12/01/2026,PT,FPB D Sa17Jan-26,82.18
12/01/2026,PT,FPB D Su18Jan-26,75.68
12/01/2026,PT,FPB Wk04-26,92.63
12/01/2026,PT,FPB Wk05-26,91.13
12/01/2026,PT,FPB Wk06-26,68.83
12/01/2026,PT,FPB Wk07-26,68.83
12/01/2026,PT,FPB M Feb-26,68.83
12/01/2026,PT,FPB M Mar-26,45.43
12/01/2026,PT,FPB M Apr-26,33.43
12/01/2026,PT,FPB M May-26,30.47
12/01/2026,PT,FPB M Jun-26,52.17
12/01/2026,PT,FPB M Jul-26,62.55
12/01/2026,PT,FPB Q2-26,38.60
12/01/2026,PT,FPB Q3-26,62.35
12/01/2026,PT,FPB Q4-26,66.15
12/01/2026,PT,FPB Q1-27,60.65
12/01/2026,PT,FPB Q2-27,31.85
12/01/2026,PT,FPB Q3-27,58.68
12/01/2026,PT,FPB Q4-27,63.92
12/01/2026,PT,FPB YR-27,53.80
12/01/2026,PT,FPB YR-28,54.20
12/01/2026,PT,FPB YR-29,55.00
12/01/2026,PT,FPB YR-30,54.00
12/01/2026,PT,FPB YR-31,54.00
12/01/2026,PT,FPB YR-32,54.00
12/01/2026,PT,FPB YR-33,54.00
12/01/2026,PT,FPB YR-34,54.00
12/01/2026,PT,FPB YR-35,54.00
12/01/2026,PT,FPB YR-36,54.00
12/01/2026,ES,FTB D Tu13Jan-26,95.69
12/01/2026,ES,FTB D We14Jan-26,92.24
12/01/2026,ES,FTB D Th15Jan-26,92.35
12/01/2026,ES,FTB D Fr16Jan-26,90.66
12/01/2026,ES,FTB D Sa17Jan-26,82.18
12/01/2026,ES,FTB D Su18Jan-26,75.68
12/01/2026,ES,FTB Wk04-26,92.00
12/01/2026,ES,FTB Wk05-26,90.50
12/01/2026,ES,FTB Wk06-26,68.20
12/01/2026,ES,FTB Wk07-26,68.20
12/01/2026,ES,FTB M Feb-26,68.20
12/01/2026,ES,FTB M Mar-26,45.00
12/01/2026,ES,FTB M Apr-26,32.69
12/01/2026,ES,FTB M May-26,29.19
12/01/2026,ES,FTB M Jun-26,50.90
12/01/2026,ES,FTB M Jul-26,61.00
12/01/2026,ES,FTB Q2-26,37.50
12/01/2026,ES,FTB Q3-26,61.25
12/01/2026,ES,FTB Q4-26,65.65
12/01/2026,ES,FTB Q1-27,59.75
12/01/2026,ES,FTB Q2-27,30.67
12/01/2026,ES,FTB Q3-27,57.43
12/01/2026,ES,FTB Q4-27,63.26
12/01/2026,ES,FTB YR-27,52.80
12/01/2026,ES,FTB YR-28,53.20
12/01/2026,ES,FTB YR-29,54.00
12/01/2026,ES,FTB YR-30,53.00
12/01/2026,ES,FTB YR-31,53.00
12/01/2026,ES,FTB YR-32,53.00
12/01/2026,ES,FTB YR-33,53.00
12/01/2026,ES,FTB YR-34,53.00
12/01/2026,ES,FTB YR-35,53.00
12/01/2026,ES,FTB YR-36,53.00
13/01/2026,PT,FPB D We14Jan-26,117.77
13/01/2026,PT,FPB D Th15Jan-26,102.74
13/01/2026,PT,FPB D Fr16Jan-26,102.74
13/01/2026,PT,FPB D Sa17Jan-26,91.78
13/01/2026,PT,FPB D Su18Jan-26,85.28
13/01/2026,PT,FPB Wk04-26,100.55
13/01/2026,PT,FPB Wk05-26,89.63
13/01/2026,PT,FPB Wk06-26,71.53
13/01/2026,PT,FPB Wk07-26,71.53
13/01/2026,PT,FPB M Feb-26,71.53
13/01/2026,PT,FPB M Mar-26,47.23
13/01/2026,PT,FPB M Apr-26,34.65
13/01/2026,PT,FPB M May-26,31.03
13/01/2026,PT,FPB M Jun-26,52.65
13/01/2026,PT,FPB M Jul-26,63.45
13/01/2026,PT,FPB Q2-26,39.35
13/01/2026,PT,FPB Q3-26,63.25
13/01/2026,PT,FPB Q4-26,67.00
13/01/2026,PT,FPB Q1-27,61.10
13/01/2026,PT,FPB Q2-27,32.29
13/01/2026,PT,FPB Q3-27,59.49
13/01/2026,PT,FPB Q4-27,64.81
13/01/2026,PT,FPB YR-27,54.45
13/01/2026,PT,FPB YR-28,55.50
13/01/2026,PT,FPB YR-29,55.50
13/01/2026,PT,FPB YR-30,54.50
13/01/2026,PT,FPB YR-31,54.50
13/01/2026,PT,FPB YR-32,54.50
13/01/2026,PT,FPB YR-33,54.50
13/01/2026,PT,FPB YR-34,54.50
13/01/2026,PT,FPB YR-35,54.50
13/01/2026,PT,FPB YR-36,54.50
13/01/2026,ES,FTB D We14Jan-26,115.54
13/01/2026,ES,FTB D Th15Jan-26,102.00
13/01/2026,ES,FTB D Fr16Jan-26,102.00
13/01/2026,ES,FTB D Sa17Jan-26,91.04
13/01/2026,ES,FTB D Su18Jan-26,84.54
13/01/2026,ES,FTB Wk04-26,100.50
13/01/2026,ES,FTB Wk05-26,89.00
13/01/2026,ES,FTB Wk06-26,70.90
13/01/2026,ES,FTB Wk07-26,70.90
13/01/2026,ES,FTB M Feb-26,70.90
13/01/2026,ES,FTB M Mar-26,46.80
13/01/2026,ES,FTB M Apr-26,33.90
13/01/2026,ES,FTB M May-26,29.75
13/01/2026,ES,FTB M Jun-26,51.38
13/01/2026,ES,FTB M Jul-26,61.90
13/01/2026,ES,FTB Q2-26,38.25
13/01/2026,ES,FTB Q3-26,62.15
13/01/2026,ES,FTB Q4-26,66.50
13/01/2026,ES,FTB Q1-27,60.20
13/01/2026,ES,FTB Q2-27,31.11
13/01/2026,ES,FTB Q3-27,58.24
13/01/2026,ES,FTB Q4-27,64.15
13/01/2026,ES,FTB YR-27,53.45
13/01/2026,ES,FTB YR-28,54.50
13/01/2026,ES,FTB YR-29,54.50
13/01/2026,ES,FTB YR-30,53.50
13/01/2026,ES,FTB YR-31,53.50
13/01/2026,ES,FTB YR-32,53.50
13/01/2026,ES,FTB YR-33,53.50
13/01/2026,ES,FTB YR-34,53.50
13/01/2026,ES,FTB YR-35,53.50
13/01/2026,ES,FTB YR-36,53.50
14/01/2026,PT,FPB D Th15Jan-26,106.41
14/01/2026,PT,FPB D Fr16Jan-26,100.56
14/01/2026,PT,FPB D Sa17Jan-26,108.91
14/01/2026,PT,FPB D Su18Jan-26,101.21
14/01/2026,PT,FPB Wk04-26,101.13
14/01/2026,PT,FPB Wk05-26,89.68
14/01/2026,PT,FPB Wk06-26,71.88
14/01/2026,PT,FPB Wk07-26,71.88
14/01/2026,PT,FPB M Feb-26,71.88
14/01/2026,PT,FPB M Mar-26,50.53
14/01/2026,PT,FPB M Apr-26,34.82
14/01/2026,PT,FPB M May-26,30.28
14/01/2026,PT,FPB M Jun-26,54.01
14/01/2026,PT,FPB M Jul-26,64.55
14/01/2026,PT,FPB Q2-26,39.60
14/01/2026,PT,FPB Q3-26,64.10
14/01/2026,PT,FPB Q4-26,67.70
14/01/2026,PT,FPB Q1-27,61.40
14/01/2026,PT,FPB Q2-27,32.51
14/01/2026,PT,FPB Q3-27,59.91
14/01/2026,PT,FPB Q4-27,65.27
14/01/2026,PT,FPB YR-27,54.80
14/01/2026,PT,FPB YR-28,56.00
14/01/2026,PT,FPB YR-29,55.50
14/01/2026,PT,FPB YR-30,54.50
14/01/2026,PT,FPB YR-31,54.50
14/01/2026,PT,FPB YR-32,54.50
14/01/2026,PT,FPB YR-33,54.50
14/01/2026,PT,FPB YR-34,54.50
14/01/2026,PT,FPB YR-35,54.50
14/01/2026,PT,FPB YR-36,54.50
14/01/2026,ES,FTB D Th15Jan-26,106.41
14/01/2026,ES,FTB D Fr16Jan-26,100.00
14/01/2026,ES,FTB D Sa17Jan-26,108.35
14/01/2026,ES,FTB D Su18Jan-26,100.65
14/01/2026,ES,FTB Wk04-26,100.50
14/01/2026,ES,FTB Wk05-26,89.05
14/01/2026,ES,FTB Wk06-26,71.25
14/01/2026,ES,FTB Wk07-26,71.25
14/01/2026,ES,FTB M Feb-26,71.25
14/01/2026,ES,FTB M Mar-26,50.10
14/01/2026,ES,FTB M Apr-26,34.08
14/01/2026,ES,FTB M May-26,29.00
14/01/2026,ES,FTB M Jun-26,52.74
14/01/2026,ES,FTB M Jul-26,63.00
14/01/2026,ES,FTB Q2-26,38.50
14/01/2026,ES,FTB Q3-26,63.00
14/01/2026,ES,FTB Q4-26,67.20
14/01/2026,ES,FTB Q1-27,60.50
14/01/2026,ES,FTB Q2-27,31.33
14/01/2026,ES,FTB Q3-27,58.66
14/01/2026,ES,FTB Q4-27,64.61
14/01/2026,ES,FTB YR-27,53.80
14/01/2026,ES,FTB YR-28,55.00
14/01/2026,ES,FTB YR-29,54.50
14/01/2026,ES,FTB YR-30,53.50
14/01/2026,ES,FTB YR-31,53.50
14/01/2026,ES,FTB YR-32,53.50
14/01/2026,ES,FTB YR-33,53.50
14/01/2026,ES,FTB YR-34,53.50
14/01/2026,ES,FTB YR-35,53.50
14/01/2026,ES,FTB YR-36,53.50
15/01/2026,PT,FPB D Fr16Jan-26,118.99
