Data,Zona,Contrato,Valor
17/12/2025,ES,FTB YR-33,55.30
17/12/2025,ES,FTB YR-34,55.30
17/12/2025,ES,FTB YR-35,55.30
18/12/2025,PT,FPB D Fr19Dec-25,102.76
18/12/2025,PT,FPB D Sa20Dec-25,76.86
18/12/2025,PT,FPB D Su21Dec-25,71.14
18/12/2025,PT,FPB Wk52-25,65.35
18/12/2025,PT,FPB Wk01-26,66.70
18/12/2025,PT,FPB Wk02-26,69.75
18/12/2025,PT,FPB Wk03-26,69.75
18/12/2025,PT,FPB M Jan-26,69.74
18/12/2025,PT,FPB M Feb-26,59.84
18/12/2025,PT,FPB M Mar-26,46.44
18/12/2025,PT,FPB M Apr-26,32.44
18/12/2025,PT,FPB M May-26,32.15
18/12/2025,PT,FPB M Jun-26,52.30
18/12/2025,PT,FPB Q1-26,58.64
18/12/2025,PT,FPB Q2-26,38.89
18/12/2025,PT,FPB Q3-26,63.71
18/12/2025,PT,FPB Q4-26,68.77
18/12/2025,PT,FPB Q1-27,64.30
18/12/2025,PT,FPB Q2-27,32.84
18/12/2025,PT,FPB Q3-27,60.59
18/12/2025,PT,FPB YR-26,57.55
18/12/2025,PT,FPB YR-27,55.80
18/12/2025,PT,FPB YR-28,57.37
18/12/2025,PT,FPB YR-29,56.92
18/12/2025,PT,FPB YR-30,56.66
18/12/2025,PT,FPB YR-31,56.40
18/12/2025,PT,FPB YR-32,56.40
18/12/2025,PT,FPB YR-33,56.40
18/12/2025,PT,FPB YR-34,56.40
18/12/2025,PT,FPB YR-35,56.40
18/12/2025,ES,FTB D Fr19Dec-25,102.76
18/12/2025,ES,FTB D Sa20Dec-25,76.86
18/12/2025,ES,FTB D Su21Dec-25,71.14
18/12/2025,ES,FTB Wk52-25,65.00
18/12/2025,ES,FTB Wk01-26,66.15
18/12/2025,ES,FTB Wk02-26,69.20
18/12/2025,ES,FTB Wk03-26,69.20
18/12/2025,ES,FTB M Jan-26,69.20
18/12/2025,ES,FTB M Feb-26,59.30
18/12/2025,ES,FTB M Mar-26,45.90
18/12/2025,ES,FTB M Apr-26,31.75
18/12/2025,ES,FTB M May-26,31.46
18/12/2025,ES,FTB M Jun-26,51.62
18/12/2025,ES,FTB Q1-26,58.10
18/12/2025,ES,FTB Q2-26,38.20
18/12/2025,ES,FTB Q3-26,62.04
18/12/2025,ES,FTB Q4-26,67.10
18/12/2025,ES,FTB Q1-27,63.75
18/12/2025,ES,FTB Q2-27,32.14
18/12/2025,ES,FTB Q3-27,59.49
18/12/2025,ES,FTB YR-26,56.40
18/12/2025,ES,FTB YR-27,54.70
18/12/2025,ES,FTB YR-28,56.27
18/12/2025,ES,FTB YR-29,55.82
18/12/2025,ES,FTB YR-30,55.56
18/12/2025,ES,FTB YR-31,55.30
18/12/2025,ES,FTB YR-32,55.30
18/12/2025,ES,FTB YR-33,55.30
18/12/2025,ES,FTB YR-34,55.30
18/12/2025,ES,FTB YR-35,55.30
19/12/2025,PT,FPB D Sa20Dec-25,70.77
19/12/2025,PT,FPB D Su21Dec-25,71.15
19/12/2025,PT,FPB D Mo22Dec-25,68.64
19/12/2025,PT,FPB D Tu23Dec-25,70.36
19/12/2025,PT,FPB D We24Dec-25,69.51
19/12/2025,PT,FPB D Th25Dec-25,70.02
19/12/2025,PT,FPB D Fr26Dec-25,68.43
19/12/2025,PT,FPB D Sa27Dec-25,61.23
19/12/2025,PT,FPB D Su28Dec-25,56.25
19/12/2025,PT,FPB Wk52-25,66.35
19/12/2025,PT,FPB Wk01-26,67.87
19/12/2025,PT,FPB Wk02-26,71.05
19/12/2025,PT,FPB Wk03-26,71.05
19/12/2025,PT,FPB M Jan-26,71.05
19/12/2025,PT,FPB M Feb-26,59.53
19/12/2025,PT,FPB M Mar-26,46.89
19/12/2025,PT,FPB M Apr-26,32.09
19/12/2025,PT,FPB M May-26,31.49
19/12/2025,PT,FPB M Jun-26,53.67
19/12/2025,PT,FPB Q1-26,59.15
19/12/2025,PT,FPB Q2-26,39.00
19/12/2025,PT,FPB Q3-26,64.18
19/12/2025,PT,FPB Q4-26,69.18
19/12/2025,PT,FPB Q1-27,64.30
19/12/2025,PT,FPB Q2-27,32.99
19/12/2025,PT,FPB Q3-27,60.74
19/12/2025,PT,FPB YR-26,57.92
19/12/2025,PT,FPB YR-27,55.95
19/12/2025,PT,FPB YR-28,56.40
19/12/2025,PT,FPB YR-29,56.40
19/12/2025,PT,FPB YR-30,56.40
19/12/2025,PT,FPB YR-31,56.40
19/12/2025,PT,FPB YR-32,56.40
19/12/2025,PT,FPB YR-33,56.40
19/12/2025,PT,FPB YR-34,56.40
19/12/2025,PT,FPB YR-35,56.40
19/12/2025,ES,FTB D Sa20Dec-25,70.77
19/12/2025,ES,FTB D Su21Dec-25,71.15
19/12/2025,ES,FTB D Mo22Dec-25,68.28
19/12/2025,ES,FTB D Tu23Dec-25,70.43
19/12/2025,ES,FTB D We24Dec-25,69.47
19/12/2025,ES,FTB D Th25Dec-25,69.56
19/12/2025,ES,FTB D Fr26Dec-25,68.12
19/12/2025,ES,FTB D Sa27Dec-25,60.85
19/12/2025,ES,FTB D Su28Dec-25,55.28
19/12/2025,ES,FTB Wk52-25,66.00
19/12/2025,ES,FTB Wk01-26,67.32
19/12/2025,ES,FTB Wk02-26,70.50
19/12/2025,ES,FTB Wk03-26,70.50
19/12/2025,ES,FTB M Jan-26,70.50
19/12/2025,ES,FTB M Feb-26,58.98
19/12/2025,ES,FTB M Mar-26,46.34
19/12/2025,ES,FTB M Apr-26,31.39
19/12/2025,ES,FTB M May-26,30.79
19/12/2025,ES,FTB M Jun-26,52.97
19/12/2025,ES,FTB Q1-26,58.60
19/12/2025,ES,FTB Q2-26,38.30
19/12/2025,ES,FTB Q3-26,62.50
19/12/2025,ES,FTB Q4-26,67.50
19/12/2025,ES,FTB Q1-27,63.75
19/12/2025,ES,FTB Q2-27,32.29
19/12/2025,ES,FTB Q3-27,59.64
19/12/2025,ES,FTB YR-26,56.77
19/12/2025,ES,FTB YR-27,54.85
19/12/2025,ES,FTB YR-28,55.30
19/12/2025,ES,FTB YR-29,55.30
19/12/2025,ES,FTB YR-30,55.30
19/12/2025,ES,FTB YR-31,55.30
19/12/2025,ES,FTB YR-32,55.30
19/12/2025,ES,FTB YR-33,55.30
19/12/2025,ES,FTB YR-34,55.30
19/12/2025,ES,FTB YR-35,55.30
22/12/2025,PT,FPB D Tu23Dec-25,77.91
22/12/2025,PT,FPB D We24Dec-25,69.47
22/12/2025,PT,FPB D Th25Dec-25,69.56
22/12/2025,PT,FPB D Fr26Dec-25,73.02
22/12/2025,PT,FPB D Sa27Dec-25,65.75
22/12/2025,PT,FPB D Su28Dec-25,60.18
22/12/2025,PT,FPB Wk01-26,67.97
22/12/2025,PT,FPB Wk02-26,71.15
22/12/2025,PT,FPB Wk03-26,71.15
22/12/2025,PT,FPB Wk04-26,71.15
22/12/2025,PT,FPB M Jan-26,71.14
22/12/2025,PT,FPB M Feb-26,59.64
22/12/2025,PT,FPB M Mar-26,47.54
22/12/2025,PT,FPB M Apr-26,32.15
22/12/2025,PT,FPB M May-26,30.86
22/12/2025,PT,FPB M Jun-26,52.90
22/12/2025,PT,FPB Q1-26,59.44
22/12/2025,PT,FPB Q2-26,38.55
22/12/2025,PT,FPB Q3-26,63.17
22/12/2025,PT,FPB Q4-26,68.67
22/12/2025,PT,FPB Q1-27,64.00
22/12/2025,PT,FPB Q2-27,32.69
22/12/2025,PT,FPB Q3-27,60.44
22/12/2025,PT,FPB YR-26,57.50
22/12/2025,PT,FPB YR-27,55.65
22/12/2025,PT,FPB YR-28,56.40
22/12/2025,PT,FPB YR-29,56.40
22/12/2025,PT,FPB YR-30,56.40
22/12/2025,PT,FPB YR-31,56.40
22/12/2025,PT,FPB YR-32,56.40
22/12/2025,PT,FPB YR-33,56.40
22/12/2025,PT,FPB YR-34,56.40
22/12/2025,PT,FPB YR-35,56.40
22/12/2025,ES,FTB D Tu23Dec-25,77.91
22/12/2025,ES,FTB D We24Dec-25,69.47
22/12/2025,ES,FTB D Th25Dec-25,69.56
22/12/2025,ES,FTB D Fr26Dec-25,73.02
22/12/2025,ES,FTB D Sa27Dec-25,65.75
22/12/2025,ES,FTB D Su28Dec-25,60.18
22/12/2025,ES,FTB Wk01-26,67.42
22/12/2025,ES,FTB Wk02-26,70.60
22/12/2025,ES,FTB Wk03-26,70.60
22/12/2025,ES,FTB Wk04-26,70.60
22/12/2025,ES,FTB M Jan-26,70.60
22/12/2025,ES,FTB M Feb-26,59.10
22/12/2025,ES,FTB M Mar-26,47.00
22/12/2025,ES,FTB M Apr-26,31.45
22/12/2025,ES,FTB M May-26,30.16
22/12/2025,ES,FTB M Jun-26,52.20
22/12/2025,ES,FTB Q1-26,58.90
22/12/2025,ES,FTB Q2-26,37.85
22/12/2025,ES,FTB Q3-26,61.50
22/12/2025,ES,FTB Q4-26,67.00
22/12/2025,ES,FTB Q1-27,63.45
22/12/2025,ES,FTB Q2-27,31.99
22/12/2025,ES,FTB Q3-27,59.34
22/12/2025,ES,FTB YR-26,56.35
22/12/2025,ES,FTB YR-27,54.55
22/12/2025,ES,FTB YR-28,55.30
22/12/2025,ES,FTB YR-29,55.30
22/12/2025,ES,FTB YR-30,55.30
22/12/2025,ES,FTB YR-31,55.30
22/12/2025,ES,FTB YR-32,55.30
22/12/2025,ES,FTB YR-33,55.30
22/12/2025,ES,FTB YR-34,55.30
22/12/2025,ES,FTB YR-35,55.30
23/12/2025,PT,FPB D We24Dec-25,40.64
23/12/2025,PT,FPB D Th25Dec-25,63.22
23/12/2025,PT,FPB D Fr26Dec-25,73.02
23/12/2025,PT,FPB D Sa27Dec-25,65.75
23/12/2025,PT,FPB D Su28Dec-25,60.19
23/12/2025,PT,FPB Wk01-26,70.55
23/12/2025,PT,FPB Wk02-26,73.55
23/12/2025,PT,FPB Wk03-26,73.55
23/12/2025,PT,FPB Wk04-26,73.55
23/12/2025,PT,FPB M Jan-26,73.54
23/12/2025,PT,FPB M Feb-26,60.17
23/12/2025,PT,FPB M Mar-26,47.71
23/12/2025,PT,FPB M Apr-26,31.80
23/12/2025,PT,FPB M May-26,31.26
23/12/2025,PT,FPB M Jun-26,53.44
23/12/2025,PT,FPB Q1-26,60.49
23/12/2025,PT,FPB Q2-26,38.75
23/12/2025,PT,FPB Q3-26,62.64
23/12/2025,PT,FPB Q4-26,68.77
23/12/2025,PT,FPB Q1-27,63.70
23/12/2025,PT,FPB Q2-27,32.39
23/12/2025,PT,FPB Q3-27,60.14
23/12/2025,PT,FPB YR-26,57.70
23/12/2025,PT,FPB YR-27,55.35
23/12/2025,PT,FPB YR-28,56.58
23/12/2025,PT,FPB YR-29,56.58
23/12/2025,PT,FPB YR-30,56.58
23/12/2025,PT,FPB YR-31,56.58
23/12/2025,PT,FPB YR-32,56.58
23/12/2025,PT,FPB YR-33,56.58
23/12/2025,PT,FPB YR-34,56.58
23/12/2025,PT,FPB YR-35,56.58
23/12/2025,ES,FTB D We24Dec-25,40.64
23/12/2025,ES,FTB D Th25Dec-25,63.22
23/12/2025,ES,FTB D Fr26Dec-25,73.02
23/12/2025,ES,FTB D Sa27Dec-25,65.75
23/12/2025,ES,FTB D Su28Dec-25,60.19
23/12/2025,ES,FTB Wk01-26,70.00
23/12/2025,ES,FTB Wk02-26,73.00
23/12/2025,ES,FTB Wk03-26,73.00
23/12/2025,ES,FTB Wk04-26,73.00
23/12/2025,ES,FTB M Jan-26,73.00
23/12/2025,ES,FTB M Feb-26,59.63
23/12/2025,ES,FTB M Mar-26,47.17
23/12/2025,ES,FTB M Apr-26,31.10
23/12/2025,ES,FTB M May-26,30.56
23/12/2025,ES,FTB M Jun-26,52.74
23/12/2025,ES,FTB Q1-26,59.95
23/12/2025,ES,FTB Q2-26,38.05
23/12/2025,ES,FTB Q3-26,60.97
23/12/2025,ES,FTB Q4-26,67.10
23/12/2025,ES,FTB Q1-27,63.15
23/12/2025,ES,FTB Q2-27,31.69
23/12/2025,ES,FTB Q3-27,59.04
23/12/2025,ES,FTB YR-26,56.55
23/12/2025,ES,FTB YR-27,54.25
23/12/2025,ES,FTB YR-28,55.48
23/12/2025,ES,FTB YR-29,55.48
23/12/2025,ES,FTB YR-30,55.48
23/12/2025,ES,FTB YR-31,55.48
23/12/2025,ES,FTB YR-32,55.48
23/12/2025,ES,FTB YR-33,55.48
23/12/2025,ES,FTB YR-34,55.48
23/12/2025,ES,FTB YR-35,55.48
24/12/2025,PT,FPB D Th25Dec-25,48.70
24/12/2025,PT,FPB D Fr26Dec-25,73.02
24/12/2025,PT,FPB D Sa27Dec-25,65.75
24/12/2025,PT,FPB D Su28Dec-25,60.19
24/12/2025,PT,FPB D Mo29Dec-25,85.46
24/12/2025,PT,FPB D Tu30Dec-25,87.60
24/12/2025,PT,FPB D We31Dec-25,40.64
24/12/2025,PT,FPB D Th01Jan-26,48.70
24/12/2025,PT,FPB D Fr02Jan-26,85.20
24/12/2025,PT,FPB D Sa03Jan-26,76.22
24/12/2025,PT,FPB D Su04Jan-26,70.04
24/12/2025,PT,FPB Wk01-26,70.55
24/12/2025,PT,FPB Wk02-26,73.55
24/12/2025,PT,FPB Wk03-26,73.55
24/12/2025,PT,FPB Wk04-26,73.55
24/12/2025,PT,FPB M Jan-26,73.54
24/12/2025,PT,FPB M Feb-26,61.08
24/12/2025,PT,FPB M Mar-26,48.43
24/12/2025,PT,FPB M Apr-26,32.13
24/12/2025,PT,FPB M May-26,31.59
24/12/2025,PT,FPB M Jun-26,53.77
24/12/2025,PT,FPB Q1-26,61.02
24/12/2025,PT,FPB Q2-26,39.08
24/12/2025,PT,FPB Q3-26,63.18
24/12/2025,PT,FPB Q4-26,69.36
24/12/2025,PT,FPB Q1-27,63.70
24/12/2025,PT,FPB Q2-27,32.39
24/12/2025,PT,FPB Q3-27,60.14
24/12/2025,PT,FPB YR-26,58.20
24/12/2025,PT,FPB YR-27,55.35
24/12/2025,PT,FPB YR-28,56.58
24/12/2025,PT,FPB YR-29,56.58
24/12/2025,PT,FPB YR-30,56.58
24/12/2025,PT,FPB YR-31,56.58
24/12/2025,PT,FPB YR-32,56.58
24/12/2025,PT,FPB YR-33,56.58
24/12/2025,PT,FPB YR-34,56.58
24/12/2025,PT,FPB YR-35,56.58
24/12/2025,ES,FTB D Th25Dec-25,48.70
24/12/2025,ES,FTB D Fr26Dec-25,73.02
24/12/2025,ES,FTB D Sa27Dec-25,65.75
24/12/2025,ES,FTB D Su28Dec-25,60.19
24/12/2025,ES,FTB D Mo29Dec-25,84.71
24/12/2025,ES,FTB D Tu30Dec-25,87.37
24/12/2025,ES,FTB D We31Dec-25,40.64
24/12/2025,ES,FTB D Th01Jan-26,48.70
24/12/2025,ES,FTB D Fr02Jan-26,84.51
24/12/2025,ES,FTB D Sa03Jan-26,75.49
24/12/2025,ES,FTB D Su04Jan-26,68.58
24/12/2025,ES,FTB Wk01-26,70.00
24/12/2025,ES,FTB Wk02-26,73.00
24/12/2025,ES,FTB Wk03-26,73.00
24/12/2025,ES,FTB Wk04-26,73.00
24/12/2025,ES,FTB M Jan-26,73.00
24/12/2025,ES,FTB M Feb-26,60.54
24/12/2025,ES,FTB M Mar-26,47.89
24/12/2025,ES,FTB M Apr-26,31.44
24/12/2025,ES,FTB M May-26,30.90
24/12/2025,ES,FTB M Jun-26,53.08
24/12/2025,ES,FTB Q1-26,60.48
24/12/2025,ES,FTB Q2-26,38.39
24/12/2025,ES,FTB Q3-26,61.51
24/12/2025,ES,FTB Q4-26,67.69
24/12/2025,ES,FTB Q1-27,63.15
24/12/2025,ES,FTB Q2-27,31.69
24/12/2025,ES,FTB Q3-27,59.04
24/12/2025,ES,FTB YR-26,57.05
24/12/2025,ES,FTB YR-27,54.25
24/12/2025,ES,FTB YR-28,55.48
24/12/2025,ES,FTB YR-29,55.48
24/12/2025,ES,FTB YR-30,55.48
24/12/2025,ES,FTB YR-31,55.48
24/12/2025,ES,FTB YR-32,55.48
24/12/2025,ES,FTB YR-33,55.48
24/12/2025,ES,FTB YR-34,55.48
24/12/2025,ES,FTB YR-35,55.48
29/12/2025,PT,FPB D Tu30Dec-25,91.23
29/12/2025,PT,FPB D We31Dec-25,40.64
29/12/2025,PT,FPB D Th01Jan-26,48.70
29/12/2025,PT,FPB D Fr02Jan-26,97.69
29/12/2025,PT,FPB D Sa03Jan-26,88.67
29/12/2025,PT,FPB D Su04Jan-26,81.76
29/12/2025,PT,FPB Wk02-26,70.55
29/12/2025,PT,FPB Wk03-26,71.30
29/12/2025,PT,FPB Wk04-26,71.30
29/12/2025,PT,FPB Wk05-26,71.30
29/12/2025,PT,FPB M Jan-26,72.46
29/12/2025,PT,FPB M Feb-26,62.32
29/12/2025,PT,FPB M Mar-26,49.30
29/12/2025,PT,FPB M Apr-26,32.68
29/12/2025,PT,FPB M May-26,32.13
29/12/2025,PT,FPB M Jun-26,54.67
29/12/2025,PT,FPB Q1-26,61.33
29/12/2025,PT,FPB Q2-26,39.74
29/12/2025,PT,FPB Q3-26,63.97
29/12/2025,PT,FPB Q4-26,70.00
29/12/2025,PT,FPB Q1-27,63.70
29/12/2025,PT,FPB Q2-27,32.39
29/12/2025,PT,FPB Q3-27,60.14
29/12/2025,PT,FPB YR-26,58.80
29/12/2025,PT,FPB YR-27,55.35
29/12/2025,PT,FPB YR-28,56.58
29/12/2025,PT,FPB YR-29,56.58
29/12/2025,PT,FPB YR-30,56.58
29/12/2025,PT,FPB YR-31,56.58
29/12/2025,PT,FPB YR-32,56.58
29/12/2025,PT,FPB YR-33,56.58
29/12/2025,PT,FPB YR-34,56.58
29/12/2025,PT,FPB YR-35,56.58
29/12/2025,ES,FTB D Tu30Dec-25,91.23
29/12/2025,ES,FTB D We31Dec-25,40.64
29/12/2025,ES,FTB D Th01Jan-26,48.70
29/12/2025,ES,FTB D Fr02Jan-26,97.69
29/12/2025,ES,FTB D Sa03Jan-26,88.67
29/12/2025,ES,FTB D Su04Jan-26,81.76
29/12/2025,ES,FTB Wk02-26,70.00
29/12/2025,ES,FTB Wk03-26,70.75
29/12/2025,ES,FTB Wk04-26,70.75
29/12/2025,ES,FTB Wk05-26,70.75
29/12/2025,ES,FTB M Jan-26,70.75
29/12/2025,ES,FTB M Feb-26,60.77
29/12/2025,ES,FTB M Mar-26,47.96
29/12/2025,ES,FTB M Apr-26,31.45
29/12/2025,ES,FTB M May-26,30.91
29/12/2025,ES,FTB M Jun-26,53.09
29/12/2025,ES,FTB Q1-26,59.80
29/12/2025,ES,FTB Q2-26,38.40
29/12/2025,ES,FTB Q3-26,61.27
29/12/2025,ES,FTB Q4-26,67.20
29/12/2025,ES,FTB Q1-27,63.15
29/12/2025,ES,FTB Q2-27,31.69
29/12/2025,ES,FTB Q3-27,59.04
29/12/2025,ES,FTB YR-26,56.70
29/12/2025,ES,FTB YR-27,54.25
29/12/2025,ES,FTB YR-28,55.48
29/12/2025,ES,FTB YR-29,55.48
29/12/2025,ES,FTB YR-30,55.48
29/12/2025,ES,FTB YR-31,55.48
29/12/2025,ES,FTB YR-32,55.48
29/12/2025,ES,FTB YR-33,55.48
29/12/2025,ES,FTB YR-34,55.48
29/12/2025,ES,FTB YR-35,55.48
30/12/2025,PT,FPB D We31Dec-25,97.82
30/12/2025,PT,FPB D Th01Jan-26,48.70
30/12/2025,PT,FPB D Fr02Jan-26,112.35
30/12/2025,PT,FPB D Sa03Jan-26,103.33
30/12/2025,PT,FPB D Su04Jan-26,96.42
30/12/2025,PT,FPB Wk02-26,70.80
30/12/2025,PT,FPB Wk03-26,71.55
30/12/2025,PT,FPB Wk04-26,71.55
30/12/2025,PT,FPB Wk05-26,71.43
30/12/2025,PT,FPB M Jan-26,71.55
30/12/2025,PT,FPB M Feb-26,60.70
30/12/2025,PT,FPB M Mar-26,48.05
30/12/2025,PT,FPB M Apr-26,31.95
30/12/2025,PT,FPB M May-26,31.41
30/12/2025,PT,FPB M Jun-26,53.59
30/12/2025,PT,FPB Q2-26,38.90
30/12/2025,PT,FPB Q3-26,62.28
30/12/2025,PT,FPB Q4-26,67.68
30/12/2025,PT,FPB Q1-27,61.40
30/12/2025,PT,FPB Q2-27,32.04
30/12/2025,PT,FPB Q3-27,59.79
30/12/2025,PT,FPB YR-27,55.00
30/12/2025,PT,FPB YR-28,55.10
30/12/2025,PT,FPB YR-29,56.58
30/12/2025,PT,FPB YR-30,56.58
30/12/2025,PT,FPB YR-31,56.58
30/12/2025,PT,FPB YR-32,56.58
30/12/2025,PT,FPB YR-33,56.58
30/12/2025,PT,FPB YR-34,56.58
30/12/2025,PT,FPB YR-35,56.58
30/12/2025,ES,FTB D We31Dec-25,97.82
30/12/2025,ES,FTB D Th01Jan-26,48.70
30/12/2025,ES,FTB D Fr02Jan-26,112.35
30/12/2025,ES,FTB D Sa03Jan-26,103.33
30/12/2025,ES,FTB D Su04Jan-26,96.42
30/12/2025,ES,FTB Wk02-26,70.25
30/12/2025,ES,FTB Wk03-26,71.00
30/12/2025,ES,FTB Wk04-26,71.00
30/12/2025,ES,FTB Wk05-26,70.88
30/12/2025,ES,FTB M Jan-26,71.00
30/12/2025,ES,FTB M Feb-26,60.15
30/12/2025,ES,FTB M Mar-26,47.50
30/12/2025,ES,FTB M Apr-26,31.25
30/12/2025,ES,FTB M May-26,30.71
30/12/2025,ES,FTB M Jun-26,52.89
30/12/2025,ES,FTB Q2-26,38.20
30/12/2025,ES,FTB Q3-26,60.60
30/12/2025,ES,FTB Q4-26,66.00
30/12/2025,ES,FTB Q1-27,60.85
30/12/2025,ES,FTB Q2-27,31.34
30/12/2025,ES,FTB Q3-27,58.69
30/12/2025,ES,FTB YR-27,53.90
30/12/2025,ES,FTB YR-28,54.00
30/12/2025,ES,FTB YR-29,55.48
30/12/2025,ES,FTB YR-30,55.48
30/12/2025,ES,FTB YR-31,55.48
30/12/2025,ES,FTB YR-32,55.48
30/12/2025,ES,FTB YR-33,55.48
30/12/2025,ES,FTB YR-34,55.48
30/12/2025,ES,FTB YR-35,55.48
31/12/2025,PT,FPB D Th01Jan-26,81.87
31/12/2025,PT,FPB D Fr02Jan-26,113.69
31/12/2025,PT,FPB D Sa03Jan-26,104.67
31/12/2025,PT,FPB D Su04Jan-26,97.76
31/12/2025,PT,FPB Wk02-26,71.06
31/12/2025,PT,FPB Wk03-26,71.81
31/12/2025,PT,FPB Wk04-26,71.81
31/12/2025,PT,FPB Wk05-26,71.65
31/12/2025,PT,FPB M Jan-26,71.81
31/12/2025,PT,FPB M Feb-26,60.70
31/12/2025,PT,FPB M Mar-26,47.31
31/12/2025,PT,FPB M Apr-26,31.95
31/12/2025,PT,FPB M May-26,31.41
31/12/2025,PT,FPB M Jun-26,53.59
31/12/2025,PT,FPB Q2-26,38.90
31/12/2025,PT,FPB Q3-26,62.28
31/12/2025,PT,FPB Q4-26,67.68
31/12/2025,PT,FPB Q1-27,61.40
31/12/2025,PT,FPB Q2-27,32.04
31/12/2025,PT,FPB Q3-27,59.79
31/12/2025,PT,FPB YR-27,55.00
31/12/2025,PT,FPB YR-28,55.10
31/12/2025,PT,FPB YR-29,56.58
31/12/2025,PT,FPB YR-30,56.58
31/12/2025,PT,FPB YR-31,56.58
31/12/2025,PT,FPB YR-32,56.58
31/12/2025,PT,FPB YR-33,56.58
31/12/2025,PT,FPB YR-34,56.58
31/12/2025,PT,FPB YR-35,56.58
31/12/2025,ES,FTB D Th01Jan-26,81.87
31/12/2025,ES,FTB D Fr02Jan-26,113.69
31/12/2025,ES,FTB D Sa03Jan-26,104.67
31/12/2025,ES,FTB D Su04Jan-26,97.76
31/12/2025,ES,FTB Wk02-26,70.51
31/12/2025,ES,FTB Wk03-26,71.26
31/12/2025,ES,FTB Wk04-26,71.26
31/12/2025,ES,FTB Wk05-26,71.10
31/12/2025,ES,FTB M Jan-26,71.26
31/12/2025,ES,FTB M Feb-26,60.15
31/12/2025,ES,FTB M Mar-26,46.76
31/12/2025,ES,FTB M Apr-26,31.25
31/12/2025,ES,FTB M May-26,30.71
31/12/2025,ES,FTB M Jun-26,52.89
31/12/2025,ES,FTB Q2-26,38.20
31/12/2025,ES,FTB Q3-26,60.60
31/12/2025,ES,FTB Q4-26,66.00
31/12/2025,ES,FTB Q1-27,60.85
31/12/2025,ES,FTB Q2-27,31.34
31/12/2025,ES,FTB Q3-27,58.69
31/12/2025,ES,FTB YR-27,53.90
31/12/2025,ES,FTB YR-28,54.00
31/12/2025,ES,FTB YR-29,55.48
31/12/2025,ES,FTB YR-30,55.48
31/12/2025,ES,FTB YR-31,55.48
31/12/2025,ES,FTB YR-32,55.48
31/12/2025,ES,FTB YR-33,55.48
31/12/2025,ES,FTB YR-34,55.48
31/12/2025,ES,FTB YR-35,55.48
